refnames_all,orgs,dist_img,dst_type,dmos_std,dmos_new,DSSIM,SSIMULACRA,Butteraugli,Butteraugli_XL,Butteraugli_XL_3m,Butteraugli_XL_2s,Butteraugli_XL_3s,Butteraugli_XL_6s,Butteraugli_XL_12s
carnivaldolls.bmp,0,img18.bmp,jp2k,2.1281480218326507,29.392249180595478,0.02087636,0.056366999999999993,7.52129,7.1341052055,2.344627,1.6448,1.774625,2.183893,3.075362
sailing1.bmp,0,img19.bmp,jp2k,1.7382838028873744,3.8890621428635583,0.00234899,0.01312955,2.056422,1.8670306206,0.754584,0.52812,0.59041,0.739797,0.933545
coinsinfountain.bmp,0,img21.bmp,jp2k,2.415602535276761,22.461157863083844,0.03872951,0.08679807,7.849086,7.5872855186,2.760193,2.134185,2.24496,2.609229,3.426391
woman.bmp,0,img23.bmp,jp2k,2.204276955827919,35.59966912005858,0.05628472,0.11804957,8.748575,8.7299156189,3.253493,2.540463,2.667245,3.077294,4.01594
manfishing.bmp,0,img26.bmp,jp2k,1.5336433982143336,11.714566786308875,0.00308886,0.01590231,1.945832,1.8870748281,0.740434,0.560653,0.60154,0.715816,0.903946
house.bmp,0,img27.bmp,jp2k,2.3058602871669107,48.4017211733363,0.09058894,0.17428474,13.103962,12.6460046768,4.669502,3.617603,3.826984,4.461778,5.719744
coinsinfountain.bmp,0,img28.bmp,jp2k,1.9975010620796416,70.94908661426099,0.24650792,0.25760451,38.027843,35.3719558716,10.79552,7.170823,7.748481,9.769519,14.868561
buildings.bmp,0,img29.bmp,jp2k,1.6382322934715163,63.64493591720355,0.19392256,0.23873888,42.100899,29.6115398407,9.461553,6.058524,6.679238,8.750814,12.954606
building2.bmp,0,img30.bmp,jp2k,1.5812416013212032,75.20085071703139,0.46530167,0.33899304,44.786606,39.2563972473,13.085916,9.120228,9.80205,12.105516,17.35018
ocean.bmp,0,img31.bmp,jp2k,1.748306014038223,23.258787473568606,0.02260484,0.06809911,6.674853,5.3524708748,2.180046,1.682526,1.775895,2.078863,2.685379
rapids.bmp,0,img32.bmp,jp2k,1.8805085144937823,76.28674666689452,0.22648492,0.24271365,35.890327,31.0559959412,9.764801,6.58457,7.006898,8.614444,13.673062
buildings.bmp,0,img33.bmp,jp2k,1.849770623898912,52.78563645111723,0.11461666,0.18915669,19.438166,16.5150260925,6.057651,4.149033,4.544136,5.760898,7.86792
studentsculpture.bmp,0,img34.bmp,jp2k,1.669838891269479,8.613511703300915,0.00672762,0.02751364,3.4118169999999997,3.3527696133,1.141982,0.776408,0.838484,1.061603,1.525858
ocean.bmp,0,img37.bmp,jp2k,2.534981040961189,25.85424903691081,0.03606069,0.09406785,10.028464,9.0398702621,2.967652,2.153467,2.281525,2.743712,3.87772
sailing3.bmp,0,img38.bmp,jp2k,1.6871542451208674,65.85757417524141,0.1042452,0.16371147,26.734007000000002,22.2699203491,6.840489,4.403399,4.792275,6.222957,9.506235
sailing4.bmp,0,img39.bmp,jp2k,2.3450516678579856,26.96036839367697,0.03671704,0.10552177,6.874306,6.7235007286,2.695186,2.103493,2.237031,2.60382,3.244708
paintedhouse.bmp,0,img40.bmp,jp2k,2.4115967331354446,75.7811284764878,0.16995504,0.19677169,22.010574,20.2944660187,7.233304,5.242445,5.652279,6.879516,9.168115
building2.bmp,0,img41.bmp,jp2k,1.9699127089403103,43.696253511551454,0.08830627,0.14944576,20.517378,16.0682373047,4.915094,3.160786,3.402923,4.384297,6.958061
womanhat.bmp,0,img42.bmp,jp2k,1.6834654914668363,54.17424655185858,0.06235239,0.14506826,13.646064,11.371219635,4.458472,3.374851,3.604312,4.285132,5.485971
sailing1.bmp,0,img43.bmp,jp2k,2.2105670837110343,67.6967798207526,0.17812269,0.24526076,21.877226,17.9044208527,7.52408,5.374717,5.865273,7.213911,9.493056
flowersonih35.bmp,0,img44.bmp,jp2k,2.7263041160692696,71.61970727692339,0.20223315,0.2285959,23.677495999999998,23.6485710144,7.881337,5.496685,5.954667,7.369266,10.320078
churchandcapitol.bmp,0,img45.bmp,jp2k,2.5828698184102787,74.14564153374138,0.20506442,0.24007882,38.738262,29.1797485352,9.681491,6.347869,7.006693,9.039459,12.99832
cemetry.bmp,0,img46.bmp,jp2k,2.0347093381371795,73.09174201136065,0.28989612,0.30333911,34.992729,32.0820198059,10.638651,7.462543,8.056471,9.954386,13.905095
house.bmp,0,img47.bmp,jp2k,2.3128767906360443,48.08894690810563,0.09348856,0.17588195,13.033833,12.5944290161,4.783806,3.705926,3.921438,4.575945,5.854035
cemetry.bmp,0,img48.bmp,jp2k,1.8648146563915369,77.32511548366257,0.30872703,0.31551474,35.571098,32.0820159912,11.19988,7.849755,8.514879,10.581314,14.503448
caps.bmp,0,img49.bmp,jp2k,2.372541157742341,13.501078103650578,0.01098915,0.04461612,6.604311,5.6549253464,1.975078,1.428217,1.53227,1.869323,2.523641
lighthouse.bmp,0,img51.bmp,jp2k,1.8852576810953183,20.523073789426263,0.02514558,0.07566261,7.509459,6.0175428391,2.374942,1.876398,1.987789,2.287154,2.849882
sailing4.bmp,0,img52.bmp,jp2k,2.6590215768236503,51.01138521337987,0.08381359,0.17049636,15.075560000000001,13.8764476776,4.888897,3.54767,3.82424,4.622092,6.22036
plane.bmp,0,img53.bmp,jp2k,2.5765818471127178,62.47597192836157,0.0714079,0.18155776,21.490301000000002,17.1654319763,6.43938,3.819978,4.569848,6.260749,8.487542
sailing2.bmp,0,img55.bmp,jp2k,3.08598252270823,46.03974281634614,0.04050969,0.10131585,12.50283,11.6311368942,3.759118,2.613823,2.781078,3.415957,5.080319
monarch.bmp,0,img56.bmp,jp2k,2.5946780154648166,41.284025766832684,0.042546,0.08149423,18.822832000000002,16.0814800262,4.886383,3.115567,3.39712,4.425771,6.83626
plane.bmp,0,img58.bmp,jp2k,2.2933058086408846,5.651469652190897,0.00155667,0.00886114,1.402363,1.4765683413,0.523238,0.364886,0.400622,0.499879,0.669213
sailing2.bmp,0,img59.bmp,jp2k,1.7047262519099886,10.109294080950896,0.00141704,0.01139692,1.5638670000000001,1.5590941906,0.616866,0.463602,0.495729,0.58637,0.7685
studentsculpture.bmp,0,img60.bmp,jp2k,2.041371457491425,63.37679236401009,0.23162017,0.24574898,26.007170000000002,20.9656829834,7.441338,5.605889,5.913733,6.980555,9.429725
monarch.bmp,0,img61.bmp,jp2k,2.6499125520066498,21.457095198446538,0.01598488,0.04472586,9.528364,9.7888851166,2.852525,1.918648,2.046284,2.574397,3.936894
sailing2.bmp,0,img62.bmp,jp2k,1.4581884882202256,6.320751746555565,0.00257874,0.02308706,1.802097,2.057792902,0.908826,0.720354,0.779872,0.898514,1.04809
manfishing.bmp,0,img63.bmp,jp2k,2.2640576624871542,30.07521146577485,0.03143005,0.07812337,7.863524000000001,6.4348917007,2.405086,1.7906,1.904348,2.269788,3.041123
dancers.bmp,0,img65.bmp,jp2k,1.6169172127679154,82.98273370788651,0.31975627,0.32297854,43.072497999999996,31.2788276672,11.44626,7.776508,8.459213,10.74962,15.129947
caps.bmp,0,img68.bmp,jp2k,2.6652642616088644,24.82662376759264,0.01868442,0.05902695,8.551872,7.0505218506,2.448504,1.837444,1.956866,2.334872,3.053773
ocean.bmp,0,img69.bmp,jp2k,1.7423359627583637,5.909674455410709,0.00142874,0.010736,1.6092090000000001,1.7841043472,0.695989,0.496413,0.552703,0.684576,0.850687
stream.bmp,0,img71.bmp,jp2k,2.226784365003649,80.12128273704799,0.26429119,0.28852415,26.319810999999998,22.5094890594,8.750467,6.53169,6.991681,8.367816,10.891905
lighthouse2.bmp,0,img74.bmp,jp2k,2.1836601240947577,52.089829940493935,0.07045249,0.13716299,19.107584,16.9196472168,5.127986,3.303045,3.608439,4.684066,7.091453
womanhat.bmp,0,img75.bmp,jp2k,1.7855426601282671,11.035277608283096,0.0045038000000000005,0.02491469,2.867146,3.0335133076,1.21635,0.899198,0.977089,1.184601,1.48736
coinsinfountain.bmp,0,img77.bmp,jp2k,1.7103334644737602,12.523344239786704,0.00281316,0.01308653,2.728844,2.0218880177,0.765519,0.567736,0.611463,0.735436,0.949659
bikes.bmp,0,img78.bmp,jp2k,1.9836351092391096,30.57070176854073,0.05527038,0.11014679,10.673547,9.0865392685,3.246463,2.452701,2.598589,3.070998,4.069801
carnivaldolls.bmp,0,img79.bmp,jp2k,1.639252497745609,79.16743675958446,0.14365047,0.21120306,29.968031,25.4619922638,8.54634,5.597097,6.229049,8.013311,11.39666
house.bmp,0,img80.bmp,jp2k,2.572737546434337,20.566984747213432,0.02890897,0.07365479,8.05418,8.1365585327,2.454852,1.906686,1.993386,2.27097,3.1002
rapids.bmp,0,img81.bmp,jp2k,1.7771163881969083,44.74511025359578,0.07919016,0.14050323,11.008652,10.3055105209,4.126626,3.240093,3.411486,3.940483,5.027909
paintedhouse.bmp,0,img82.bmp,jp2k,2.092096672081296,11.339054336612762,0.00404112,0.01913738,2.502181,2.711063385,0.937219,0.681242,0.737781,0.891095,1.182779
caps.bmp,0,img83.bmp,jp2k,2.6246276344536748,42.369320360750706,0.04159837,0.10925272,12.184917,11.098731041,3.877772,2.746382,2.950178,3.612413,5.070725
parrots.bmp,0,img85.bmp,jp2k,2.449577143857728,18.563119639992884,0.01222858,0.04433628,7.11757,6.9880776405,2.175581,1.636072,1.719415,2.004626,2.802704
flowersonih35.bmp,0,img86.bmp,jp2k,3.0818774275371803,76.23532996373504,0.30660693,0.28051821,33.262234,36.8752632141,11.27199,7.299578,8.012509,10.154231,15.649231
sailing1.bmp,0,img88.bmp,jp2k,1.7911191371788184,66.04417836262543,0.17349574,0.24154252,20.467346,18.9809951782,7.427582,5.259215,5.739393,7.077215,9.466138
sailing4.bmp,0,img90.bmp,jp2k,1.242815142725972,11.324709943682542,0.00460882,0.02265585,2.653375,2.3825776577,0.930542,0.71995,0.7631,0.887235,1.141293
lighthouse.bmp,0,img91.bmp,jp2k,2.2882016663254263,48.72445543811661,0.07368764,0.17708507,12.560316,11.9681434631,4.687125,3.487984,3.756403,4.507397,5.797577
statue.bmp,0,img92.bmp,jp2k,2.023303204131381,36.65133240523328,0.03423739,0.0863151,8.732916000000001,9.1500616074,3.139121,2.300009,2.461885,2.979031,3.976447
manfishing.bmp,0,img94.bmp,jp2k,2.7462991638389247,30.248805104886298,0.03193389,0.07825626,7.863524000000001,6.4348917007,2.409633,1.801776,1.914453,2.275544,3.038903
parrots.bmp,0,img96.bmp,jp2k,1.8398196241604952,32.255679814123376,0.02276356,0.06256553,10.33747,9.3518018723,3.151936,2.214422,2.379889,2.952178,4.123739
cemetry.bmp,0,img98.bmp,jp2k,2.359314266888291,42.53855897076394,0.0581582,0.12786042,8.77937,9.2920923233,3.368042,2.576957,2.74604,3.232834,4.125251
womanhat.bmp,0,img99.bmp,jp2k,1.898833217149236,50.18890942469288,0.05627455,0.13854625,12.046453,10.7959136963,4.25052,3.202441,3.42091,4.077553,5.253097
parrots.bmp,0,img101.bmp,jp2k,2.573830473381816,10.234730985641717,0.00570961,0.027692,3.2218459999999998,2.9633049965,1.395195,1.195162,1.240644,1.361516,1.583426
statue.bmp,0,img102.bmp,jp2k,1.7475430707025277,6.724372369964853,0.00172556,0.01466618,1.6491669999999998,1.6961308718,0.724144,0.540132,0.590694,0.711532,0.870205
lighthouse2.bmp,0,img103.bmp,jp2k,1.7457574719224596,10.088204403320537,0.00173305,0.01848266,1.857073,1.9923803806,0.830753,0.597625,0.673608,0.822656,0.995995
woman.bmp,0,img104.bmp,jp2k,2.8738845802987463,46.68236218261797,0.09633568,0.15653723,12.429597,12.3210697174,4.402183,3.457782,3.627225,4.179406,5.399918
monarch.bmp,0,img105.bmp,jp2k,1.5023958338678869,7.557459980934175,0.00095483,0.00976187,1.365369,1.5158787966,0.586165,0.468574,0.503233,0.576408,0.678855
lighthouse.bmp,0,img106.bmp,jp2k,1.833030331651834,48.616156673907305,0.07478264,0.17916144,12.567867999999999,11.8105478287,4.704817,3.515671,3.782057,4.528937,5.803458
building2.bmp,0,img107.bmp,jp2k,1.5312084849700591,79.84747926885252,0.57966331,0.37081969,51.975964000000005,40.3792953491,15.173492,10.938407,11.742272,14.320054,19.45815
carnivaldolls.bmp,0,img108.bmp,jp2k,2.5969207453125294,43.661388996745465,0.04311177,0.09166375,9.898083,9.3254156113,3.331053,2.400165,2.58845,3.148277,4.256432
sailing3.bmp,0,img109.bmp,jp2k,2.231198812660149,35.737358994613274,0.02821541,0.07470301,8.247186,9.0035037994,2.991097,2.186928,2.306934,2.744834,3.921523
flowersonih35.bmp,0,img111.bmp,jp2k,2.2088466134765588,15.82182560398103,0.01118556,0.037757099999999995,4.360131,4.2959270477,1.538897,1.104655,1.194927,1.461685,1.960079
plane.bmp,0,img113.bmp,jp2k,1.8290363408434829,12.564926162224069,0.00978228,0.04518842,3.903264,3.9549176693,1.498604,1.068822,1.181737,1.436054,1.87802
lighthouse2.bmp,0,img114.bmp,jp2k,1.8941454247335368,12.80273252847908,0.00268363,0.02339326,2.266988,2.3743987083,1.04587,0.76922,0.860563,1.036954,1.240092
bikes.bmp,0,img115.bmp,jp2k,1.9142334124592448,67.09045174168914,0.30723237,0.28355479,50.812903999999996,37.0152740479,12.777146,7.898303,8.615137,11.712346,18.003956
statue.bmp,0,img116.bmp,jp2k,2.208465826879465,46.920148971869075,0.05799559,0.11053816,13.167665,12.3065929413,4.303444,3.124221,3.340332,4.025241,5.54476
ocean.bmp,0,img120.bmp,jp2k,2.5144703347394013,40.33848092661778,0.07346139,0.15800121,12.834864,11.340429306,4.30433,3.237151,3.451443,4.104019,5.357528
manfishing.bmp,0,img121.bmp,jp2k,2.169018040789497,91.37246032042904,0.52018872,0.37466348,79.959877,62.9660644531,20.985238,12.334001,13.957016,19.574816,29.423883
caps.bmp,0,img122.bmp,jp2k,2.2423594931687503,58.55909813379443,0.07450880000000001,0.15712394,19.543039,16.5478820801,5.741002,3.866133,4.240618,5.415316,7.567072
carnivaldolls.bmp,0,img124.bmp,jp2k,2.824871360866682,52.154629253222005,0.07422542,0.13752449,15.726092999999999,14.0090579987,4.895857,3.363614,3.673328,4.580121,6.434123
cemetry.bmp,0,img125.bmp,jp2k,2.2087475131800747,25.723920038887357,0.03313553,0.09359254,6.716914999999999,6.2434453964,2.494892,1.885882,2.016104,2.389165,3.079406
rapids.bmp,0,img126.bmp,jp2k,2.4122139735474715,10.712712959196343,0.01268945,0.04272977,4.725777,5.1256327629,1.583307,1.157448,1.235036,1.479609,2.035276
parrots.bmp,0,img127.bmp,jp2k,2.678992775011636,74.95826410045794,0.12369015,0.15768322,47.525318,37.6437530518,11.776147,6.30933,7.44765,11.006077,16.874716
bikes.bmp,0,img129.bmp,jp2k,2.608499406017072,15.242823326616554,0.02618359,0.06138764,9.32352,8.2835063934,2.517977,1.696246,1.826908,2.299951,3.427072
sailing3.bmp,0,img130.bmp,jp2k,2.25375359883815,42.497069418168,0.05004573,0.10266122,12.406391000000001,13.5453720093,4.332232,2.888931,3.072039,3.834985,6.089671
building2.bmp,0,img132.bmp,jp2k,2.7292928655378152,22.538784832597894,0.05035965,0.10558077,7.596823,7.2063512802,2.847037,2.182474,2.313376,2.718192,3.509543
bikes.bmp,0,img133.bmp,jp2k,2.8755512077157013,40.04985108989743,0.13714129,0.19111657,20.481092,17.7884540558,5.908414,4.365284,4.636701,5.543042,7.545499
rapids.bmp,0,img135.bmp,jp2k,1.9833464296340195,84.91378457435593,0.42246698,0.31345371,55.50459300000001,43.6511497498,15.221728,10.386876,11.255934,14.188875,20.220376
sailing1.bmp,0,img136.bmp,jp2k,2.9167533022822263,33.81064694785772,0.05319596,0.11877244,11.285979,10.264591217,3.557282,2.494235,2.721595,3.374965,4.575286
lighthouse2.bmp,0,img137.bmp,jp2k,2.9216680260257615,60.61338357551887,0.13247231,0.19284332,30.874638,23.5670566559,7.490806,4.943595,5.456743,6.961397,10.05428
sailing2.bmp,0,img138.bmp,jp2k,2.8310927377124657,56.326747764812794,0.10468016,0.19960024,24.661158,22.6398639679,7.755272,4.64888,5.263835,7.202195,10.799786
sailing2.bmp,0,img141.bmp,jp2k,2.20876974692894,6.153192300554039,0.00471044,0.03485452,2.9247549999999998,2.9349060059,1.397839,1.117774,1.205943,1.384954,1.60262
studentsculpture.bmp,0,img142.bmp,jp2k,3.033969902950827,43.997702747945745,0.10203078,0.15893161,14.617547,12.7418394089,4.530435,3.35372,3.532127,4.202136,5.857043
manfishing.bmp,0,img143.bmp,jp2k,2.265223744456852,44.77638094880946,0.06271463,0.11646229,11.142852,9.3238697052,3.432031,2.618986,2.764324,3.235262,4.296506
house.bmp,0,img144.bmp,jp2k,2.7707040555151274,65.45198981342284,0.19079021,0.26884016,25.225260000000002,23.0410957336,8.383375,6.188051,6.669208,8.014538,10.466379
rapids.bmp,0,img146.bmp,jp2k,1.8585286894749689,56.16123888490046,0.14488413,0.19733022,19.150011,16.6836090088,6.343318,4.85626,5.141121,6.046661,7.842171
carnivaldolls.bmp,0,img148.bmp,jp2k,2.079414261881199,11.469738487437949,0.00559702,0.02611239,3.8830699999999996,4.0953464508,1.37448,0.86184,0.939091,1.254003,1.930346
lighthouse.bmp,0,img149.bmp,jp2k,1.9944730060503983,33.11179598113043,0.05316042,0.14702038,10.927311999999999,8.9280462265,3.751205,2.842539,3.053478,3.619642,4.580496
woman.bmp,0,img150.bmp,jp2k,2.1909071175260126,5.325990809336403,0.01451032,0.06020733,5.474044999999999,5.1384711266,1.844889,1.332408,1.445186,1.763769,2.325713
woman.bmp,0,img152.bmp,jp2k,1.7775709667424602,62.748811782630604,0.23401576,0.25052777,25.053186,23.8501358032,8.200428,6.043596,6.439792,7.710159,10.451332
sailing3.bmp,0,img154.bmp,jp2k,3.257713213787017,68.53124109916048,0.17551056,0.22600647,37.622929,38.0587234497,10.692406,6.402899,7.193426,9.787528,15.096264
woman.bmp,0,img155.bmp,jp2k,2.6896936733617145,81.40061954776587,0.52704551,0.40655299,62.964329000000006,48.3009300232,16.971931,11.787807,12.882818,16.098149,21.934827
buildings.bmp,0,img156.bmp,jp2k,2.8922068011013935,71.45072855297293,0.29630337,0.27396391,45.925983,32.5439109802,11.215728,7.707365,8.382075,10.526578,14.738531
parrots.bmp,0,img158.bmp,jp2k,1.8512848410963516,62.58003608072658,0.09837425,0.1395354,42.977798,30.7797794342,9.774579,5.411146,6.27505,9.119504,13.929183
monarch.bmp,0,img160.bmp,jp2k,3.859535402129447,58.753804200609366,0.21642114,0.21042379,57.56266,46.7492408752,16.021178,9.224373,10.660464,14.997944,22.405125
statue.bmp,0,img162.bmp,jp2k,2.244937028873685,12.158282195710305,0.01345031,0.05179516,4.921334,5.3861999512,1.817776,1.389869,1.464053,1.701321,2.287954
building2.bmp,0,img163.bmp,jp2k,2.363845921397348,49.973083632723416,0.19142421,0.22603501,22.984121,18.9707393646,6.995915,5.102306,5.414929,6.514936,9.05788
lighthouse2.bmp,0,img164.bmp,jp2k,2.7249418874106954,27.122912625267986,0.02895914,0.08210459,11.371792999999998,9.0564956665,2.908037,2.034732,2.168992,2.675767,3.879351
dancers.bmp,0,img165.bmp,jp2k,2.9317595847852873,31.170624384086214,0.03734083,0.11406256,6.764658,7.2549352646,2.611859,1.996186,2.116171,2.482901,3.236506
flowersonih35.bmp,0,img167.bmp,jp2k,2.7289881736282706,53.281983698504845,0.08434467,0.13929028,13.630269,13.2699670792,4.491772,3.189528,3.412916,4.172368,5.890034
coinsinfountain.bmp,0,img168.bmp,jp2k,2.869985394474523,53.17519436960078,0.15664328,0.20622185,20.693451,18.7900085449,6.813369,5.133473,5.451413,6.451142,8.537551
statue.bmp,0,img169.bmp,jp2k,2.3338597822997187,62.92117133342568,0.16868885,0.19839995,30.72069,26.8962936401,9.618449,6.254819,6.921436,8.980324,12.953588
dancers.bmp,0,img170.bmp,jp2k,2.8854261099779577,50.18659635541299,0.07761961,0.17604602,14.520163,15.1606464386,4.502823,3.10126,3.310496,4.08092,6.117054
studentsculpture.bmp,0,img171.bmp,jp2k,3.4214722909827726,22.217464309979974,0.03806351,0.08553763,7.3333699999999995,6.4000720978,2.343593,1.856799,1.939876,2.215529,2.875374
sailing4.bmp,0,img172.bmp,jp2k,3.000341728921187,85.01806693016354,0.34247749,0.3231934,53.700386,49.2022132874,15.466875,9.747187,10.784514,14.137481,21.47863
plane.bmp,0,img173.bmp,jp2k,2.5222339993980487,19.91475165122249,0.01824592,0.07140095,5.647829,5.5522456169,2.120922,1.469802,1.652818,2.057021,2.652928
lighthouse.bmp,0,img174.bmp,jp2k,2.4606903572154666,8.059516033306664,0.00632722,0.03246406,3.4550769999999997,3.7253952026,1.385924,1.035479,1.135174,1.352912,1.669686
stream.bmp,0,img175.bmp,jp2k,2.790331469036455,85.48562881018704,0.59805092,0.37912395,48.810558,40.5504608154,15.229206,11.492656,12.207934,14.461479,19.018207
churchandcapitol.bmp,0,img176.bmp,jp2k,2.545853833035716,27.91393339154686,0.02999562,0.08826503,8.745516,7.7888464928,2.705743,1.907606,2.049276,2.527001,3.540953
coinsinfountain.bmp,0,img177.bmp,jp2k,2.8673492624018757,79.8784206214237,0.50670571,0.35954247,96.789413,115.1003723145,28.964014,12.439974,14.072321,24.296933,48.522787
cemetry.bmp,0,img178.bmp,jp2k,3.088549256124073,57.388156688584395,0.12972685,0.1932394,18.863131,16.7329654694,5.756194,4.278959,4.565822,5.448305,7.254455
house.bmp,0,img179.bmp,jp2k,2.0518397551418035,85.22814758598726,0.33637343,0.3394179,48.415092,44.8770675659,14.242213,9.451114,10.366767,13.098337,19.261535
carnivaldolls.bmp,0,img181.bmp,jp2k,2.7574125927119684,85.99580545278485,0.29366144,0.29110089,58.68805699999999,57.7729644775,18.562285,10.320691,11.903144,16.902135,26.881575
coinsinfountain.bmp,0,img182.bmp,jp2k,3.508973774852042,40.352299151189534,0.09418274,0.15337624,13.881972,14.3096942902,4.909451,3.670823,3.884077,4.580928,6.263349
sailing3.bmp,0,img183.bmp,jp2k,1.7952320623914535,6.916939669847388,0.004479100000000001,0.02777299,2.620521,2.6419458389,1.185628,0.924493,0.994217,1.161908,1.40076
sailing2.bmp,0,img185.bmp,jp2k,2.0271158682306583,14.884889320853098,0.01195184,0.04807197,4.723483,5.4301595688,1.917582,1.54504,1.612227,1.810177,2.330342
house.bmp,0,img187.bmp,jp2k,2.22757927880343,29.918572366378626,0.05249388,0.11702914,10.506578,8.6912469864,3.331334,2.609422,2.746031,3.182075,4.065896
womanhat.bmp,0,img191.bmp,jp2k,2.7037964955867833,78.15701680889988,0.22643941,0.26685353,54.779433999999995,47.6837844849,15.755668,9.028219,10.217809,14.351757,22.697437
flowersonih35.bmp,0,img192.bmp,jp2k,2.9326070681857206,36.78304689591696,0.03568713,0.08093237,7.383151,7.0355415344,2.671171,1.958812,2.087849,2.529205,3.396458
caps.bmp,0,img193.bmp,jp2k,3.8848380191852,64.20563602792637,0.13110607,0.21166617,30.814743,28.1918334961,9.562758,5.700042,6.465019,8.915122,13.308134
churchandcapitol.bmp,0,img194.bmp,jp2k,2.5767816056812665,71.78425770359317,0.24611677,0.25767935,38.068214000000005,28.5078125,10.396839,7.063068,7.77804,9.840745,13.571733
womanhat.bmp,0,img195.bmp,jp2k,1.6038702563726814,5.069478056203863,0.01108459,0.04940379,4.689983,4.7302412987,1.792673,1.375829,1.461582,1.711517,2.20492
paintedhouse.bmp,0,img196.bmp,jp2k,3.046981789864313,62.73568208890111,0.13258026,0.17129274,18.140751,18.156255722,6.133832,4.476232,4.802869,5.794249,7.804376
parrots.bmp,0,img197.bmp,jp2k,3.39319783817912,46.32614968909792,0.03984786,0.08735041,18.143497,17.6218585968,4.869221,3.010755,3.318601,4.356786,6.932278
churchandcapitol.bmp,0,img198.bmp,jp2k,1.9635706188510489,9.47174568864986,0.00501996,0.02236384,2.800278,2.7722609043,1.053547,0.804549,0.865823,1.020041,1.274777
buildings.bmp,0,img199.bmp,jp2k,1.7477945195712756,5.003953255961413,0.01096287,0.05236304,3.877041,4.8072595596,1.561422,1.051664,1.165063,1.487881,2.031323
manfishing.bmp,0,img200.bmp,jp2k,2.6539214211134468,68.36853015382121,0.22861952,0.25171203,33.244392,29.2277011871,9.516899,6.275596,6.890275,8.834508,12.825916
flowersonih35.bmp,0,img201.bmp,jp2k,2.911160379923063,91.08313008268816,0.80202769,0.44927932,92.383209,78.0866699219,25.177152,16.31547,18.279521,23.515781,33.736155
lighthouse.bmp,0,img202.bmp,jp2k,2.879982885425998,75.76154338417216,0.24236838,0.32188966,42.116791,35.0828895569,12.221419,8.150033,9.058375,11.579251,16.02663
plane.bmp,0,img203.bmp,jp2k,2.9491151030026503,41.03176709784689,0.04170781,0.12737498,11.375894,10.8429574966,3.893053,2.460446,2.865346,3.771944,5.04187
dancers.bmp,0,img205.bmp,jp2k,3.490023487153828,12.300226616537325,0.01270635,0.05106214,3.782236,3.8535039425,1.485032,1.121988,1.197703,1.417273,1.840118
monarch.bmp,0,img208.bmp,jp2k,3.785904457303732,48.46820552061156,0.09377543,0.12934443,31.361309000000002,27.9953460693,8.659855,5.141123,5.761265,7.940457,12.277843
