ref_img,dist_img,dst_lev,95_CI,STD,mos,DSSIM,SSIMULACRA,Butteraugli,Butteraugli_XL,Butteraugli_XL_3m,Butteraugli_XL_2s,Butteraugli_XL_3s,Butteraugli_XL_6s,Butteraugli_XL_12s
cafe,cafe_jp2420_1.250000_dec.bmp,2,7.869662819931253,14.476771845854412,61.92307692307693,0.03666807,0.11303696,11.501392999999998,11.0839633942,3.306789,2.252136,2.425002,3.065518,4.429846
cafe,cafe_jp2420_1.500000_dec.bmp,1,7.3856407407803,13.586380812775106,71.38461538461539,0.02814841,0.09746368,8.571515,8.7405405045,2.68745,1.963004,2.093382,2.517774,3.451195
cafe,cafe_jp2444_0.250000_dec.bmp,6,7.127999738786057,13.112432933513805,24.461538461538463,0.21460654,0.25237788,44.169373,33.2113227844,8.949888,6.205166,6.575367,7.910415,12.363882
cafe,cafe_jp2444_0.500000_dec.bmp,5,8.478228109326103,15.596268455742536,43.07692307692307,0.11257352,0.18770981,20.98431,22.3630428314,5.864153,4.290882,4.51511,5.242095,7.835253
cafe,cafe_jp2444_0.750000_dec.bmp,4,8.137582134640953,14.969627369769213,50.615384615384606,0.07114779,0.15166803,11.341873,11.8247470856,4.067477,3.253246,3.411375,3.910916,4.880139
cafe,cafe_jp2444_1.000000_dec.bmp,3,6.2869744811183015,11.565310642451859,68.61538461538461,0.04547606,0.12007467,9.555765,9.2839813232,3.031161,2.480382,2.578164,2.887024,3.628297
cafe,cafe_jp2444_1.250000_dec.bmp,2,7.809981980800848,14.366984945013915,73.07692307692308,0.03418814,0.10260439,7.486269999999998,7.8509306908,2.514101,2.039967,2.125608,2.388472,3.028223
cafe,cafe_jp2444_1.500000_dec.bmp,1,6.856823722262766,12.613586488487885,81.53846153846153,0.02368894,0.08558596,5.888191,5.645720005,2.133845,1.749312,1.819968,2.040081,2.541487
cafe,cafe_jpg420_0.250000_dec.bmp,6,5.607588546752044,10.31553471276484,7.0769230769230775,0.20703052,0.24552172,26.459223,29.9668884277,9.266285,6.401069,6.878326,8.605899,12.31463
cafe,cafe_jpg420_0.500000_dec.bmp,5,7.618198806620841,14.014186950994905,12.307692307692307,0.17201669,0.22698141,22.987383,24.6813716888,7.779411,5.436647,5.800345,7.206175,10.331712
cafe,cafe_jpg420_0.750000_dec.bmp,4,7.781308915716854,14.314238921348071,42.30769230769232,0.07556367,0.15815931,13.196946,12.3245773315,4.416228,3.326982,3.502201,4.155467,5.591015
cafe,cafe_jpg420_1.000000_dec.bmp,3,7.6769031395866705,14.122177503341947,64.46153846153847,0.04976958,0.12801215,12.764933,10.3224973679,3.486522,2.629434,2.760894,3.258173,4.440497
cafe,cafe_jpg420_1.250000_dec.bmp,2,8.987751647904952,16.53357113145779,71.76923076923076,0.03464117,0.10440507,9.600275,9.0640087128,2.932693,2.187694,2.300929,2.730053,3.767096
cafe,cafe_jpg420_1.500000_dec.bmp,1,8.547653633775647,15.723981357900096,75.07692307692308,0.02596728,0.09020089,8.135072000000001,7.7571444511,2.623238,1.911529,2.02373,2.456828,3.389156
cafe,cafe_xrMS420_0.250000_dec.bmp,6,6.3005184971820665,11.590225767142474,11.0,0.24184567,0.26347948,30.013638,40.0594749451,13.946181,8.876126,9.789723,13.338661,18.710159
cafe,cafe_xrMS420_0.500000_dec.bmp,5,5.801514323158617,10.672274167085282,38.30769230769232,0.11823299,0.17752446,28.062586,28.2169361115,8.072207,5.19995,5.603156,7.296588,11.316876
cafe,cafe_xrMS420_0.750000_dec.bmp,4,5.700725307671872,10.486866022523554,60.153846153846146,0.06812206,0.13072977,21.122417,20.2419967651,5.787458,3.822528,4.111565,5.23708,8.013729
cafe,cafe_xrMS420_1.000000_dec.bmp,3,8.113570194542916,14.925455797704494,81.53846153846153,0.04750653,0.10702282,13.677263,13.9999046326,4.418252,3.099135,3.321065,4.122133,5.81156
cafe,cafe_xrMS420_1.250000_dec.bmp,2,7.312955297783294,13.452671072109025,80.15384615384616,0.03551841,0.09049697,12.133401,11.4541149139,3.749288,2.659556,2.850101,3.51423,4.883533
cafe,cafe_xrMS420_1.500000_dec.bmp,1,7.151347675090319,13.1553830261267,83.30769230769229,0.02717309,0.0774008,9.258277,9.0343446732,3.226385,2.30536,2.471603,3.047089,4.160462
cafe,cafe_xrPS420_0.25.bmp,6,3.941685579431799,7.250994626733843,7.0769230769230775,0.24322804,0.28039808,32.270069,65.9636611938,15.884948,9.038019,9.799688,13.304023,24.551132
cafe,cafe_xrPS420_0.5.bmp,5,6.422309120391966,11.81426777574146,27.92307692307693,0.12383012,0.20278929,24.221571,59.967754364,14.881652,5.996893,6.731981,12.575135,25.337841
cafe,cafe_xrPS420_0.75.bmp,4,8.794943589450554,16.17888779417208,52.384615384615394,0.07465622,0.15395041,17.294382000000002,18.2229251862,6.072553,4.230278,4.528802,5.647154,8.041701
cafe,cafe_xrPS420_1.0.bmp,3,6.1517418196941245,11.316541104246587,61.30769230769231,0.05483491,0.13054172,13.780871,14.3211021423,5.008628,3.572878,3.822656,4.710054,6.493174
cafe,cafe_xrPS420_1.25.bmp,2,7.60849520017233,13.996336517011724,77.30769230769229,0.03911618,0.10905731,12.350814,10.3675527573,4.089174,2.943444,3.146189,3.868901,5.252433
cafe,cafe_xrPS420_1.5.bmp,1,9.288738829008523,17.087257210399773,77.84615384615384,0.03146795,0.09724236,11.153919,10.2034807205,3.78649,2.629073,2.821862,3.543328,4.994282
p01,p01_jp2420_0.250000_dec.bmp,6,11.381495899713151,20.93702400913211,60.23076923076921,0.04308956,0.06560496,14.28438,14.4274501801,4.137965,2.917162,3.060321,3.632414,5.72116
p01,p01_jp2420_0.500000_dec.bmp,5,8.808717306833953,16.204225469824937,86.07692307692308,0.01565122,0.03481414,7.597478,7.6151561737,2.162401,1.617926,1.679317,1.914058,2.893828
p01,p01_jp2420_0.750000_dec.bmp,4,10.223443531077779,18.806709113832426,87.76923076923076,0.00829177,0.02444743,5.039731,4.8398017883,1.504696,1.199842,1.252453,1.424333,1.837302
p01,p01_jp2420_1.000000_dec.bmp,3,6.286974481118302,11.565310642451859,94.6153846153846,0.0049847,0.01930704,3.242496,3.2089676857,1.169236,0.927743,0.97241,1.116706,1.418594
p01,p01_jp2420_1.250000_dec.bmp,2,5.501183376368574,10.119795275115818,95.07692307692308,0.00358359,0.0158812,3.052168,2.657538414,0.999035,0.801578,0.841175,0.961394,1.194534
p01,p01_jp2420_1.500000_dec.bmp,1,2.26906440068101,4.174095940808851,98.6153846153846,0.00248603,0.013592400000000001,2.902314,2.3636932373,0.829968,0.661912,0.696211,0.799738,0.993955
p01,p01_jp2444_0.250000_dec.bmp,6,12.826022733942025,23.594327871170808,51.23076923076921,0.04370249,0.06385085,13.686726,12.2270431519,3.799283,2.897707,3.048123,3.558052,4.791676
p01,p01_jp2444_0.500000_dec.bmp,5,9.118318991068458,16.77375850425224,84.23076923076924,0.01464874,0.03232978,6.5867580000000014,7.1201896667,2.007893,1.519448,1.573697,1.773867,2.676114
p01,p01_jp2444_0.750000_dec.bmp,4,6.063660308045046,11.154509264108254,92.3846153846154,0.00792145,0.02255059,4.328129,3.7843761444,1.350809,1.117286,1.158942,1.292957,1.600528
p01,p01_jp2444_1.000000_dec.bmp,3,5.6325307599107886,10.361417584431887,95.76923076923076,0.0047781,0.01720891,3.082847,2.7158968449,1.06935,0.884614,0.918897,1.028675,1.26048
p01,p01_jp2444_1.250000_dec.bmp,2,3.126417311732487,5.751254043851921,96.92307692307692,0.00336437,0.01387923,2.684913,2.4464507103,0.870777,0.735443,0.762215,0.843404,1.006712
p01,p01_jp2444_1.500000_dec.bmp,1,4.3514622448826366,8.004806248556116,96.07692307692308,0.00239818,0.01146281,2.11138,2.0484368801,0.753203,0.634706,0.657556,0.727665,0.874387
p01,p01_jpg420_0.250000_dec.bmp,6,4.928332291110009,9.06599733577656,9.23076923076923,0.17361909,0.17304398,23.78154,27.8210144043,9.949692,5.939086,6.310203,8.862884,14.67599
p01,p01_jpg420_0.500000_dec.bmp,5,7.201499843782544,13.24764129949177,44.0,0.03432346,0.06630489,8.717395,10.3429222107,3.041557,2.420872,2.492993,2.762619,3.869061
p01,p01_jpg420_0.750000_dec.bmp,4,13.733661837092875,25.26399079261293,71.46153846153847,0.014381799999999997,0.03881432,6.230796,6.9799046516,1.96268,1.547266,1.587608,1.734131,2.566302
p01,p01_jpg420_1.000000_dec.bmp,3,6.956384038813808,12.796734359062484,88.61538461538461,0.00779827,0.02702752,3.99425,3.7980184555,1.323874,1.144051,1.172466,1.26418,1.534976
p01,p01_jpg420_1.250000_dec.bmp,2,4.689222020316222,8.626137977696416,92.07692307692308,0.00506608,0.02133496,3.231928,3.5972025394,1.094135,0.930706,0.954213,1.029177,1.299013
p01,p01_jpg420_1.500000_dec.bmp,1,7.225921124304812,13.29256588068337,95.76923076923076,0.00355235,0.01772064,3.31877,2.4269516468,0.901601,0.788504,0.808928,0.872601,1.023274
p01,p01_xrMS420_0.250000_dec.bmp,6,12.776895444481461,23.503954931796,29.538461538461537,0.0593326,0.08353983,18.674181,23.6918983459,5.899608,3.864949,4.049448,4.892805,8.756571
p01,p01_xrMS420_0.500000_dec.bmp,5,12.807696034495493,23.560614680066482,73.53846153846153,0.01935883,0.03975602,7.5731259999999985,9.8989219666,2.753597,1.960468,2.036977,2.373452,3.85036
p01,p01_xrMS420_0.750000_dec.bmp,4,8.329232474211981,15.322181005628106,85.53846153846153,0.00966785,0.02557255,5.680839,8.5763921738,1.996538,1.326759,1.37067,1.579056,3.039888
p01,p01_xrMS420_1.000000_dec.bmp,3,1.5239381144671982,2.803386230788466,98.76923076923076,0.00601793,0.01930416,4.036988,3.5024249554,1.237691,1.026758,1.058138,1.165602,1.489333
p01,p01_xrMS420_1.250000_dec.bmp,2,4.501667278245214,8.281118467750781,97.07692307692308,0.00378828,0.0145755,2.892319,2.8776400089,0.965929,0.802524,0.82667,0.90779,1.163326
p01,p01_xrMS420_1.500000_dec.bmp,1,4.772110131637918,8.778616210092714,96.30769230769228,0.00269572,0.01171053,2.602473,2.1702485085,0.791537,0.670802,0.691905,0.760756,0.921951
p01,p01_xrPS420_0.25.bmp,6,11.256314046665533,20.70674360611129,27.461538461538463,0.05845586,0.08614704,17.162073,26.2324466705,6.486145,3.922432,4.128385,5.410545,9.919503
p01,p01_xrPS420_0.5.bmp,5,12.0855434202734,22.232166578388863,62.53846153846154,0.02001565,0.04119138,12.495605,21.3079662323,4.561152,2.060364,2.209097,3.625717,7.848642
p01,p01_xrPS420_0.75.bmp,4,10.049271593805939,18.48630816965869,88.92307692307692,0.01073348,0.02827808,6.29745,7.6934680939,2.158914,1.43021,1.495909,1.866591,3.114243
p01,p01_xrPS420_1.0.bmp,3,6.396892860154827,11.76751286272333,89.84615384615385,0.00706616,0.02252671,5.425041,6.2808675766,1.733739,1.12569,1.174136,1.459587,2.567494
p01,p01_xrPS420_1.25.bmp,2,2.3292097685602746,4.284737373395757,97.23076923076924,0.00468517,0.01842107,3.860527,5.2846374512,1.391325,0.910208,0.946795,1.155723,2.071455
p01,p01_xrPS420_1.5.bmp,1,4.982993404988785,9.166550115809164,96.23076923076924,0.00357918,0.01552439,3.323329,4.3783655167,1.121924,0.787404,0.816749,0.950681,1.59834
p06,p06_jp2420_0.250000_dec.bmp,6,6.812756453381894,12.532521795875823,40.692307692307686,0.032687799999999996,0.07567759,14.780612,13.6242485046,3.529718,2.315171,2.485029,3.121813,4.982313
p06,p06_jp2420_0.500000_dec.bmp,5,7.526390335299514,13.84529911891786,73.76923076923076,0.0131769,0.0445017,7.415352,5.4646759033,1.922305,1.515234,1.587566,1.812308,2.367041
p06,p06_jp2420_0.750000_dec.bmp,4,6.357386236757495,11.694837782937856,83.53846153846153,0.00798188,0.03305846,6.056021,3.6731026173,1.488288,1.222144,1.284799,1.445581,1.734485
p06,p06_jp2420_1.000000_dec.bmp,3,8.126400932174935,14.949058798946474,86.84615384615385,0.00540344,0.02743352,5.408995,3.2153599262,1.254528,1.012312,1.069307,1.21574,1.478536
p06,p06_jp2420_1.250000_dec.bmp,2,7.615463143858259,14.00915451611589,87.38461538461539,0.00407609,0.02354435,5.266987,3.1502392292,1.10296,0.865222,0.915226,1.044753,1.348903
p06,p06_jp2420_1.500000_dec.bmp,1,7.299473272721231,13.427869984018033,87.15384615384615,0.00329717,0.0212445,5.06989,3.1250476837,1.033393,0.77508,0.825464,0.963358,1.311357
p06,p06_jp2444_0.250000_dec.bmp,6,8.152466549954452,14.99700824865601,54.07692307692307,0.02800699,0.06946584,11.929681,12.3996124268,3.008852,2.095678,2.213189,2.647827,4.165539
p06,p06_jp2444_0.500000_dec.bmp,5,7.16722311495095,13.184586961044072,84.0,0.0120454,0.04207775,6.776309,5.3713436127,1.719324,1.398351,1.453342,1.625715,2.078916
p06,p06_jp2444_0.750000_dec.bmp,4,6.327220178512577,11.639345298355876,85.84615384615384,0.00710104,0.03112033,5.652742,3.5583443642,1.323407,1.084611,1.127308,1.256145,1.586769
p06,p06_jp2444_1.000000_dec.bmp,3,6.917060519667412,12.724396111810432,87.92307692307692,0.00457237,0.02420302,3.372266,2.7463998795,1.03809,0.874446,0.908942,1.005193,1.200136
p06,p06_jp2444_1.250000_dec.bmp,2,7.8568950108198194,14.453284605840846,88.69230769230771,0.00338037,0.02028779,2.891471,2.447663784,0.90854,0.748213,0.779994,0.87154,1.074085
p06,p06_jp2444_1.500000_dec.bmp,1,4.841077683336084,8.905486640700344,95.15384615384615,0.00249946,0.01695088,2.74238,1.9702036381,0.784376,0.660136,0.688443,0.763594,0.90109
p06,p06_jpg420_0.250000_dec.bmp,6,6.411386567040827,11.794175007289152,12.538461538461535,0.11404367,0.16273869,23.832056,19.6298713684,7.496594,5.050861,5.465014,7.056295,9.968473
p06,p06_jpg420_0.500000_dec.bmp,5,10.045689469771444,18.479718612576328,41.0,0.02179056,0.06177513,10.459243,6.8042058945,2.409779,1.916528,1.992352,2.257416,2.979571
p06,p06_jpg420_0.750000_dec.bmp,4,6.85765245828766,12.61511100391216,75.15384615384616,0.01097003,0.04489378,8.139474,5.976360321,1.786358,1.352303,1.414299,1.645334,2.29944
p06,p06_jpg420_1.000000_dec.bmp,3,7.757415133042133,14.270284707777405,84.84615384615384,0.00721842,0.03678027,7.378143,4.7908716202,1.490035,1.098305,1.15846,1.385241,1.926405
p06,p06_jpg420_1.250000_dec.bmp,2,5.925249951035696,10.899894142040665,85.84615384615384,0.00523277,0.03120609,6.756954,4.1623706818,1.314814,0.940781,1.000247,1.223933,1.720264
p06,p06_jpg420_1.500000_dec.bmp,1,3.8723534322859137,7.123453498380528,95.07692307692308,0.0039936,0.02702167,5.909358,3.6606237888,1.180881,0.825419,0.884469,1.104661,1.553513
p06,p06_xrMS420_0.250000_dec.bmp,6,9.035048739211154,16.620577298745967,34.92307692307692,0.04314688,0.08824816,15.795946,13.6498203278,4.302787,3.165432,3.367381,4.028731,5.512248
p06,p06_xrMS420_0.500000_dec.bmp,5,6.671148040147964,12.272023635186011,66.53846153846153,0.01658526,0.0479013,10.36115,8.1747694016,2.559726,1.756762,1.86567,2.317666,3.495843
p06,p06_xrMS420_0.750000_dec.bmp,4,9.811590778740593,18.049078391132074,74.53846153846153,0.01024345,0.03721949,8.542032,5.3703651428,1.864863,1.343177,1.423229,1.735064,2.436296
p06,p06_xrMS420_1.000000_dec.bmp,3,8.113336720586505,14.925026306724227,81.61538461538461,0.00696705,0.03026454,7.35482,5.1089692116,1.575795,1.086091,1.16177,1.459662,2.105953
p06,p06_xrMS420_1.250000_dec.bmp,2,8.317397939335494,15.30041058607788,88.53846153846153,0.00511749,0.02574883,7.215198,4.6130685806,1.387529,0.909711,0.985439,1.281773,1.895375
p06,p06_xrMS420_1.500000_dec.bmp,1,7.298175611643134,13.425482849551065,87.92307692307692,0.00398192,0.02244466,6.986236,4.4145650864,1.280803,0.799553,0.875749,1.175006,1.791655
p06,p06_xrPS420_0.25.bmp,6,6.838843114732858,12.580509956644475,23.538461538461537,0.0420556,0.08341589,17.834104999999994,20.520526886,5.60768,3.187995,3.441922,4.791759,8.589358
p06,p06_xrPS420_0.5.bmp,5,8.928543153294198,16.42465313999753,63.46153846153846,0.01738747,0.05139794,12.984946,11.4484434128,2.978123,1.823444,1.951771,2.542877,4.439722
p06,p06_xrPS420_0.75.bmp,4,8.115904564702141,14.929750027962156,77.69230769230771,0.01004338,0.03953641,8.616601,6.2132210732,1.92478,1.356475,1.442253,1.776769,2.555318
p06,p06_xrPS420_1.0.bmp,3,7.362263930172213,13.543377603946395,83.61538461538461,0.00733718,0.03350896,8.316479,7.0830945969,1.84035,1.140461,1.226467,1.595803,2.69878
p06,p06_xrPS420_1.25.bmp,2,6.782939964072586,12.477672366764073,84.23076923076924,0.00583972,0.02958935,9.222872,7.0347380638,1.750063,1.004942,1.095779,1.504069,2.650341
p06,p06_xrPS420_1.5.bmp,1,8.119638161019104,14.936618228453323,85.46153846153847,0.00498319,0.027077999999999998,7.294619,5.9598765373,1.586304,0.914811,1.013591,1.428222,2.317099
p10,p10_jp2420_0.250000_dec.bmp,6,8.670432469666398,15.949841249913304,31.69230769230769,0.04456668,0.07735526,13.874137,12.0688724518,3.678692,2.589053,2.787767,3.430283,4.818025
p10,p10_jp2420_0.500000_dec.bmp,5,9.916444294989072,18.241963457074206,67.53846153846153,0.01643241,0.04169173,7.278105,6.1645269394,1.912663,1.461335,1.542924,1.798518,2.396547
p10,p10_jp2420_0.750000_dec.bmp,4,8.460782716832973,15.564176487806533,87.07692307692308,0.00881935,0.0277423,4.020158,4.0888085365,1.393281,1.079794,1.145305,1.329522,1.705017
p10,p10_jp2420_1.000000_dec.bmp,3,6.649817603644157,12.232784868582694,88.84615384615385,0.00527635,0.01928709,3.1938880000000003,3.3284809589,1.111793,0.854548,0.912881,1.06977,1.352729
p10,p10_jp2420_1.250000_dec.bmp,2,6.9389344315510675,12.764634637775474,92.53846153846152,0.00377229,0.01531879,2.686827,2.6124124527,0.951663,0.726571,0.781165,0.921963,1.151861
p10,p10_jp2420_1.500000_dec.bmp,1,6.346650423462218,11.675088535325644,93.15384615384615,0.00267141,0.01238374,2.323705,2.1905295849,0.839661,0.623604,0.674637,0.809584,1.034761
p10,p10_jp2444_0.250000_dec.bmp,6,7.816285633504987,14.378580936364678,33.07692307692308,0.04054169,0.07005261,12.628349,13.7845916748,3.47709,2.37915,2.542689,3.091951,4.79663
p10,p10_jp2444_0.500000_dec.bmp,5,8.384766594731559,15.42433973984807,73.07692307692308,0.01455386,0.03698847,5.683285,5.6709070206,1.729203,1.360552,1.416731,1.600948,2.16993
p10,p10_jp2444_0.750000_dec.bmp,4,10.122332214833481,18.620708075440344,87.30769230769229,0.00817761,0.02561073,3.800142,3.608150959,1.25901,1.031063,1.074752,1.20739,1.494889
p10,p10_jp2444_1.000000_dec.bmp,3,7.769371209697916,14.29227871157118,88.53846153846153,0.00481395,0.01838443,3.085259,3.6171395779,0.997369,0.800393,0.839414,0.950772,1.201921
p10,p10_jp2444_1.250000_dec.bmp,2,7.867014601338463,14.471900270382507,90.53846153846152,0.00333333,0.01479259,2.912435,2.3082714081,0.846916,0.66823,0.702593,0.806131,1.032025
p10,p10_jp2444_1.500000_dec.bmp,1,8.576856800939748,15.777702539847093,89.46153846153847,0.0022505,0.01184927,1.99751,1.8662154675,0.703088,0.561479,0.591576,0.676273,0.841416
p10,p10_jpg420_0.250000_dec.bmp,6,2.4170146386221187,4.44626031280567,6.461538461538463,0.16913062,0.18092516,24.565844,19.9139270782,8.338391,6.157426,6.586123,8.011001,10.418051
p10,p10_jpg420_0.500000_dec.bmp,5,7.904008919654151,14.539953796702946,32.07692307692308,0.03105074,0.07023258,6.841745,10.8235692978,2.870136,2.105758,2.215549,2.60428,3.790579
p10,p10_jpg420_0.750000_dec.bmp,4,11.065544012826603,20.35580935160708,72.76923076923076,0.01294933,0.04020003,4.581756,4.1169471741,1.673902,1.307488,1.371022,1.58474,2.065944
p10,p10_jpg420_1.000000_dec.bmp,3,6.852678538777268,12.605961145833206,82.92307692307692,0.00748516,0.02815798,2.818238,2.6243271828,1.124212,0.959461,0.997095,1.099073,1.276469
p10,p10_jpg420_1.250000_dec.bmp,2,4.408550057498208,8.109823103448727,93.53846153846152,0.00469732,0.02100935,2.4018490000000003,2.3834652901,0.885579,0.759231,0.78851,0.865816,1.002411
p10,p10_jpg420_1.500000_dec.bmp,1,8.712278850067943,16.026820469418578,88.23076923076924,0.0033689,0.01681429,2.000491,1.8510817289,0.765922,0.655296,0.681781,0.750306,0.865681
p10,p10_xrMS420_0.250000_dec.bmp,6,7.388461498418293,13.591569785376857,20.30769230769231,0.06490526,0.09437533,15.23812,13.3228025436,4.605476,3.554112,3.737933,4.355034,5.72346
