mos,dist_img,var,ref_img,dst_type
5.22222,i02_01_3.bmp,0.11858,i02.bmp,01
4.19444,i02_01_4.bmp,0.09477,i02.bmp,01
3.97297,i02_01_5.bmp,0.11135,i02.bmp,01
6.05556,i02_02_1.bmp,0.16641,i02.bmp,02
6.05405,i02_02_2.bmp,0.15263,i02.bmp,02
5.88889,i02_02_3.bmp,0.12897,i02.bmp,02
5.29730,i02_02_4.bmp,0.10719,i02.bmp,02
4.38889,i02_02_5.bmp,0.11966,i02.bmp,02
4.80000,i02_03_1.bmp,0.11285,i02.bmp,03
4.43243,i02_03_2.bmp,0.13535,i02.bmp,03
3.83784,i02_03_3.bmp,0.09755,i02.bmp,03
3.52778,i02_03_4.bmp,0.08320,i02.bmp,03
2.91892,i02_03_5.bmp,0.09653,i02.bmp,03
6.28571,i02_04_1.bmp,0.15424,i02.bmp,04
6.16216,i02_04_2.bmp,0.13521,i02.bmp,04
5.19444,i02_04_3.bmp,0.14065,i02.bmp,04
4.74286,i02_04_4.bmp,0.11671,i02.bmp,04
4.28571,i02_04_5.bmp,0.12501,i02.bmp,04
6.11765,i02_05_1.bmp,0.14861,i02.bmp,05
6.11111,i02_05_2.bmp,0.12284,i02.bmp,05
5.43243,i02_05_3.bmp,0.11806,i02.bmp,05
4.37838,i02_05_4.bmp,0.12297,i02.bmp,05
3.41667,i02_05_5.bmp,0.08217,i02.bmp,05
4.55556,i02_06_1.bmp,0.12696,i02.bmp,06
4.27778,i02_06_2.bmp,0.10838,i02.bmp,06
3.72973,i02_06_3.bmp,0.11241,i02.bmp,06
3.48571,i02_06_4.bmp,0.08448,i02.bmp,06
3.10811,i02_06_5.bmp,0.08360,i02.bmp,06
5.91429,i02_07_1.bmp,0.11691,i02.bmp,07
5.58333,i02_07_2.bmp,0.13249,i02.bmp,07
3.76471,i02_07_3.bmp,0.10238,i02.bmp,07
3.75676,i02_07_4.bmp,0.10401,i02.bmp,07
2.85714,i02_07_5.bmp,0.10799,i02.bmp,07
6.10811,i02_08_1.bmp,0.14190,i02.bmp,08
5.16667,i02_08_2.bmp,0.11453,i02.bmp,08
4.54286,i02_08_3.bmp,0.08420,i02.bmp,08
3.83784,i02_08_4.bmp,0.10477,i02.bmp,08
3.02703,i02_08_5.bmp,0.09735,i02.bmp,08
6.00000,i02_09_1.bmp,0.15649,i02.bmp,09
5.51429,i02_09_2.bmp,0.14212,i02.bmp,09
4.52778,i02_09_3.bmp,0.12721,i02.bmp,09
3.64865,i02_09_4.bmp,0.10956,i02.bmp,09
2.41667,i02_09_5.bmp,0.08217,i02.bmp,09
6.00000,i02_10_1.bmp,0.18331,i02.bmp,10
5.97222,i02_10_2.bmp,0.13314,i02.bmp,10
5.43243,i02_10_3.bmp,0.14065,i02.bmp,10
3.50000,i02_10_4.bmp,0.11453,i02.bmp,10
2.71429,i02_10_5.bmp,0.08639,i02.bmp,10
5.91667,I02_11_1.BMP,0.16375,I02.bmp,11
4.80556,i02_11_2.bmp,0.10259,i02.bmp,11
2.97297,i02_11_3.bmp,0.09735,i02.bmp,11
1.91892,i02_11_4.bmp,0.08864,i02.bmp,11
1.27778,i02_11_5.bmp,0.10838,i02.bmp,11
5.30556,i02_12_1.bmp,0.13506,i02.bmp,12
4.43243,i02_12_2.bmp,0.12985,i02.bmp,12
3.08108,i02_12_3.bmp,0.09653,i02.bmp,12
2.67568,i02_12_4.bmp,0.11501,i02.bmp,12
2.37143,i02_12_5.bmp,0.09112,i02.bmp,12
4.47222,I02_13_1.BMP,0.08320,I02.bmp,13
4.00000,i02_13_2.bmp,0.10393,i02.bmp,13
3.38889,i02_13_3.bmp,0.09843,i02.bmp,13
2.89189,i02_13_4.bmp,0.09192,i02.bmp,13
3.61111,i02_13_5.bmp,0.08125,i02.bmp,13
5.75000,i02_14_1.bmp,0.15897,i02.bmp,14
6.08108,i02_14_2.bmp,0.14989,i02.bmp,14
5.11429,i02_14_3.bmp,0.13863,i02.bmp,14
5.31429,i02_14_4.bmp,0.12631,i02.bmp,14
4.21622,i02_14_5.bmp,0.15822,i02.bmp,14
3.40000,i02_15_1.bmp,0.09214,i02.bmp,15
3.62162,i02_15_2.bmp,0.11688,i02.bmp,15
3.83333,i02_15_3.bmp,0.10758,i02.bmp,15
3.83784,i02_15_4.bmp,0.10477,i02.bmp,15
4.20000,i02_15_5.bmp,0.10537,i02.bmp,15
5.94595,i02_16_1.bmp,0.16637,i02.bmp,16
6.08333,i02_16_2.bmp,0.14367,i02.bmp,16
5.32432,i02_16_3.bmp,0.20602,i02.bmp,16
5.13889,i02_16_4.bmp,0.16270,i02.bmp,16
4.56757,i02_16_5.bmp,0.14065,i02.bmp,16
5.91667,i02_17_1.bmp,0.12028,i02.bmp,17
5.68571,i02_17_2.bmp,0.17506,i02.bmp,17
4.83784,i02_17_3.bmp,0.12969,i02.bmp,17
4.77143,i02_17_4.bmp,0.16206,i02.bmp,17
3.91667,i02_17_5.bmp,0.10668,i02.bmp,17
5.97222,i02_18_1.bmp,0.14426,i02.bmp,18
5.59459,i02_18_2.bmp,0.18114,i02.bmp,18
4.82857,i02_18_3.bmp,0.15901,i02.bmp,18
4.91892,i02_18_4.bmp,0.14989,i02.bmp,18
4.54286,i02_18_5.bmp,0.11671,i02.bmp,18
5.77778,i02_19_1.bmp,0.13095,i02.bmp,19
5.43243,i02_19_2.bmp,0.11170,i02.bmp,19
4.83333,i02_19_3.bmp,0.15466,i02.bmp,19
4.22222,i02_19_4.bmp,0.09711,i02.bmp,19
3.75676,i02_19_5.bmp,0.08886,i02.bmp,19
6.05405,i02_20_1.bmp,0.15734,i02.bmp,20
6.17143,i02_20_2.bmp,0.16406,i02.bmp,20
5.30556,i02_20_3.bmp,0.13506,i02.bmp,20
4.00000,i02_20_4.bmp,0.09035,i02.bmp,20
2.80556,i02_20_5.bmp,0.10259,i02.bmp,20
5.97297,i02_21_1.bmp,0.17300,i02.bmp,21
5.29730,i02_21_2.bmp,0.12599,i02.bmp,21
4.60000,i02_21_3.bmp,0.12256,i02.bmp,21
3.27778,i02_21_4.bmp,0.07465,i02.bmp,21
2.36111,i02_21_5.bmp,0.08005,i02.bmp,21
5.51351,i02_22_1.bmp,0.15107,i02.bmp,22
5.24324,i02_22_2.bmp,0.15002,i02.bmp,22
4.48571,i02_22_3.bmp,0.08448,i02.bmp,22
3.80556,i02_22_4.bmp,0.09477,i02.bmp,22
2.22222,i02_22_5.bmp,0.08881,i02.bmp,22
6.77778,i02_23_1.bmp,0.15768,i02.bmp,23
5.54054,i02_23_2.bmp,0.11839,i02.bmp,23
3.44444,i02_23_3.bmp,0.09973,i02.bmp,23
2.16216,i02_23_4.bmp,0.08975,i02.bmp,23
0.81081,i02_23_5.bmp,0.11988,i02.bmp,23
6.08108,i02_24_1.bmp,0.18081,i02.bmp,24
4.91667,i02_24_2.bmp,0.11369,i02.bmp,24
3.00000,i02_24_3.bmp,0.09623,i02.bmp,24
2.11111,i02_24_4.bmp,0.10227,i02.bmp,24
0.89189,i02_24_5.bmp,0.12552,i02.bmp,24
5.76923,I03_01_1.bmp,0.09905,I03.bmp,01
5.10526,i03_01_2.bmp,0.08145,i03.bmp,01
4.68421,i03_01_3.bmp,0.10595,i03.bmp,01
4.25000,i03_01_4.bmp,0.09843,i03.bmp,01
3.92500,i03_01_5.bmp,0.10833,i03.bmp,01
6.18421,i03_02_1.bmp,0.12814,i03.bmp,02
6.28205,i03_02_2.bmp,0.09559,i03.bmp,02
5.25000,i03_02_3.bmp,0.10458,i03.bmp,02
5.00000,i03_02_4.bmp,0.10000,i03.bmp,02
4.60000,i03_02_5.bmp,0.12145,i03.bmp,02
4.65000,i03_03_1.bmp,0.11484,i03.bmp,03
4.07692,i03_03_2.bmp,0.10500,i03.bmp,03
3.85000,i03_03_3.bmp,0.10338,i03.bmp,03
3.28205,i03_03_4.bmp,0.07206,i03.bmp,03
2.89474,i03_03_5.bmp,0.09697,i03.bmp,03
6.38462,i03_04_1.bmp,0.14329,i03.bmp,04
5.65789,i03_04_2.bmp,0.10707,i03.bmp,04
5.22500,i03_04_3.bmp,0.12984,i03.bmp,04
4.60000,i03_04_4.bmp,0.11068,i03.bmp,04
3.57500,i03_04_5.bmp,0.09929,i03.bmp,04
6.50000,i03_05_1.bmp,0.15000,i03.bmp,05
5.63158,i03_05_2.bmp,0.12577,i03.bmp,05
5.30000,i03_05_3.bmp,0.10124,i03.bmp,05
4.30769,i03_05_4.bmp,0.09699,i03.bmp,05
3.47368,i03_05_5.bmp,0.08100,i03.bmp,05
4.81579,i03_06_1.bmp,0.11683,i03.bmp,06
4.53846,i03_06_2.bmp,0.12997,i03.bmp,06
4.10000,i03_06_3.bmp,0.10488,i03.bmp,06
3.75000,i03_06_4.bmp,0.09843,i03.bmp,06
3.50000,i03_06_5.bmp,0.11726,i03.bmp,06
4.97436,i03_07_1.bmp,0.11169,i03.bmp,07
4.10000,i03_07_2.bmp,0.10488,i03.bmp,07
3.84615,i03_07_3.bmp,0.09272,i03.bmp,07
3.82500,i03_07_4.bmp,0.09279,i03.bmp,07
3.61538,i03_07_5.bmp,0.07790,i03.bmp,07
6.34211,i03_08_1.bmp,0.11930,i03.bmp,08
5.60000,i03_08_2.bmp,0.11068,i03.bmp,08
4.47368,i03_08_3.bmp,0.08100,i03.bmp,08
3.75000,i03_08_4.bmp,0.12119,i03.bmp,08
2.95000,i03_08_5.bmp,0.09321,i03.bmp,08
6.65000,i03_09_1.bmp,0.13486,i03.bmp,09
6.25641,i03_09_2.bmp,0.12932,i03.bmp,09
5.47500,i03_09_3.bmp,0.13687,i03.bmp,09
3.74359,i03_09_4.bmp,0.11304,i03.bmp,09
2.47368,i03_09_5.bmp,0.08100,i03.bmp,09
6.23684,i03_10_1.bmp,0.15087,i03.bmp,10
5.66667,i03_10_2.bmp,0.13241,i03.bmp,10
5.05128,i03_10_3.bmp,0.11999,i03.bmp,10
3.30000,i03_10_4.bmp,0.09487,i03.bmp,10
2.48718,i03_10_5.bmp,0.08004,i03.bmp,10
5.36842,I03_11_1.BMP,0.11423,I03.bmp,11
4.07692,i03_11_2.bmp,0.10500,i03.bmp,11
2.84615,i03_11_3.bmp,0.08534,i03.bmp,11
1.82051,i03_11_4.bmp,0.06145,i03.bmp,11
0.70000,i03_11_5.bmp,0.09487,i03.bmp,11
5.41026,i03_12_1.bmp,0.14827,i03.bmp,12
4.07895,i03_12_2.bmp,0.10774,i03.bmp,12
2.84211,i03_12_3.bmp,0.10867,i03.bmp,12
3.10000,i03_12_4.bmp,0.08515,i03.bmp,12
2.40000,i03_12_5.bmp,0.07746,i03.bmp,12
5.12821,I03_13_1.BMP,0.10987,I03.bmp,13
3.64103,i03_13_2.bmp,0.07681,i03.bmp,13
3.92500,i03_13_3.bmp,0.09610,i03.bmp,13
2.92500,i03_13_4.bmp,0.07406,i03.bmp,13
2.42105,i03_13_5.bmp,0.08009,i03.bmp,13
5.07692,i03_14_1.bmp,0.12761,i03.bmp,14
6.00000,i03_14_2.bmp,0.17678,i03.bmp,14
4.85000,i03_14_3.bmp,0.15227,i03.bmp,14
4.46154,i03_14_4.bmp,0.13972,i03.bmp,14
3.50000,i03_14_5.bmp,0.11726,i03.bmp,14
3.72500,i03_15_1.bmp,0.12241,i03.bmp,15
4.05000,i03_15_2.bmp,0.15391,i03.bmp,15
4.02500,i03_15_3.bmp,0.14356,i03.bmp,15
4.28205,i03_15_4.bmp,0.15363,i03.bmp,15
4.79487,i03_15_5.bmp,0.14586,i03.bmp,15
6.82051,i03_16_1.bmp,0.12494,i03.bmp,16
6.52500,i03_16_2.bmp,0.18023,i03.bmp,16
5.97500,i03_16_3.bmp,0.15607,i03.bmp,16
6.07500,i03_16_4.bmp,0.15161,i03.bmp,16
5.02564,i03_16_5.bmp,0.15164,i03.bmp,16
6.28205,i03_17_1.bmp,0.13543,i03.bmp,17
6.75000,i03_17_2.bmp,0.16489,i03.bmp,17
5.20000,i03_17_3.bmp,0.12349,i03.bmp,17
6.57500,i03_17_4.bmp,0.19965,i03.bmp,17
3.79487,i03_17_5.bmp,0.13164,i03.bmp,17
5.76923,i03_18_1.bmp,0.13790,i03.bmp,18
5.71795,i03_18_2.bmp,0.12535,i03.bmp,18
5.56410,i03_18_3.bmp,0.12971,i03.bmp,18
5.00000,i03_18_4.bmp,0.14044,i03.bmp,18
4.65789,i03_18_5.bmp,0.13040,i03.bmp,18
5.51282,i03_19_1.bmp,0.10174,i03.bmp,19
5.02564,i03_19_2.bmp,0.11743,i03.bmp,19
4.70000,i03_19_3.bmp,0.10724,i03.bmp,19
4.30769,i03_19_4.bmp,0.10971,i03.bmp,19
3.69231,i03_19_5.bmp,0.09699,i03.bmp,19
5.84211,i03_20_1.bmp,0.12075,i03.bmp,20
5.46154,i03_20_2.bmp,0.11942,i03.bmp,20
4.15789,i03_20_3.bmp,0.09507,i03.bmp,20
3.17949,i03_20_4.bmp,0.09506,i03.bmp,20
2.82500,i03_20_5.bmp,0.10540,i03.bmp,20
5.23684,i03_21_1.bmp,0.09440,i03.bmp,21
4.43590,i03_21_2.bmp,0.10754,i03.bmp,21
3.89744,i03_21_3.bmp,0.10754,i03.bmp,21
3.17949,i03_21_4.bmp,0.08004,i03.bmp,21
2.10000,i03_21_5.bmp,0.07746,i03.bmp,21
5.97436,i03_22_1.bmp,0.10564,i03.bmp,22
5.35897,i03_22_2.bmp,0.12814,i03.bmp,22
5.23077,i03_22_3.bmp,0.10548,i03.bmp,22
4.35897,i03_22_4.bmp,0.09236,i03.bmp,22
3.92105,i03_22_5.bmp,0.10774,i03.bmp,22
6.71795,i03_23_1.bmp,0.16196,i03.bmp,23
5.84615,i03_23_2.bmp,0.12318,i03.bmp,23
3.90000,i03_23_3.bmp,0.09220,i03.bmp,23
2.65789,i03_23_4.bmp,0.07696,i03.bmp,23
1.97500,i03_23_5.bmp,0.08282,i03.bmp,23
5.74359,i03_24_1.bmp,0.10074,i03.bmp,24
4.20513,i03_24_2.bmp,0.12124,i03.bmp,24
2.82500,i03_24_3.bmp,0.11117,i03.bmp,24
1.81579,i03_24_4.bmp,0.08200,i03.bmp,24
0.42105,i03_24_5.bmp,0.08009,i03.bmp,24
5.76190,I04_01_1.bmp,0.12051,I04.bmp,01
5.47619,i04_01_2.bmp,0.10774,i04.bmp,01
4.92857,i04_01_3.bmp,0.09155,i04.bmp,01
4.26829,i04_01_4.bmp,0.09142,i04.bmp,01
4.00000,i04_01_5.bmp,0.08909,i04.bmp,01
6.27500,i04_02_1.bmp,0.11719,i04.bmp,02
6.15385,i04_02_2.bmp,0.09956,i04.bmp,02
5.68293,i04_02_3.bmp,0.10020,i04.bmp,02
5.30952,i04_02_4.bmp,0.11899,i04.bmp,02
4.53659,i04_02_5.bmp,0.07788,i04.bmp,02
4.78049,i04_03_1.bmp,0.08802,i04.bmp,03
4.21429,i04_03_2.bmp,0.08608,i04.bmp,03
3.90000,i04_03_3.bmp,0.08515,i04.bmp,03
3.42500,i04_03_4.bmp,0.07816,i04.bmp,03
3.02381,i04_03_5.bmp,0.07133,i04.bmp,03
6.12500,i04_04_1.bmp,0.10117,i04.bmp,04
6.26829,i04_04_2.bmp,0.13370,i04.bmp,04
6.15000,i04_04_3.bmp,0.10926,i04.bmp,04
5.47619,i04_04_4.bmp,0.10774,i04.bmp,04
4.80952,i04_04_5.bmp,0.11288,i04.bmp,04
6.30952,i04_05_1.bmp,0.12366,i04.bmp,05
5.90244,i04_05_2.bmp,0.11338,i04.bmp,05
5.32500,i04_05_3.bmp,0.07406,i04.bmp,05
4.47619,i04_05_4.bmp,0.07706,i04.bmp,05
3.70732,i04_05_5.bmp,0.09284,i04.bmp,05
5.02381,i04_06_1.bmp,0.08577,i04.bmp,06
4.56098,i04_06_2.bmp,0.12929,i04.bmp,06
4.26190,i04_06_3.bmp,0.10680,i04.bmp,06
4.19512,i04_06_4.bmp,0.12541,i04.bmp,06
3.45000,i04_06_5.bmp,0.07866,i04.bmp,06
4.69048,i04_07_1.bmp,0.09214,i04.bmp,07
4.07500,i04_07_2.bmp,0.10833,i04.bmp,07
3.52381,i04_07_3.bmp,0.10234,i04.bmp,07
3.14286,i04_07_4.bmp,0.09265,i04.bmp,07
2.95238,i04_07_5.bmp,0.08878,i04.bmp,07
6.30952,i04_08_1.bmp,0.14478,i04.bmp,08
5.92683,i04_08_2.bmp,0.11118,i04.bmp,08
5.38095,i04_08_3.bmp,0.12118,i04.bmp,08
4.37500,i04_08_4.bmp,0.07655,i04.bmp,08
3.66667,i04_08_5.bmp,0.11984,i04.bmp,08
6.38095,i04_09_1.bmp,0.12118,i04.bmp,09
5.80488,i04_09_2.bmp,0.10473,i04.bmp,09
5.04878,i04_09_3.bmp,0.10320,i04.bmp,09
3.78049,i04_09_4.bmp,0.07327,i04.bmp,09
2.50000,i04_09_5.bmp,0.07906,i04.bmp,09
6.07143,i04_10_1.bmp,0.15206,i04.bmp,10
5.97561,i04_10_2.bmp,0.13575,i04.bmp,10
5.07143,i04_10_3.bmp,0.09155,i04.bmp,10
3.26190,i04_10_4.bmp,0.08947,i04.bmp,10
2.19048,i04_10_5.bmp,0.09664,i04.bmp,10
5.30000,I04_11_1.BMP,0.12349,I04.bmp,11
4.00000,i04_11_2.bmp,0.10648,i04.bmp,11
2.90244,i04_11_3.bmp,0.08998,i04.bmp,11
2.00000,i04_11_4.bmp,0.00000,i04.bmp,11
0.88095,i04_11_5.bmp,0.09644,i04.bmp,11
6.05000,i04_12_1.bmp,0.10577,i04.bmp,12
4.64286,i04_12_2.bmp,0.10001,i04.bmp,12
3.92857,i04_12_3.bmp,0.10855,i04.bmp,12
2.90476,i04_12_4.bmp,0.08116,i04.bmp,12
2.65854,i04_12_5.bmp,0.07406,i04.bmp,12
4.66667,I04_13_1.BMP,0.09913,I04.bmp,13
3.84615,i04_13_2.bmp,0.05777,i04.bmp,13
3.35714,i04_13_3.bmp,0.10001,i04.bmp,13
3.46341,i04_13_4.bmp,0.07788,i04.bmp,13
2.38095,i04_13_5.bmp,0.09495,i04.bmp,13
5.07143,i04_14_1.bmp,0.12774,i04.bmp,14
6.40476,i04_14_2.bmp,0.17516,i04.bmp,14
6.00000,i04_14_3.bmp,0.10648,i04.bmp,14
4.40476,i04_14_4.bmp,0.11693,i04.bmp,14
3.60976,i04_14_5.bmp,0.10841,i04.bmp,14
3.38095,i04_15_1.bmp,0.11641,i04.bmp,15
3.40476,i04_15_2.bmp,0.11693,i04.bmp,15
3.50000,i04_15_3.bmp,0.14385,i04.bmp,15
3.75610,i04_15_4.bmp,0.08982,i04.bmp,15
4.05128,i04_15_5.bmp,0.08844,i04.bmp,15
6.28571,i04_16_1.bmp,0.12727,i04.bmp,16
6.64286,i04_16_2.bmp,0.18694,i04.bmp,16
6.09524,i04_16_3.bmp,0.17757,i04.bmp,16
5.66667,i04_16_4.bmp,0.15526,i04.bmp,16
5.15385,i04_16_5.bmp,0.14294,i04.bmp,16
6.00000,i04_17_1.bmp,0.14677,i04.bmp,17
6.66667,i04_17_2.bmp,0.15673,i04.bmp,17
4.78049,i04_17_3.bmp,0.11703,i04.bmp,17
7.21429,i04_17_4.bmp,0.21701,i04.bmp,17
3.92500,i04_17_5.bmp,0.08936,i04.bmp,17
5.41463,i04_18_1.bmp,0.12895,i04.bmp,18
5.02439,i04_18_2.bmp,0.09439,i04.bmp,18
4.66667,i04_18_3.bmp,0.11501,i04.bmp,18
4.23810,i04_18_4.bmp,0.12958,i04.bmp,18
3.92683,i04_18_5.bmp,0.11641,i04.bmp,18
5.45238,i04_19_1.bmp,0.13129,i04.bmp,19
5.35714,i04_19_2.bmp,0.11577,i04.bmp,19
4.90244,i04_19_3.bmp,0.10801,i04.bmp,19
4.42500,i04_19_4.bmp,0.07816,i04.bmp,19
4.16667,i04_19_5.bmp,0.10603,i04.bmp,19
6.45238,i04_20_1.bmp,0.13554,i04.bmp,20
5.22500,i04_20_2.bmp,0.09005,i04.bmp,20
4.19048,i04_20_3.bmp,0.09059,i04.bmp,20
3.11905,i04_20_4.bmp,0.08386,i04.bmp,20
2.41463,i04_20_5.bmp,0.09110,i04.bmp,20
5.14634,i04_21_1.bmp,0.09485,i04.bmp,21
4.73171,i04_21_2.bmp,0.07732,i04.bmp,21
3.80952,i04_21_3.bmp,0.08410,i04.bmp,21
3.21951,i04_21_4.bmp,0.06464,i04.bmp,21
2.00000,i04_21_5.bmp,0.00000,i04.bmp,21
