ref_img,dist_img,dst_type,dst_lev,var,mos,DSSIM,SSIMULACRA,Butteraugli
i01.bmp,i01_09_2.bmp,9,2,0.15466,5.16667,0.03134096,0.09197671,5.719309
i01.bmp,i01_09_3.bmp,9,3,0.12313,4.42857,0.08099586,0.15918622,9.202639999999999
i01.bmp,i01_09_4.bmp,9,4,0.10701,2.81081,0.19373558,0.26682973,18.617666
i01.bmp,i01_09_5.bmp,9,5,0.11205,1.54054,0.47754141,0.41140456,45.349213
i01.bmp,i01_10_1.bmp,10,1,0.15519000000000002,5.97297,0.00783846,0.03356718,2.186986
i01.bmp,i01_10_2.bmp,10,2,0.16192,5.94595,0.01700507,0.05485719,3.214875
i01.bmp,i01_10_3.bmp,10,3,0.15404,4.91667,0.04741899,0.10753504,5.882429
i01.bmp,i01_10_4.bmp,10,4,0.10902,3.21622,0.15987910000000002,0.21067809,13.942888
i01.bmp,i01_10_5.bmp,10,5,0.15934,2.08108,0.39363456,0.33329322,20.606966
I01.bmp,I01_11_1.BMP,11,1,0.16349,5.91429,0.01087287,0.03678057,3.324178
i01.bmp,i01_11_2.bmp,11,2,0.14329,5.6756800000000025,0.02482439,0.0640233,3.979794
i01.bmp,i01_11_3.bmp,11,3,0.12922,4.69444,0.05127092,0.10522251,6.155603
i01.bmp,i01_11_4.bmp,11,4,0.10847,3.67568,0.16545434,0.21732912,14.128929000000001
i01.bmp,i01_11_5.bmp,11,5,0.11839,1.45946,0.62060369,0.40294440000000004,61.946228000000005
i01.bmp,i01_12_1.bmp,12,1,0.15734,5.94595,0.02234208,0.11900704,7.7698350000000005
i01.bmp,i01_12_2.bmp,12,2,0.16732,5.86486,0.0275559,0.11622008,8.033503999999999
i01.bmp,i01_12_3.bmp,12,3,0.13315,4.21622,0.06590672,0.15205415,23.340252
i01.bmp,i01_12_4.bmp,12,4,0.13889,3.83333,0.12419497,0.20613816,17.222065
i01.bmp,i01_12_5.bmp,12,5,0.11805999999999996,3.43243,0.21200012,0.27914728,15.358796
I01.bmp,I01_13_1.BMP,13,1,0.13565,5.45946,0.01225007,0.04698341,4.622251
i01.bmp,i01_13_2.bmp,13,2,0.09365,3.91429,0.05946948,0.10560247,17.001566
i01.bmp,i01_13_3.bmp,13,3,0.09305,3.2777800000000004,0.16310457,0.18177517,25.502932
i01.bmp,i01_13_4.bmp,13,4,0.11453,3.16667,0.23115838,0.23911026,20.560285999999998
i01.bmp,i01_13_5.bmp,13,5,0.09955,3.10811,0.18370757,0.24504099999999998,24.482262
i01.bmp,i01_14_1.bmp,14,1,0.12922,5.69444,0.02939062,0.03566153,15.555959
i01.bmp,i01_14_2.bmp,14,2,0.14777,6.05405,0.0439758,0.05279065,21.291428
i01.bmp,i01_14_3.bmp,14,3,0.12908,5.75676,0.11592793,0.09208918,28.226574
i01.bmp,i01_14_4.bmp,14,4,0.1329,5.55556,0.22516950000000002,0.10223947,31.744197999999997
i01.bmp,i01_14_5.bmp,14,5,0.1264,4.4705900000000005,0.34753813,0.12729304,42.168537
i01.bmp,i01_15_1.bmp,15,1,0.12729,2.83333,0.10223221,0.09288961,80.82103000000001
i01.bmp,i01_15_2.bmp,15,2,0.12445,2.82857,0.09386893,0.09456154,78.003716
i01.bmp,i01_15_3.bmp,15,3,0.15659,3.10811,0.08974523,0.08354096,68.571854
i01.bmp,i01_15_4.bmp,15,4,0.13249,3.58333,0.07155651,0.07671932,68.170776
i01.bmp,i01_15_5.bmp,15,5,0.15185,3.89189,0.0357274,0.0532349,77.51978299999999
i01.bmp,i01_16_1.bmp,16,1,0.14604,5.80556,0.00053165,0.00299884,3.0941349999999996
i01.bmp,i01_16_2.bmp,16,2,0.21263,6.05405,0.00135924,0.00456608,5.053278
i01.bmp,i01_16_3.bmp,16,3,0.12897,4.88889,0.00626247,0.03292214,10.576497
i01.bmp,i01_16_4.bmp,16,4,0.14952,5.02778,0.01123589,0.02437726,14.899833
i01.bmp,i01_16_5.bmp,16,5,0.11666,4.19444,0.02999357,0.13022833,21.414935999999997
i01.bmp,i01_17_1.bmp,17,1,0.16755,5.35135,0.00414222,0.00438475,4.4628309999999995
i01.bmp,i01_17_2.bmp,17,2,0.22402,6.62162,0.01267142,0.02490006,8.431287
i01.bmp,i01_17_3.bmp,17,3,0.11705,4.08108,0.02992318,0.02415211,11.71745
i01.bmp,i01_17_4.bmp,17,4,0.25182,6.24324,0.05160573,0.07820258,15.316479999999999
i01.bmp,i01_17_5.bmp,17,5,0.11055,2.97143,0.1604283,0.10300724,25.995222000000002
i01.bmp,i01_18_1.bmp,18,1,0.14976,4.62162,0.00325938,0.00551172,7.791853999999999
i01.bmp,i01_18_2.bmp,18,2,0.15270999999999998,4.22222,0.00634557,0.00957777,12.686624
i01.bmp,i01_18_3.bmp,18,3,0.12832000000000002,3.7714300000000014,0.01234283,0.01821448,19.836931
i01.bmp,i01_18_4.bmp,18,4,0.13881,3.47222,0.02284748,0.03353644,30.112215000000003
i01.bmp,i01_18_5.bmp,18,5,0.14367,3.41667,0.04211371,0.05562308,41.982613
i01.bmp,i01_19_1.bmp,19,1,0.17098,5.94444,0.01118627,0.07656894,2.993235
i01.bmp,i01_19_2.bmp,19,2,0.10748,5.47222,0.02165989,0.12104568,4.04266
i01.bmp,i01_19_3.bmp,19,3,0.14493,5.08108,0.04122528,0.17608127,5.091152
i01.bmp,i01_19_4.bmp,19,4,0.12721,4.52778,0.07732643,0.24557669,7.584028999999999
i01.bmp,i01_19_5.bmp,19,5,0.11072,3.94444,0.13707926,0.31901321,10.988699
i01.bmp,i01_20_1.bmp,20,1,0.14648,5.85714,0.00744863,0.04828532,2.560978
i01.bmp,i01_20_2.bmp,20,2,0.13889,5.83333,0.01527851,0.07110509,3.3532050000000004
i01.bmp,i01_20_3.bmp,20,3,0.12099,6.02778,0.03201736,0.11563899,4.385375
i01.bmp,i01_20_4.bmp,20,4,0.09919,5.08333,0.08092616,0.21514627,6.991022
i01.bmp,i01_20_5.bmp,20,5,0.12423,4.33333,0.24059881,0.41898357,12.969406
i01.bmp,i01_21_1.bmp,21,1,0.16601,5.7027,0.01570659,0.05670959,4.113332
i01.bmp,i01_21_2.bmp,21,2,0.10101,5.27778,0.03267661,0.0932489,4.773752
i01.bmp,i01_21_3.bmp,21,3,0.12119,4.675680000000002,0.06680964,0.14940419,7.881588000000001
i01.bmp,i01_21_4.bmp,21,4,0.13964,4.05714,0.14153216,0.25356878,13.571852
i01.bmp,i01_21_5.bmp,21,5,0.11432,3.05405,0.28637089,0.3510257,16.403952
i01.bmp,i01_22_1.bmp,22,1,0.1329,5.55556,0.01045172,0.07604441,5.3419419999999995
i01.bmp,i01_22_2.bmp,22,2,0.14218,5.18919,0.02206426,0.14945050000000001,9.687028
i01.bmp,i01_22_3.bmp,22,3,0.10985,4.30556,0.0559932,0.18928575,24.666731
i01.bmp,i01_22_4.bmp,22,4,0.10477,3.16216,0.08286678,0.23972101,24.496776999999998
i01.bmp,i01_22_5.bmp,22,5,0.10259,2.19444,0.27059489,0.38278106,36.053993
i01.bmp,i01_23_1.bmp,23,1,0.13138,6.28571,0.00178218,0.02577226,2.136819
i01.bmp,i01_23_2.bmp,23,2,0.14314000000000002,5.61111,0.0059159,0.04708514,4.5087660000000005
i01.bmp,i01_23_3.bmp,23,3,0.13095,5.77778,0.01238178,0.06476779,7.1107059999999995
i01.bmp,i01_23_4.bmp,23,4,0.1231,4.80556,0.02845203,0.08796447,11.667413
i01.bmp,i01_23_5.bmp,23,5,0.12361,2.40541,0.28315847,0.35947070000000003,46.698196
i01.bmp,i01_24_1.bmp,24,1,0.16601,5.7027,0.01286704,0.04528769999999999,3.1938169999999997
i01.bmp,i01_24_2.bmp,24,2,0.15404,5.58333,0.0299589,0.07862111,4.389874
i01.bmp,i01_24_3.bmp,24,3,0.14695999999999998,5.10811,0.07425212,0.13140510000000002,7.694004
i01.bmp,i01_24_4.bmp,24,4,0.10382,3.08108,0.20893813,0.2496152,18.809345
i01.bmp,i01_24_5.bmp,24,5,0.11839,0.45946,0.6656711999999999,0.39790829,67.772667
I02.bmp,I02_01_1.bmp,1,1,0.12995,5.74286,0.01186097,0.0833995,3.2994790000000003
i02.bmp,i02_01_2.bmp,1,2,0.13366,5.34286,0.02329856,0.1371349,5.265877
i02.bmp,i02_01_3.bmp,1,3,0.11858,5.22222,0.045175,0.21305927,6.917324000000001
i02.bmp,i02_01_4.bmp,1,4,0.09477,4.19444,0.08395969,0.29735535,8.907581
i02.bmp,i02_01_5.bmp,1,5,0.11135,3.97297,0.15424836,0.39206991,12.536232
i02.bmp,i02_02_1.bmp,2,1,0.16641,6.05556,0.00469852,0.04719861,2.727286
i02.bmp,i02_02_2.bmp,2,2,0.15263,6.05405,0.00925931,0.0799171,3.550326
i02.bmp,i02_02_3.bmp,2,3,0.12897,5.88889,0.018596599999999998,0.12917944,4.857717
i02.bmp,i02_02_4.bmp,2,4,0.10719,5.2973,0.03546234,0.19585775,6.532958
i02.bmp,i02_02_5.bmp,2,5,0.11966,4.38889,0.06972804,0.27935699,9.392667
i02.bmp,i02_03_1.bmp,3,1,0.11285,4.8,0.03188323,0.07795572,6.779452
i02.bmp,i02_03_2.bmp,3,2,0.13535,4.43243,0.06211568,0.13086752,11.313867
i02.bmp,i02_03_3.bmp,3,3,0.09755,3.83784,0.12069822,0.20548468,17.095919
i02.bmp,i02_03_4.bmp,3,4,0.0832,3.5277800000000004,0.23245849,0.30762973,20.818789000000002
i02.bmp,i02_03_5.bmp,3,5,0.09653,2.91892,0.427005,0.41966821,33.473419
i02.bmp,i02_04_1.bmp,4,1,0.15424000000000002,6.28571,0.0047423000000000005,0.05160175,3.868522
i02.bmp,i02_04_2.bmp,4,2,0.13521,6.16216,0.00958197,0.08466903,5.2381269999999995
i02.bmp,i02_04_3.bmp,4,3,0.14065,5.19444,0.01961606,0.13347386,7.749644
i02.bmp,i02_04_4.bmp,4,4,0.11671,4.74286,0.0418572,0.20401727,12.506124
i02.bmp,i02_04_5.bmp,4,5,0.12500999999999998,4.28571,0.09361295,0.30164747,19.797398
i02.bmp,i02_05_1.bmp,5,1,0.14861,6.11765,0.00753326,0.08514537,3.6458559999999998
i02.bmp,i02_05_2.bmp,5,2,0.12284,6.11111,0.01448745,0.13853622,4.807930000000001
i02.bmp,i02_05_3.bmp,5,3,0.11805999999999996,5.43243,0.04118418,0.2600206,7.642386
i02.bmp,i02_05_4.bmp,5,4,0.12297,4.37838,0.11280314,0.4026845,12.087024000000001
i02.bmp,i02_05_5.bmp,5,5,0.08217,3.41667,0.31569065,0.56447257,21.042510999999998
i02.bmp,i02_06_1.bmp,6,1,0.12696,4.55556,0.06643552,0.0646129,14.503688
i02.bmp,i02_06_2.bmp,6,2,0.10838,4.27778,0.12090669,0.0860329,18.510622
i02.bmp,i02_06_3.bmp,6,3,0.11241,3.72973,0.21426452,0.15092611,25.304073000000002
i02.bmp,i02_06_4.bmp,6,4,0.08448,3.48571,0.34995101,0.25202851,32.661884
i02.bmp,i02_06_5.bmp,6,5,0.0836,3.10811,0.55772796,0.37673622,41.951912
i02.bmp,i02_07_1.bmp,7,1,0.11691,5.91429,0.0160481,0.06207473,5.699565
i02.bmp,i02_07_2.bmp,7,2,0.13249,5.58333,0.03027423,0.08975919,9.995132
i02.bmp,i02_07_3.bmp,7,3,0.10238,3.76471,0.06804624,0.13726986,13.997407
i02.bmp,i02_07_4.bmp,7,4,0.10401,3.75676,0.11058486,0.17702402,17.991388
i02.bmp,i02_07_5.bmp,7,5,0.10799,2.85714,0.19407344,0.25723326,28.099703
i02.bmp,i02_08_1.bmp,8,1,0.1419,6.10811,0.00509164,0.019343,5.985831
i02.bmp,i02_08_2.bmp,8,2,0.11453,5.16667,0.01622605,0.05805258,11.416702
i02.bmp,i02_08_3.bmp,8,3,0.0842,4.54286,0.04713494,0.13517910000000002,18.702017
i02.bmp,i02_08_4.bmp,8,4,0.10477,3.83784,0.11576183,0.23128645,27.112074
i02.bmp,i02_08_5.bmp,8,5,0.09735,3.02703,0.2525344,0.34127672,58.997822
i02.bmp,i02_09_1.bmp,9,1,0.15649000000000002,6.0,0.01819236,0.06372082,4.746755
i02.bmp,i02_09_2.bmp,9,2,0.14212,5.51429,0.03099887,0.09356056,7.248121
i02.bmp,i02_09_3.bmp,9,3,0.12721,4.52778,0.0601469,0.13950566,10.661064999999999
i02.bmp,i02_09_4.bmp,9,4,0.10956,3.64865,0.11518195,0.20076094,17.714527
i02.bmp,i02_09_5.bmp,9,5,0.08217,2.41667,0.24984632,0.29922694,37.710526
i02.bmp,i02_10_1.bmp,10,1,0.18331,6.0,0.0082303,0.04505401,3.040844
i02.bmp,i02_10_2.bmp,10,2,0.13314,5.97222,0.01611959,0.06983278,4.223435
i02.bmp,i02_10_3.bmp,10,3,0.14065,5.43243,0.04542893,0.126313,7.050982
i02.bmp,i02_10_4.bmp,10,4,0.11453,3.5,0.13888614,0.22509032,17.079836
i02.bmp,i02_10_5.bmp,10,5,0.08639,2.71429,0.26820016,0.30402492,27.582994
I02.bmp,I02_11_1.BMP,11,1,0.16375,5.91667,0.02317161,0.08192003,5.422571
i02.bmp,i02_11_2.bmp,11,2,0.10259,4.80556,0.05990778,0.14444229,12.479219
i02.bmp,i02_11_3.bmp,11,3,0.09735,2.97297,0.17599091,0.26865262,37.88472
i02.bmp,i02_11_4.bmp,11,4,0.08864,1.91892,0.42038701,0.37786240000000004,81.962624
i02.bmp,i02_11_5.bmp,11,5,0.10838,1.27778,0.62799475,0.45845271,111.95205700000001
i02.bmp,i02_12_1.bmp,12,1,0.13506,5.30556,0.02156552,0.04496645,16.877369
i02.bmp,i02_12_2.bmp,12,2,0.12985,4.43243,0.04332094,0.14842149,9.945668
i02.bmp,i02_12_3.bmp,12,3,0.09653,3.08108,0.18699569,0.17567289,44.486140999999996
i02.bmp,i02_12_4.bmp,12,4,0.11501,2.67568,0.29336791,0.32424756,60.979137
i02.bmp,i02_12_5.bmp,12,5,0.09112,2.37143,0.96595153,0.43393189,101.501274
I02.bmp,I02_13_1.BMP,13,1,0.0832,4.47222,0.04794456,0.11225003,11.520827
i02.bmp,i02_13_2.bmp,13,2,0.10393,4.0,0.08164963,0.18694836,16.167465
i02.bmp,i02_13_3.bmp,13,3,0.09843,3.38889,0.21650246,0.22147756,52.97095899999999
i02.bmp,i02_13_4.bmp,13,4,0.09192,2.89189,0.39576572,0.37007096,42.420952
i02.bmp,i02_13_5.bmp,13,5,0.08125,3.61111,0.27600857,0.30372976,62.088848
i02.bmp,i02_14_1.bmp,14,1,0.15897,5.75,0.04439026,0.06542743,21.110548
i02.bmp,i02_14_2.bmp,14,2,0.14989,6.08108,0.02570513,0.04634528,19.827072
i02.bmp,i02_14_3.bmp,14,3,0.13863,5.11429,0.0633954,0.07849424,24.327488
i02.bmp,i02_14_4.bmp,14,4,0.12630999999999998,5.31429,0.09677260000000001,0.10854832,36.094967
i02.bmp,i02_14_5.bmp,14,5,0.15822,4.21622,0.17177581,0.12688488,41.112759000000004
i02.bmp,i02_15_1.bmp,15,1,0.09214,3.4,0.10254307,0.09554998,76.59369699999999
i02.bmp,i02_15_2.bmp,15,2,0.11688,3.62162,0.09987642,0.10351693,74.886711
i02.bmp,i02_15_3.bmp,15,3,0.10758,3.83333,0.08541732,0.09592723,67.794044
i02.bmp,i02_15_4.bmp,15,4,0.10477,3.83784,0.07064726,0.08079800000000001,70.820595
i02.bmp,i02_15_5.bmp,15,5,0.10537,4.2,0.04117983,0.06168898,81.35593399999999
i02.bmp,i02_16_1.bmp,16,1,0.16637000000000002,5.94595,0.00051327,0.00360632,3.097485
i02.bmp,i02_16_2.bmp,16,2,0.14367,6.08333,0.00131724,0.0061962,5.159916
i02.bmp,i02_16_3.bmp,16,3,0.20602,5.324319999999998,0.00680233,0.04537795,10.728786
i02.bmp,i02_16_4.bmp,16,4,0.1627,5.13889,0.01148246,0.03483427,15.216251000000002
i02.bmp,i02_16_5.bmp,16,5,0.14065,4.56757,0.031934699999999996,0.17287002,21.021597
i02.bmp,i02_17_1.bmp,17,1,0.12028,5.91667,0.0031543,0.00324734,4.221563
i02.bmp,i02_17_2.bmp,17,2,0.17506,5.68571,0.01061124,0.01763983,7.757817999999999
i02.bmp,i02_17_3.bmp,17,3,0.12969,4.83784,0.02204913,0.01940281,11.011433
i02.bmp,i02_17_4.bmp,17,4,0.16205999999999998,4.7714300000000005,0.04468199,0.0541649,16.680135999999997
i02.bmp,i02_17_5.bmp,17,5,0.10668,3.91667,0.11077068,0.08727309,28.756056
i02.bmp,i02_18_1.bmp,18,1,0.14426,5.97222,0.00154017,0.00279696,3.879157
i02.bmp,i02_18_2.bmp,18,2,0.18114,5.59459,0.00280894,0.00367826,5.283805
i02.bmp,i02_18_3.bmp,18,3,0.15900999999999998,4.82857,0.00570071,0.00577851,8.015874
i02.bmp,i02_18_4.bmp,18,4,0.14989,4.91892,0.01155302,0.01008926,11.612086999999999
i02.bmp,i02_18_5.bmp,18,5,0.11671,4.54286,0.02236554,0.0177158,18.374735
i02.bmp,i02_19_1.bmp,19,1,0.13095,5.77778,0.01619526,0.10530723,5.708238
i02.bmp,i02_19_2.bmp,19,2,0.1117,5.43243,0.03152167,0.16534702,6.687601
i02.bmp,i02_19_3.bmp,19,3,0.15466,4.83333,0.05876406,0.24287367,9.400578999999999
i02.bmp,i02_19_4.bmp,19,4,0.09711,4.22222,0.10776235,0.32883067,13.090459
i02.bmp,i02_19_5.bmp,19,5,0.08886000000000001,3.75676,0.19181296,0.42406638,18.062691
i02.bmp,i02_20_1.bmp,20,1,0.15734,6.05405,0.0137635,0.08767735,3.9809089999999996
i02.bmp,i02_20_2.bmp,20,2,0.16405999999999998,6.17143,0.03442434,0.16359601,5.168915
i02.bmp,i02_20_3.bmp,20,3,0.13506,5.30556,0.09841656,0.32092842,7.300285000000001
i02.bmp,i02_20_4.bmp,20,4,0.09035,4.0,0.30106736,0.61584222,17.927232999999998
i02.bmp,i02_20_5.bmp,20,5,0.10259,2.80556,0.98282335,1.0,38.328121
i02.bmp,i02_21_1.bmp,21,1,0.17300000000000001,5.97297,0.0234271,0.0825875,4.56095
i02.bmp,i02_21_2.bmp,21,2,0.12599000000000002,5.2973,0.04860093,0.14076329,6.228997
i02.bmp,i02_21_3.bmp,21,3,0.12256,4.6,0.09808254,0.22679896,10.880782
i02.bmp,i02_21_4.bmp,21,4,0.07465,3.2777800000000004,0.19073025,0.33502551,14.740722
i02.bmp,i02_21_5.bmp,21,5,0.08005,2.36111,0.32716139,0.41948266,28.264751
i02.bmp,i02_22_1.bmp,22,1,0.15107,5.51351,0.01141461,0.0811334,7.678592
i02.bmp,i02_22_2.bmp,22,2,0.15002,5.24324,0.03042314,0.11321319,12.02617
i02.bmp,i02_22_3.bmp,22,3,0.08448,4.48571,0.06713623,0.1820342,16.792217
i02.bmp,i02_22_4.bmp,22,4,0.09477,3.80556,0.12078862,0.24477883,38.366493
i02.bmp,i02_22_5.bmp,22,5,0.08881,2.22222,0.47864926,0.46332938,69.251503
i02.bmp,i02_23_1.bmp,23,1,0.15768,6.77778,0.01196855,0.04373156,6.805903
i02.bmp,i02_23_2.bmp,23,2,0.11839,5.54054,0.04879137,0.11799303,18.269892000000002
i02.bmp,i02_23_3.bmp,23,3,0.09973,3.44444,0.19229851,0.29771892,44.696509999999996
i02.bmp,i02_23_4.bmp,23,4,0.08975,2.16216,0.47296872,0.40459147,85.791
i02.bmp,i02_23_5.bmp,23,5,0.11988,0.81081,0.61683712,0.45676925,102.375435
i02.bmp,i02_24_1.bmp,24,1,0.18081,6.08108,0.02590797,0.08476645,4.745064
i02.bmp,i02_24_2.bmp,24,2,0.11369,4.91667,0.06544,0.15049200000000001,10.642422999999999
i02.bmp,i02_24_3.bmp,24,3,0.09623,3.0,0.16966112,0.25454322,43.085547999999996
i02.bmp,i02_24_4.bmp,24,4,0.10227,2.11111,0.40872387,0.37930315,89.80555
i02.bmp,i02_24_5.bmp,24,5,0.12552,0.89189,0.68473515,0.48832887,117.134178
I03.bmp,I03_01_1.bmp,1,1,0.09905,5.76923,0.01786684,0.13127511,5.067634
i03.bmp,i03_01_2.bmp,1,2,0.08145,5.10526,0.03401243,0.20181741,7.602817
i03.bmp,i03_01_3.bmp,1,3,0.10595,4.68421,0.06480413,0.28724524,9.821211
i03.bmp,i03_01_4.bmp,1,4,0.09843,4.25,0.11896172,0.37726039,13.930303
i03.bmp,i03_01_5.bmp,1,5,0.10833,3.925,0.20826279999999997,0.46294537,19.020985
i03.bmp,i03_02_1.bmp,2,1,0.12814,6.18421,0.00566469,0.06262094,2.939953
i03.bmp,i03_02_2.bmp,2,2,0.09559,6.28205,0.01115355,0.10134030000000001,4.041105
i03.bmp,i03_02_3.bmp,2,3,0.10458,5.25,0.02169537,0.15925939,5.322611
i03.bmp,i03_02_4.bmp,2,4,0.1,5.0,0.04218538,0.23387742,8.131041
i03.bmp,i03_02_5.bmp,2,5,0.12145,4.6,0.07967434,0.3159784,10.472075
i03.bmp,i03_03_1.bmp,3,1,0.11484,4.65,0.04741014,0.12245299,10.441846
i03.bmp,i03_03_2.bmp,3,2,0.105,4.0769199999999985,0.0902271,0.19190442,15.934579000000001
i03.bmp,i03_03_3.bmp,3,3,0.10338,3.85,0.17401932,0.28470078,23.766682
i03.bmp,i03_03_4.bmp,3,4,0.07206,3.28205,0.32004246,0.38844927,30.882153999999996
i03.bmp,i03_03_5.bmp,3,5,0.09697,2.89474,0.55505359,0.49601893,43.501667
i03.bmp,i03_04_1.bmp,4,1,0.14329,6.38462,0.00510786,0.05335944,4.314007
i03.bmp,i03_04_2.bmp,4,2,0.10707,5.65789,0.01017749,0.0860463,6.520474
i03.bmp,i03_04_3.bmp,4,3,0.12984,5.225,0.01888692,0.12863751,10.028866
i03.bmp,i03_04_4.bmp,4,4,0.11068,4.6,0.03760531,0.19392195,15.755756
i03.bmp,i03_04_5.bmp,4,5,0.09929,3.575,0.07821591,0.28007396,23.889088
i03.bmp,i03_05_1.bmp,5,1,0.15,6.5,0.01120909,0.13095322,4.4782150000000005
i03.bmp,i03_05_2.bmp,5,2,0.12577,5.6315800000000005,0.0211166,0.19761317,5.861072
i03.bmp,i03_05_3.bmp,5,3,0.10124,5.3,0.05678913,0.32754271,9.278846000000001
i03.bmp,i03_05_4.bmp,5,4,0.09699,4.30769,0.14498173,0.45972691,14.54071
i03.bmp,i03_05_5.bmp,5,5,0.081,3.4736800000000003,0.37045683,0.61243256,24.534725
i03.bmp,i03_06_1.bmp,6,1,0.11683,4.81579,0.05952243,0.06828125,24.475417999999998
i03.bmp,i03_06_2.bmp,6,2,0.12997,4.53846,0.10607024,0.11657953,20.04072
i03.bmp,i03_06_3.bmp,6,3,0.10488,4.1,0.17319299,0.19529572,25.09989
i03.bmp,i03_06_4.bmp,6,4,0.09843,3.75,0.26774742,0.29896995,35.207142
i03.bmp,i03_06_5.bmp,6,5,0.11726,3.5,0.41042815,0.41574191,38.924168
i03.bmp,i03_07_1.bmp,7,1,0.11169,4.97436,0.03167953,0.08873172,9.565613
i03.bmp,i03_07_2.bmp,7,2,0.10488,4.1,0.06779595,0.12458516,16.293066
i03.bmp,i03_07_3.bmp,7,3,0.09272,3.84615,0.12808406,0.1837206,30.659033
i03.bmp,i03_07_4.bmp,7,4,0.09279,3.825,0.13813393,0.17600569,25.848938
i03.bmp,i03_07_5.bmp,7,5,0.0779,3.615380000000002,0.22045021,0.24058814,62.842937
