refnames_all,orgs,dist_img,dst_type,dmos_std,dmos_new
parrots.bmp,0,img96.bmp,jp2k,1.8398196241604952,32.25567981412338
cemetry.bmp,0,img98.bmp,jp2k,2.359314266888291,42.538558970763944
womanhat.bmp,0,img99.bmp,jp2k,1.8988332171492361,50.18890942469288
parrots.bmp,0,img101.bmp,jp2k,2.573830473381816,10.234730985641715
statue.bmp,0,img102.bmp,jp2k,1.7475430707025277,6.724372369964854
lighthouse2.bmp,0,img103.bmp,jp2k,1.7457574719224596,10.088204403320535
woman.bmp,0,img104.bmp,jp2k,2.8738845802987463,46.68236218261797
monarch.bmp,0,img105.bmp,jp2k,1.502395833867887,7.557459980934176
lighthouse.bmp,0,img106.bmp,jp2k,1.833030331651834,48.61615667390731
building2.bmp,0,img107.bmp,jp2k,1.5312084849700591,79.84747926885252
carnivaldolls.bmp,0,img108.bmp,jp2k,2.5969207453125294,43.66138899674546
sailing3.bmp,0,img109.bmp,jp2k,2.231198812660149,35.73735899461327
flowersonih35.bmp,0,img111.bmp,jp2k,2.2088466134765588,15.82182560398103
plane.bmp,0,img113.bmp,jp2k,1.8290363408434827,12.564926162224069
lighthouse2.bmp,0,img114.bmp,jp2k,1.8941454247335372,12.80273252847908
bikes.bmp,0,img115.bmp,jp2k,1.9142334124592446,67.09045174168914
statue.bmp,0,img116.bmp,jp2k,2.208465826879465,46.92014897186908
ocean.bmp,0,img120.bmp,jp2k,2.5144703347394013,40.33848092661777
manfishing.bmp,0,img121.bmp,jp2k,2.169018040789497,91.37246032042904
caps.bmp,0,img122.bmp,jp2k,2.24235949316875,58.55909813379443
carnivaldolls.bmp,0,img124.bmp,jp2k,2.824871360866682,52.154629253222005
cemetry.bmp,0,img125.bmp,jp2k,2.2087475131800747,25.72392003888736
rapids.bmp,0,img126.bmp,jp2k,2.4122139735474715,10.712712959196345
parrots.bmp,0,img127.bmp,jp2k,2.678992775011636,74.95826410045794
bikes.bmp,0,img129.bmp,jp2k,2.6084994060170716,15.242823326616556
sailing3.bmp,0,img130.bmp,jp2k,2.25375359883815,42.497069418167996
building2.bmp,0,img132.bmp,jp2k,2.729292865537815,22.538784832597898
bikes.bmp,0,img133.bmp,jp2k,2.8755512077157013,40.04985108989743
rapids.bmp,0,img135.bmp,jp2k,1.9833464296340195,84.91378457435593
sailing1.bmp,0,img136.bmp,jp2k,2.9167533022822263,33.81064694785772
lighthouse2.bmp,0,img137.bmp,jp2k,2.921668026025761,60.61338357551887
sailing2.bmp,0,img138.bmp,jp2k,2.8310927377124657,56.3267477648128
sailing2.bmp,0,img141.bmp,jp2k,2.2087697469289402,6.153192300554039
studentsculpture.bmp,0,img142.bmp,jp2k,3.033969902950827,43.99770274794575
manfishing.bmp,0,img143.bmp,jp2k,2.265223744456852,44.77638094880946
house.bmp,0,img144.bmp,jp2k,2.7707040555151274,65.45198981342284
rapids.bmp,0,img146.bmp,jp2k,1.8585286894749689,56.161238884900456
carnivaldolls.bmp,0,img148.bmp,jp2k,2.079414261881199,11.46973848743795
lighthouse.bmp,0,img149.bmp,jp2k,1.9944730060503983,33.11179598113043
woman.bmp,0,img150.bmp,jp2k,2.1909071175260126,5.325990809336403
woman.bmp,0,img152.bmp,jp2k,1.7775709667424602,62.74881178263061
sailing3.bmp,0,img154.bmp,jp2k,3.257713213787017,68.53124109916048
woman.bmp,0,img155.bmp,jp2k,2.6896936733617145,81.40061954776587
buildings.bmp,0,img156.bmp,jp2k,2.892206801101394,71.45072855297293
parrots.bmp,0,img158.bmp,jp2k,1.8512848410963514,62.580036080726586
monarch.bmp,0,img160.bmp,jp2k,3.859535402129447,58.753804200609366
statue.bmp,0,img162.bmp,jp2k,2.244937028873685,12.158282195710306
building2.bmp,0,img163.bmp,jp2k,2.363845921397348,49.973083632723416
lighthouse2.bmp,0,img164.bmp,jp2k,2.724941887410696,27.12291262526799
dancers.bmp,0,img165.bmp,jp2k,2.931759584785287,31.170624384086207
flowersonih35.bmp,0,img167.bmp,jp2k,2.7289881736282706,53.28198369850484
coinsinfountain.bmp,0,img168.bmp,jp2k,2.869985394474523,53.17519436960078
statue.bmp,0,img169.bmp,jp2k,2.3338597822997187,62.921171333425676
dancers.bmp,0,img170.bmp,jp2k,2.8854261099779577,50.18659635541299
studentsculpture.bmp,0,img171.bmp,jp2k,3.4214722909827726,22.217464309979974
sailing4.bmp,0,img172.bmp,jp2k,3.000341728921187,85.01806693016354
plane.bmp,0,img173.bmp,jp2k,2.522233999398049,19.91475165122249
lighthouse.bmp,0,img174.bmp,jp2k,2.4606903572154666,8.059516033306664
stream.bmp,0,img175.bmp,jp2k,2.790331469036455,85.48562881018705
churchandcapitol.bmp,0,img176.bmp,jp2k,2.5458538330357157,27.91393339154686
coinsinfountain.bmp,0,img177.bmp,jp2k,2.8673492624018753,79.87842062142371
cemetry.bmp,0,img178.bmp,jp2k,3.0885492561240735,57.3881566885844
house.bmp,0,img179.bmp,jp2k,2.051839755141803,85.22814758598726
carnivaldolls.bmp,0,img181.bmp,jp2k,2.757412592711968,85.99580545278485
coinsinfountain.bmp,0,img182.bmp,jp2k,3.5089737748520426,40.35229915118953
sailing3.bmp,0,img183.bmp,jp2k,1.7952320623914535,6.9169396698473875
sailing2.bmp,0,img185.bmp,jp2k,2.0271158682306583,14.884889320853098
house.bmp,0,img187.bmp,jp2k,2.22757927880343,29.918572366378623
womanhat.bmp,0,img191.bmp,jp2k,2.703796495586783,78.15701680889988
flowersonih35.bmp,0,img192.bmp,jp2k,2.93260706818572,36.783046895916954
caps.bmp,0,img193.bmp,jp2k,3.8848380191852003,64.20563602792637
churchandcapitol.bmp,0,img194.bmp,jp2k,2.5767816056812665,71.78425770359317
womanhat.bmp,0,img195.bmp,jp2k,1.6038702563726814,5.069478056203863
paintedhouse.bmp,0,img196.bmp,jp2k,3.0469817898643132,62.73568208890111
parrots.bmp,0,img197.bmp,jp2k,3.3931978381791197,46.32614968909792
churchandcapitol.bmp,0,img198.bmp,jp2k,1.9635706188510489,9.471745688649861
buildings.bmp,0,img199.bmp,jp2k,1.7477945195712756,5.003953255961413
manfishing.bmp,0,img200.bmp,jp2k,2.653921421113447,68.36853015382121
flowersonih35.bmp,0,img201.bmp,jp2k,2.911160379923063,91.08313008268817
lighthouse.bmp,0,img202.bmp,jp2k,2.879982885425998,75.76154338417216
plane.bmp,0,img203.bmp,jp2k,2.9491151030026503,41.031767097846874
dancers.bmp,0,img205.bmp,jp2k,3.4900234871538274,12.300226616537323
monarch.bmp,0,img208.bmp,jp2k,3.785904457303732,48.46820552061156
paintedhouse.bmp,0,img210.bmp,jp2k,2.633904413720648,26.665408082124756
lighthouse2.bmp,0,img211.bmp,jp2k,1.7101969632604894,7.205306730310632
house.bmp,0,img212.bmp,jp2k,1.6260179423028869,5.5443651518750485
sailing1.bmp,0,img213.bmp,jp2k,2.802598234737501,76.06673091499994
sailing1.bmp,0,img214.bmp,jp2k,2.2179315446564023,7.692346791817002
paintedhouse.bmp,0,img215.bmp,jp2k,2.423414351017992,73.31007213059178
building2.bmp,0,img216.bmp,jp2k,2.4773827058171207,12.116677268629225
stream.bmp,0,img217.bmp,jp2k,2.353186873596618,10.13926391720382
studentsculpture.bmp,0,img218.bmp,jp2k,3.811279498083092,67.96320399587412
ocean.bmp,0,img219.bmp,jp2k,2.9609792853145285,72.24909155691115
plane.bmp,0,img220.bmp,jp2k,2.5641522029401402,70.83986290434613
sailing4.bmp,0,img221.bmp,jp2k,2.2246402940534207,64.72585217139644
buildings.bmp,0,img222.bmp,jp2k,2.8937260119214416,31.27751399241848
bikes.bmp,0,img225.bmp,jp2k,2.3272478939092793,82.73289778928405
womanhat.bmp,0,img226.bmp,jp2k,2.1715936918996186,55.520005193382154
statue.bmp,0,img227.bmp,jp2k,2.804051036657024,70.88031632329827
womanhat.bmp,0,img1.bmp,jpeg,2.8697739830451456,52.92435457391395
churchandcapitol.bmp,0,img2.bmp,jpeg,3.273726314128311,33.28319804594844
churchandcapitol.bmp,0,img4.bmp,jpeg,2.184182829572506,87.8267449661924
ocean.bmp,0,img8.bmp,jpeg,2.6446998758866136,14.344775300339105
rapids.bmp,0,img9.bmp,jpeg,2.6236433986699867,59.74032431349464
statue.bmp,0,img11.bmp,jpeg,2.8824873903994237,53.951334760512935
statue.bmp,0,img13.bmp,jpeg,3.261394183877893,-0.1946068687639695
carnivaldolls.bmp,0,img14.bmp,jpeg,1.7776278919992186,4.326856120694956
sailing4.bmp,0,img15.bmp,jpeg,4.030891839187029,41.36730112939379
stream.bmp,0,img16.bmp,jpeg,5.366524870664442,47.80251084716316
plane.bmp,0,img17.bmp,jpeg,2.6006946622051887,4.495168881480339
monarch.bmp,0,img18.bmp,jpeg,3.2291435448165497,47.285871717563985
churchandcapitol.bmp,0,img21.bmp,jpeg,3.042793204234477,50.1232463479616
paintedhouse.bmp,0,img23.bmp,jpeg,1.7452054819025948,79.95944789006504
caps.bmp,0,img24.bmp,jpeg,3.5777632349569437,12.56494613089226
plane.bmp,0,img25.bmp,jpeg,3.033767654839691,35.4156346289015
flowersonih35.bmp,0,img27.bmp,jpeg,2.9164474086462295,34.31539467108672
bikes.bmp,0,img29.bmp,jpeg,2.222673153822281,63.690729469898855
ocean.bmp,0,img30.bmp,jpeg,1.3527374543391228,6.601376948035167
parrots.bmp,0,img32.bmp,jpeg,2.899760663371106,33.49425871523598
manfishing.bmp,0,img33.bmp,jpeg,3.067736950102083,42.614722076241115
rapids.bmp,0,img35.bmp,jpeg,2.5071432342822457,75.29290636099799
building2.bmp,0,img36.bmp,jpeg,3.1019404541242093,72.0575019048246
sailing4.bmp,0,img37.bmp,jpeg,2.2853597897375084,64.62638897500841
sailing3.bmp,0,img38.bmp,jpeg,2.702219642052051,18.02857959226172
dancers.bmp,0,img39.bmp,jpeg,3.409570236373633,50.40120766199397
plane.bmp,0,img40.bmp,jpeg,2.257680052582808,12.654106278200903
dancers.bmp,0,img41.bmp,jpeg,4.19826586140564,59.873965229834056
buildings.bmp,0,img43.bmp,jpeg,3.0781338576987416,41.47905246219578
lighthouse.bmp,0,img44.bmp,jpeg,2.6194324436690546,38.18877059392042
studentsculpture.bmp,0,img45.bmp,jpeg,3.284596770641428,34.439397588231365
cemetry.bmp,0,img46.bmp,jpeg,3.4871060159320875,72.81442149222269
sailing4.bmp,0,img47.bmp,jpeg,3.0073042395897875,48.528157253793196
coinsinfountain.bmp,0,img49.bmp,jpeg,2.505835919856646,32.754563027117996
house.bmp,0,img50.bmp,jpeg,2.8751390424864485,57.08857633912254
house.bmp,0,img51.bmp,jpeg,2.952813576030159,28.944995605272247
studentsculpture.bmp,0,img53.bmp,jpeg,2.9558738383581504,10.226303647528617
cemetry.bmp,0,img55.bmp,jpeg,2.1002603313548636,33.240480634782365
paintedhouse.bmp,0,img56.bmp,jpeg,3.074219335377136,32.00986641270259
lighthouse.bmp,0,img57.bmp,jpeg,1.8591223522497122,-2.6400150164096132
woman.bmp,0,img58.bmp,jpeg,2.185004363282337,10.554131539493454
studentsculpture.bmp,0,img59.bmp,jpeg,3.0575727852099313,33.58553766172936
building2.bmp,0,img60.bmp,jpeg,2.722625711100326,45.8290134752761
dancers.bmp,0,img61.bmp,jpeg,3.177472369632796,9.1741835265355
building2.bmp,0,img62.bmp,jpeg,3.5383029793830225,67.83771180597611
caps.bmp,0,img63.bmp,jpeg,3.8910247257236814,30.00260877004913
lighthouse2.bmp,0,img64.bmp,jpeg,2.6241126480364065,3.2142639437019938
woman.bmp,0,img65.bmp,jpeg,2.803615407414995,53.38597873417673
sailing2.bmp,0,img67.bmp,jpeg,2.638941570397618,21.662276200071243
lighthouse2.bmp,0,img69.bmp,jpeg,4.138204290624474,48.86921270308122
statue.bmp,0,img70.bmp,jpeg,2.7892618663817554,-0.12771347553550072
sailing1.bmp,0,img71.bmp,jpeg,3.163898810013688,16.917691044533527
parrots.bmp,0,img72.bmp,jpeg,2.155322084830696,12.004960528290617
coinsinfountain.bmp,0,img73.bmp,jpeg,3.2212269568235157,36.604170671940494
flowersonih35.bmp,0,img74.bmp,jpeg,3.053779340549586,5.51411590094478
house.bmp,0,img75.bmp,jpeg,3.3954877909580623,51.3960375162062
bikes.bmp,0,img77.bmp,jpeg,2.656321318748371,53.2796828380246
cemetry.bmp,0,img78.bmp,jpeg,4.172001262784754,72.32423365260935
flowersonih35.bmp,0,img79.bmp,jpeg,2.5940135058047225,89.53004585169111
carnivaldolls.bmp,0,img80.bmp,jpeg,2.9059702715219475,67.77811693105684
bikes.bmp,0,img81.bmp,jpeg,2.744179369385934,43.03955573949191
sailing3.bmp,0,img83.bmp,jpeg,3.357753382824215,28.507933641096496
buildings.bmp,0,img84.bmp,jpeg,2.7051009327246436,46.146808723433985
stream.bmp,0,img85.bmp,jpeg,4.154673534646397,64.18240178201884
lighthouse.bmp,0,img86.bmp,jpeg,2.4898168965574943,42.57624280517876
womanhat.bmp,0,img89.bmp,jpeg,2.264674913921824,36.284648557807834
buildings.bmp,0,img90.bmp,jpeg,2.478979249445216,42.04320025216914
paintedhouse.bmp,0,img91.bmp,jpeg,2.590186266581008,78.97568682896502
manfishing.bmp,0,img92.bmp,jpeg,3.467134337100712,48.37469886200194
manfishing.bmp,0,img93.bmp,jpeg,4.147144131494865,58.589684139333414
monarch.bmp,0,img94.bmp,jpeg,2.9211049918796785,14.62195076567486
monarch.bmp,0,img96.bmp,jpeg,2.3840279859047615,3.9212125972238567
lighthouse2.bmp,0,img97.bmp,jpeg,1.9502872541544571,5.308643571535107
ocean.bmp,0,img98.bmp,jpeg,2.957743526264003,19.871604986952033
sailing2.bmp,0,img99.bmp,jpeg,2.0669162028899035,42.27140041690989
stream.bmp,0,img100.bmp,jpeg,3.6578676381401944,81.2026938220347
coinsinfountain.bmp,0,img101.bmp,jpeg,3.0163844442524246,10.252515880885852
sailing1.bmp,0,img102.bmp,jpeg,2.940613305971161,14.726130517984881
parrots.bmp,0,img103.bmp,jpeg,3.467280802582761,37.78061796136218
carnivaldolls.bmp,0,img104.bmp,jpeg,2.2892371460477925,67.40278120147042
caps.bmp,0,img105.bmp,jpeg,3.169806532837332,33.96635629198161
sailing1.bmp,0,img106.bmp,jpeg,2.696096625271956,3.2197367648266635
womanhat.bmp,0,img107.bmp,jpeg,1.627468483273525,25.83817914298309
sailing3.bmp,0,img108.bmp,jpeg,3.700266441499402,53.61612003847755
rapids.bmp,0,img110.bmp,jpeg,3.058439180149158,40.313192795130504
sailing2.bmp,0,img111.bmp,jpeg,1.924140547998191,36.936772747192386
woman.bmp,0,img116.bmp,jpeg,2.7552669740337303,8.406881996436613
cemetry.bmp,0,img117.bmp,jpeg,2.600426091851612,24.492692678265385
dancers.bmp,0,img119.bmp,jpeg,2.781318877760069,36.46779215661733
house.bmp,0,img120.bmp,jpeg,1.9983014710773483,13.720589197831565
sailing1.bmp,0,img121.bmp,jpeg,3.729769060184537,46.661554457382735
sailing2.bmp,0,img124.bmp,jpeg,2.7476817331528682,91.8585232966015
caps.bmp,0,img126.bmp,jpeg,1.763389233040448,91.83072941409385
studentsculpture.bmp,0,img127.bmp,jpeg,2.383114540555449,90.06909938102645
cemetry.bmp,0,img128.bmp,jpeg,2.227041117454034,52.32392778595446
coinsinfountain.bmp,0,img129.bmp,jpeg,3.6827224155835903,76.55613665524052
statue.bmp,0,img130.bmp,jpeg,2.0010534892339966,11.018019466557469
lighthouse.bmp,0,img131.bmp,jpeg,1.9575808208464132,89.84228100588449
churchandcapitol.bmp,0,img132.bmp,jpeg,1.795554001395216,11.71563815997088
flowersonih35.bmp,0,img134.bmp,jpeg,3.7550403271468085,72.35535092106369
manfishing.bmp,0,img135.bmp,jpeg,2.9431631435016703,8.62310279882778
stream.bmp,0,img137.bmp,jpeg,2.353728560748593,9.808299742983458
womanhat.bmp,0,img138.bmp,jpeg,2.538169463837766,94.52975239220282
lighthouse2.bmp,0,img141.bmp,jpeg,3.299328133299746,14.731573993200833
ocean.bmp,0,img143.bmp,jpeg,2.4151567485142578,6.837113454327479
sailing2.bmp,0,img144.bmp,jpeg,2.4876598335159223,8.547930933970449
sailing3.bmp,0,img145.bmp,jpeg,2.4918778859861668,100.24091440063674
rapids.bmp,0,img146.bmp,jpeg,2.6621708940326743,26.185666958535705
house.bmp,0,img147.bmp,jpeg,2.435099812407334,100.91708991281492
manfishing.bmp,0,img148.bmp,jpeg,3.2862535269716924,92.90511853394918
parrots.bmp,0,img149.bmp,jpeg,2.121779676353792,63.46863408758387
woman.bmp,0,img150.bmp,jpeg,3.357454103639275,27.261974430150573
house.bmp,0,img151.bmp,jpeg,2.823710401165441,8.066866303180433
paintedhouse.bmp,0,img152.bmp,jpeg,3.9896374303903808,55.04442894789427
womanhat.bmp,0,img154.bmp,jpeg,2.0292793308312116,97.50877362944289
ocean.bmp,0,img156.bmp,jpeg,2.9762754362816874,59.64918850292218
buildings.bmp,0,img157.bmp,jpeg,1.527514614195095,13.703159478546446
caps.bmp,0,img159.bmp,jpeg,2.8002934998489564,91.34350033825854
house.bmp,0,img160.bmp,jpeg,2.6854640623452153,95.5184845722614
lighthouse.bmp,0,img161.bmp,jpeg,2.3238862899623713,90.43420904041339
buildings.bmp,0,img162.bmp,jpeg,2.875596952361634,88.14234661943546
buildings.bmp,0,img163.bmp,jpeg,2.708679328961954,28.821989373974375
ocean.bmp,0,img164.bmp,jpeg,3.252259841939146,108.77257436149551
plane.bmp,0,img165.bmp,jpeg,2.7045841028122153,58.335170619177745
sailing4.bmp,0,img166.bmp,jpeg,3.2134248616009917,95.0385986077363
woman.bmp,0,img167.bmp,jpeg,3.3343271183336856,75.99002346051728
womanhat.bmp,0,img168.bmp,jpeg,1.9453193002931417,11.312092615683753
monarch.bmp,0,img170.bmp,jpeg,2.5458489316222734,83.55329291418636
building2.bmp,0,img171.bmp,jpeg,2.3673980657691747,18.143107738796367
manfishing.bmp,0,img174.bmp,jpeg,3.0611349191629764,19.465821038563057
sailing1.bmp,0,img175.bmp,jpeg,4.153532408677105,70.50244384897171
carnivaldolls.bmp,0,img176.bmp,jpeg,1.9280346963119803,90.00784725087408
sailing2.bmp,0,img177.bmp,jpeg,2.712463873321741,89.89062469317183
monarch.bmp,0,img178.bmp,jpeg,2.3253639253337752,25.222785826131556
studentsculpture.bmp,0,img180.bmp,jpeg,2.2952102592918444,91.24663994961543
lighthouse2.bmp,0,img181.bmp,jpeg,2.3373325819894406,78.16782270134613
bikes.bmp,0,img183.bmp,jpeg,2.148762577910232,84.88609788754106
coinsinfountain.bmp,0,img184.bmp,jpeg,1.870055366270666,92.52520895124621
stream.bmp,0,img185.bmp,jpeg,3.3389693079266247,26.71821304692204
dancers.bmp,0,img186.bmp,jpeg,2.427177241340075,89.23441705756257
dancers.bmp,0,img187.bmp,jpeg,3.122099047182516,91.61747826509418
bikes.bmp,0,img188.bmp,jpeg,2.3138950471044137,83.03358943312271
building2.bmp,0,img192.bmp,jpeg,2.495499466447168,93.03653291816838
ocean.bmp,0,img194.bmp,jpeg,2.920539651433121,34.60644513743412
churchandcapitol.bmp,0,img195.bmp,jpeg,3.004802309924213,97.24677520689923
parrots.bmp,0,img196.bmp,jpeg,3.530999116600826,91.590670464724
sailing4.bmp,0,img197.bmp,jpeg,2.4302278823435812,94.63456567363843
flowersonih35.bmp,0,img198.bmp,jpeg,3.4326507971785305,16.644122962021108
rapids.bmp,0,img199.bmp,jpeg,3.010656253374724,95.80804387069
studentsculpture.bmp,0,img200.bmp,jpeg,3.861012216061926,63.30761338204381
plane.bmp,0,img201.bmp,jpeg,2.5338354601096844,88.92048271630968
bikes.bmp,0,img203.bmp,jpeg,3.3100012717591154,28.5502551905385
buildings.bmp,0,img204.bmp,jpeg,2.6223910575482887,89.6422329700044
building2.bmp,0,img205.bmp,jpeg,3.5866830559363096,88.2209328213845
sailing3.bmp,0,img206.bmp,jpeg,1.9516924177633803,11.739931694595015
caps.bmp,0,img207.bmp,jpeg,2.00661782807615,70.02463837460913
monarch.bmp,0,img209.bmp,jpeg,2.9582044167902493,88.77366918617133
sailing1.bmp,0,img210.bmp,jpeg,3.633824602201884,97.42810231821008
cemetry.bmp,0,img213.bmp,jpeg,2.71759397282532,85.98716482193281
sailing4.bmp,0,img214.bmp,jpeg,2.2876609881780743,14.430548416582262
paintedhouse.bmp,0,img215.bmp,jpeg,3.1397048108468253,102.70082156574153
carnivaldolls.bmp,0,img216.bmp,jpeg,2.5633916960614163,20.934069322543586
stream.bmp,0,img217.bmp,jpeg,2.2720253728990247,101.27286341299555
statue.bmp,0,img218.bmp,jpeg,2.137200831784356,92.65269870718299
woman.bmp,0,img220.bmp,jpeg,2.987829456438813,88.66925863108538
statue.bmp,0,img221.bmp,jpeg,1.8556038518340194,93.81353439730438
sailing3.bmp,0,img223.bmp,jpeg,2.385012008541453,99.9719981674867
building2.bmp,0,img225.bmp,jpeg,3.7385095442620386,32.713131566176116
bikes.bmp,0,img226.bmp,jpeg,2.537242432762228,17.78062954880489
paintedhouse.bmp,0,img228.bmp,jpeg,3.7257355523891476,15.783100447893545
flowersonih35.bmp,0,img229.bmp,jpeg,2.523675875472376,73.10480214469187
coinsinfountain.bmp,0,img230.bmp,jpeg,2.175690573590204,90.8843446287281
lighthouse.bmp,0,img231.bmp,jpeg,2.4697323175748815,13.033490455438155
lighthouse2.bmp,0,img232.bmp,jpeg,2.353273195234952,93.19974618228805
parrots.bmp,0,img233.bmp,jpeg,2.607069902500553,87.78082391853036
monarch.bmp,0,img1.bmp,wn,2.6419880473591713,29.04653971785669
stream.bmp,0,img2.bmp,wn,2.6114130835303664,64.7619409950328
womanhat.bmp,0,img3.bmp,wn,2.639249328610328,44.78193070765691
buildings.bmp,0,img4.bmp,wn,1.1782810412466813,105.36416799729716
sailing3.bmp,0,img5.bmp,wn,1.9877201014467054,18.148429410111873
lighthouse2.bmp,0,img6.bmp,wn,2.8355189278797015,28.91034396173228
woman.bmp,0,img7.bmp,wn,2.609730220554104,67.62651762533173
coinsinfountain.bmp,0,img8.bmp,wn,2.5417278474037706,15.537140817336706
cemetry.bmp,0,img9.bmp,wn,2.3904758879775834,63.02744749154707
