ref_img,dist_img,dst_type,dst_lev,var,dmos,DSSIM,SSIMULACRA,Butteraugli
I01.png,I01_21_04.png,21,4,0.884,2.13,0.04040573,0.07837403,21.3876
I01.png,I01_21_05.png,21,5,0.5589999999999999,1.43,0.12443668,0.16662964,52.216259
I01.png,I01_22_01.png,22,1,0.605,4.63,0.01445491,0.05255273,7.275726
I01.png,I01_22_02.png,22,2,0.894,4.0,0.02386665,0.06875195,9.234095
I01.png,I01_22_03.png,22,3,0.9309999999999999,4.0,0.0383924,0.08870417,11.84569
I01.png,I01_22_04.png,22,4,0.98,3.2,0.07950437,0.12257561,23.172060000000002
I01.png,I01_22_05.png,22,5,0.909,2.2,0.15121944,0.18196868,29.409302
I01.png,I01_23_01.png,23,1,0.929,2.73,0.03534428,0.04648235,89.93248
I01.png,I01_23_02.png,23,2,0.86,2.17,0.05635709,0.06186203,99.852486
I01.png,I01_23_03.png,23,3,0.945,2.2,0.12472674,0.0951827,109.13838999999999
I01.png,I01_23_04.png,23,4,1.197,2.37,0.14173783,0.09307072,116.554726
I01.png,I01_23_05.png,23,5,0.616,1.57,0.17722467,0.10333201,153.245026
I01.png,I01_24_01.png,24,1,0.92,3.57,0.05663907,0.0594552,21.874924
I01.png,I01_24_02.png,24,2,0.847,2.5,0.1533139,0.12632082,33.078949
I01.png,I01_24_03.png,24,3,0.67,1.87,0.25559862,0.1857431,44.820889
I01.png,I01_24_04.png,24,4,0.5539999999999999,1.6,0.57719175,0.31991332,71.371452
I01.png,I01_24_05.png,24,5,0.5539999999999999,1.4,1.19629316,0.49057267,105.564232
I01.png,I01_25_01.png,25,1,0.8440000000000001,3.43,0.07486211,0.13482021,26.068008
I01.png,I01_25_02.png,25,2,0.8059999999999999,3.87,0.03961853,0.07713105,19.067905
I01.png,I01_25_03.png,25,3,0.5660000000000001,4.26,0.01415848,0.02708602,11.336998
I01.png,I01_25_04.png,25,4,0.5820000000000001,4.17,0.01778842,0.02221092,12.362344
I01.png,I01_25_05.png,25,5,0.8540000000000001,3.27,0.08253984,0.07961079,25.650560000000002
I02.png,I02_01_01.png,1,1,0.7190000000000001,4.5,1.93e-06,0.0,0.0
I02.png,I02_01_02.png,1,2,0.934,4.17,0.00880616,0.01455371,2.7511080000000003
I02.png,I02_01_03.png,1,3,0.772,2.07,0.08356329,0.12559469999999998,7.643256
I02.png,I02_01_04.png,1,4,0.496,1.57,0.26179768,0.27716312,22.484903
I02.png,I02_01_05.png,1,5,0.512,1.27,0.77344631,0.43472197,100.658722
I02.png,I02_02_01.png,2,1,0.748,3.2,0.03114352,0.05437916,4.9566
I02.png,I02_02_02.png,2,2,0.8540000000000001,2.27,0.12080721,0.18004826,9.612844
I02.png,I02_02_03.png,2,3,0.616,1.57,0.36447403,0.33911813,32.129272
I02.png,I02_02_04.png,2,4,0.373,1.17,0.60490707,0.41030975,68.24515500000001
I02.png,I02_02_05.png,2,5,0.0,1.0,0.83394953,0.44828957,86.677711
I02.png,I02_03_01.png,3,1,0.5539999999999999,4.6,1.93e-06,0.0,0.0
I02.png,I02_03_02.png,3,2,0.716,3.77,0.02063738,0.03512164,4.220045
I02.png,I02_03_03.png,3,3,0.6990000000000001,2.33,0.07695489999999999,0.11757582,7.886941
I02.png,I02_03_04.png,3,4,0.542,1.8,0.14794469,0.18345507,16.78792
I02.png,I02_03_05.png,3,5,0.4,1.2,0.36782857,0.28850294,45.838314000000004
I02.png,I02_04_01.png,4,1,0.64,4.3,0.00183965,0.01755666,2.849427
I02.png,I02_04_02.png,4,2,0.8690000000000001,2.67,0.02999109,0.0452659,19.869328
I02.png,I02_04_03.png,4,3,0.763,1.87,0.07487143,0.07961251,25.347137
I02.png,I02_04_04.png,4,4,0.716,1.77,0.09699496,0.09366669,28.774382
I02.png,I02_04_05.png,4,5,0.718,1.53,0.13652727,0.11860902,35.639336
I02.png,I02_05_01.png,5,1,0.7609999999999999,3.77,0.06673596,0.15071816,13.228807000000002
I02.png,I02_05_02.png,5,2,0.47600000000000003,1.8,0.1599638,0.19034022,20.840475
I02.png,I02_05_03.png,5,3,0.47100000000000003,1.33,0.23005241,0.20303814,26.580170000000003
I02.png,I02_05_04.png,5,4,0.48200000000000004,1.37,0.2575333,0.21190707,28.548077000000003
I02.png,I02_05_05.png,5,5,0.562,1.47,0.24489415,0.20583315,30.215870000000002
I02.png,I02_06_01.png,6,1,0.872,4.2,0.0139142,0.07306949,6.802786
I02.png,I02_06_02.png,6,2,0.727,4.07,0.01807167,0.09782045,7.529895
I02.png,I02_06_03.png,6,3,0.948,3.97,0.02460083,0.11121624,9.651286
I02.png,I02_06_04.png,6,4,0.9359999999999999,3.7,0.04397441,0.15117813,18.292576
I02.png,I02_06_05.png,6,5,0.983,2.63,0.09150672,0.20521119,35.422653000000004
I02.png,I02_07_01.png,7,1,1.087,2.47,0.01527271,0.02370222,24.533669
I02.png,I02_07_02.png,7,2,1.048,2.37,0.02813452,0.04571064,32.378876
I02.png,I02_07_03.png,7,3,1.045,2.06,0.03620231,0.05971336,36.073776
I02.png,I02_07_04.png,7,4,1.048,1.97,0.04535108,0.07518917,39.584663
I02.png,I02_07_05.png,7,5,0.763,1.53,0.10181145,0.14127749,41.873928
I02.png,I02_08_01.png,8,1,0.5539999999999999,4.4,1.93e-06,0.0,0.0
I02.png,I02_08_02.png,8,2,0.879,3.4,0.01307296,0.0191124,16.950832000000002
I02.png,I02_08_03.png,8,3,1.043,3.06,0.03517183,0.04113516,20.170006
I02.png,I02_08_04.png,8,4,0.912,1.97,0.09567233,0.07819027,30.641077000000003
I02.png,I02_08_05.png,8,5,0.752,1.37,0.15954165,0.11000145,38.460033
I02.png,I02_09_01.png,9,1,0.716,4.57,0.03008812,0.07972011,6.813167999999999
I02.png,I02_09_02.png,9,2,0.8140000000000001,3.73,0.08981047,0.16494104,13.682534
I02.png,I02_09_03.png,9,3,1.123,3.07,0.12280928,0.20136592,14.862426000000001
I02.png,I02_09_04.png,9,4,0.562,1.53,0.30157090000000003,0.32452319,32.089901
I02.png,I02_09_05.png,9,5,0.442,1.27,0.63173844,0.42161995,66.302673
I02.png,I02_10_01.png,10,1,0.5539999999999999,4.6,0.022999799999999997,0.07740705,4.0138
I02.png,I02_10_02.png,10,2,0.596,4.33,0.02752361,0.08620089,3.98245
I02.png,I02_10_03.png,10,3,0.718,4.13,0.04162059,0.10949233,4.9351389999999995
I02.png,I02_10_04.png,10,4,1.281,2.6,0.16489742,0.23498161,12.693225
I02.png,I02_10_05.png,10,5,0.757,1.6,0.33807755,0.3365862,24.778526
I02.png,I02_11_01.png,11,1,0.929,4.27,0.01351972,0.09200361,5.019426
I02.png,I02_11_02.png,11,2,0.9359999999999999,3.7,0.02542384,0.13318418,6.447807
I02.png,I02_11_03.png,11,3,0.841,3.4,0.03738307,0.16566582,7.556722
I02.png,I02_11_04.png,11,4,0.772,2.73,0.0572432,0.20374655,9.176138
I02.png,I02_11_05.png,11,5,0.69,2.3,0.10579104,0.27037035,11.541617
I02.png,I02_12_01.png,12,1,0.547,4.63,0.00356256,0.03791604,2.8142240000000003
I02.png,I02_12_02.png,12,2,0.84,4.06,0.01660633,0.10849307,5.257697
I02.png,I02_12_03.png,12,3,0.83,3.67,0.03168907,0.15435086,7.259372999999999
I02.png,I02_12_04.png,12,4,0.8,2.6,0.05898429,0.20946279999999998,10.213236
I02.png,I02_12_05.png,12,5,0.706,2.37,0.08468237,0.24816105,11.207436999999999
I02.png,I02_13_01.png,13,1,0.7020000000000001,4.2,0.01835106,0.02065092,20.444164
I02.png,I02_13_02.png,13,2,1.1640000000000001,3.33,0.06850536,0.05365332,21.514139
I02.png,I02_13_03.png,13,3,0.892,2.73,0.11773777,0.09555399,23.841832999999998
I02.png,I02_13_04.png,13,4,0.8059999999999999,2.53,0.20328354,0.15359371,27.867040999999997
I02.png,I02_13_05.png,13,5,0.547,1.97,0.26842419,0.21338811,29.202377000000002
I02.png,I02_14_01.png,14,1,0.6990000000000001,4.33,0.00384199,0.05835408,4.771315
I02.png,I02_14_02.png,14,2,0.836,3.37,0.01646749,0.13780047,8.71827
I02.png,I02_14_03.png,14,3,0.7809999999999999,2.7,0.03007089,0.17838104,10.474194
I02.png,I02_14_04.png,14,4,0.8690000000000001,2.33,0.05222109,0.22241671,13.57466
I02.png,I02_14_05.png,14,5,0.73,2.0,0.10535087,0.28873642,22.439957
I02.png,I02_15_01.png,15,1,0.883,3.57,0.08269739999999999,0.16085221,10.782705
I02.png,I02_15_02.png,15,2,0.716,2.77,0.17531646,0.24514153,14.665901000000002
I02.png,I02_15_03.png,15,3,0.795,2.03,0.23608598,0.28244790000000003,17.21423
I02.png,I02_15_04.png,15,4,0.563,1.5,0.35960875,0.34429832,20.973413
I02.png,I02_15_05.png,15,5,0.6709999999999999,1.5,0.45959106,0.38781294,25.243263
I02.png,I02_16_01.png,16,1,0.841,4.4,0.00428615,0.00936347,5.3631400000000005
I02.png,I02_16_02.png,16,2,0.5539999999999999,4.4,0.01658135,0.02835362,10.601589
I02.png,I02_16_03.png,16,3,0.716,3.77,0.0655039,0.08258026,20.331451
I02.png,I02_16_04.png,16,4,0.907,2.9,0.22072399,0.19584400000000002,37.193356
I02.png,I02_16_05.png,16,5,0.7340000000000001,1.83,0.48410502,0.34036029,61.939716000000004
I02.png,I02_17_01.png,17,1,0.5,4.5,0.00117216,0.00297825,2.865513
I02.png,I02_17_02.png,17,2,0.547,4.63,0.00491523,0.01163081,5.838647
I02.png,I02_17_03.png,17,3,0.596,4.33,0.02156009,0.05080729,11.699952
I02.png,I02_17_04.png,17,4,0.795,3.63,0.11340664,0.24136982,24.293436
I02.png,I02_17_05.png,17,5,0.79,1.9,0.67494527,0.62532612,72.093719
I02.png,I02_18_01.png,18,1,0.67,4.13,0.0319602,0.05101153,18.624092
I02.png,I02_18_02.png,18,2,0.547,4.63,0.00666114,0.01746587,8.664147999999999
I02.png,I02_18_03.png,18,3,0.442,4.73,1.93e-06,0.0,0.0
I02.png,I02_18_04.png,18,4,0.537,4.33,0.01438368,0.09366868,9.899238
I02.png,I02_18_05.png,18,5,0.605,4.03,0.06251583,0.24078960000000002,20.797129
I02.png,I02_19_01.png,19,1,0.778,4.17,0.011340000000000001,0.03396285,7.348897
I02.png,I02_19_02.png,19,2,0.73,4.0,0.02060665,0.0473971,7.965567
I02.png,I02_19_03.png,19,3,0.955,3.23,0.07061937,0.09812653,10.134571000000001
I02.png,I02_19_04.png,19,4,0.496,1.57,0.25211463,0.2699033,18.432985000000002
I02.png,I02_19_05.png,19,5,0.45799999999999996,1.3,0.46852557,0.37790368,23.517523
I02.png,I02_20_01.png,20,1,0.6709999999999999,4.5,0.03977977,0.03691801,33.899467
I02.png,I02_20_02.png,20,2,0.618,4.47,0.08356346,0.06009307,41.992901
I02.png,I02_20_03.png,20,3,0.7120000000000001,4.4,0.11972517,0.07322988,37.952438
I02.png,I02_20_04.png,20,4,0.898,3.83,0.16935034,0.10136739,47.465903999999995
I02.png,I02_20_05.png,20,5,0.841,4.4,0.21307159,0.09582122,52.659485
I02.png,I02_21_01.png,21,1,1.046,4.2,0.19273071,0.25523918,19.405018
I02.png,I02_21_02.png,21,2,0.955,3.23,0.20340127,0.25129276,18.863632
I02.png,I02_21_03.png,21,3,1.1179999999999999,3.13,0.17398883,0.21236219,19.649442999999998
I02.png,I02_21_04.png,21,4,1.011,2.67,0.23703215,0.2737602,24.667906
I02.png,I02_21_05.png,21,5,0.547,1.37,0.64957652,0.40191142,45.159290000000006
I02.png,I02_22_01.png,22,1,0.442,4.73,0.0056147,0.03420186,5.927969
I02.png,I02_22_02.png,22,2,0.879,4.26,0.00924933,0.04924048,8.858912
I02.png,I02_22_03.png,22,3,0.841,4.4,0.01532353,0.06670085,11.81351
I02.png,I02_22_04.png,22,4,0.929,3.93,0.02712535,0.08868238,17.417458
I02.png,I02_22_05.png,22,5,1.013,3.2,0.04693339,0.11895196,16.7089
I02.png,I02_23_01.png,23,1,0.907,2.1,0.03089706,0.05315862,75.556793
I02.png,I02_23_02.png,23,2,1.038,2.7,0.06753354,0.07241387,54.318226
I02.png,I02_23_03.png,23,3,0.998,2.27,0.07989359,0.06937446,83.31534599999999
I02.png,I02_23_04.png,23,4,0.748,2.2,0.10883475,0.08377742,83.298416
I02.png,I02_23_05.png,23,5,0.772,2.07,0.13727395,0.09804995,80.426056
I02.png,I02_24_01.png,24,1,0.9640000000000001,3.07,0.11112893,0.10168497,19.042601
I02.png,I02_24_02.png,24,2,0.68,1.93,0.27240838,0.21060239,30.585825
I02.png,I02_24_03.png,24,3,0.618,1.47,0.41211508,0.29745983,42.433094
I02.png,I02_24_04.png,24,4,0.423,1.23,0.69936564,0.4669596,63.266964
I02.png,I02_24_05.png,24,5,0.47600000000000003,1.2,0.99818349,0.62129757,101.201828
I02.png,I02_25_01.png,25,1,0.795,3.37,0.12161102,0.26818157,19.674063
I02.png,I02_25_02.png,25,2,0.9359999999999999,3.7,0.05769434,0.14973287,12.84533
I02.png,I02_25_03.png,25,3,0.512,4.27,0.01943927,0.05128591,7.442585
I02.png,I02_25_04.png,25,4,0.746,4.1,0.02141342,0.03112035,7.517785000000001
I02.png,I02_25_05.png,25,5,0.6990000000000001,3.33,0.09799461,0.09759956,14.919548
I03.png,I03_01_01.png,1,1,0.45799999999999996,4.7,9.482e-05,0.0,0.0
I03.png,I03_01_02.png,1,2,0.48200000000000004,4.63,0.00307412,0.00707543,2.726784
I03.png,I03_01_03.png,1,3,0.856,3.0,0.03070622,0.05890387,8.229951
I03.png,I03_01_04.png,1,4,0.637,1.83,0.12469784,0.1565611,24.981747
I03.png,I03_01_05.png,1,5,0.373,1.17,0.56267868,0.33398326,131.418152
I03.png,I03_02_01.png,2,1,0.836,4.03,0.01027046,0.02428479,4.815763
I03.png,I03_02_02.png,2,2,0.9,2.7,0.044280599999999996,0.08337396,11.147491
I03.png,I03_02_03.png,2,3,0.64,1.7,0.17984105,0.20213667,35.805271000000005
I03.png,I03_02_04.png,2,4,0.562,1.47,0.36940026,0.28749250000000004,81.971001
I03.png,I03_02_05.png,2,5,0.496,1.23,0.60063401,0.35492608,121.206139
I03.png,I03_03_01.png,3,1,0.49,4.6,9.482e-05,0.0,0.0
I03.png,I03_03_02.png,3,2,0.706,4.37,0.0066388,0.01558545,4.039265
I03.png,I03_03_03.png,3,3,0.8140000000000001,2.93,0.02891898,0.056093899999999995,9.057411
I03.png,I03_03_04.png,3,4,0.716,2.23,0.07571333,0.10446953,20.314039
I03.png,I03_03_05.png,3,5,0.605,1.63,0.20414770000000002,0.19147723,67.13793199999999
I03.png,I03_04_01.png,4,1,0.49,4.6,0.01682397,0.01917687,5.321626
I03.png,I03_04_02.png,4,2,0.978,2.9,0.13414056,0.09093471,43.111515000000004
I03.png,I03_04_03.png,4,3,0.718,1.53,0.38831486,0.19185386,63.896468999999996
I03.png,I03_04_04.png,4,4,0.6,1.2,0.58554866,0.23024320000000004,80.585815
I03.png,I03_04_05.png,4,5,0.3,1.1,0.71531872,0.26014007,106.865974
I03.png,I03_05_01.png,5,1,0.413,4.78,0.02164338,0.04154125,16.144289
I03.png,I03_05_02.png,5,2,0.785,2.65,0.10590275,0.09615928,33.8424
I03.png,I03_05_03.png,5,3,0.6829999999999999,2.0,0.20575919,0.1286206,56.077290000000005
I03.png,I03_05_04.png,5,4,0.718,1.87,0.23657265,0.13825515,56.948639
I03.png,I03_05_05.png,5,5,0.9890000000000001,2.23,0.25269849,0.14189201,43.429123
I03.png,I03_06_01.png,6,1,0.856,4.0,0.02461918,0.14139649,9.103835
I03.png,I03_06_02.png,6,2,1.013,3.8,0.02824398,0.13835379999999997,11.493744
I03.png,I03_06_03.png,6,3,1.011,3.33,0.03595894,0.15412544,11.622658
I03.png,I03_06_04.png,6,4,0.934,2.83,0.06142313,0.18232682,15.604656
I03.png,I03_06_05.png,6,5,0.667,1.77,0.11786959,0.24714297,26.611664
I03.png,I03_07_01.png,7,1,1.08,2.37,0.19263072,0.10442616,71.963676
I03.png,I03_07_02.png,7,2,0.83,1.67,0.39701704,0.17432947,91.43596600000001
I03.png,I03_07_03.png,7,3,0.5589999999999999,1.43,0.53982872,0.21486715,101.082481
I03.png,I03_07_04.png,7,4,0.67,1.53,0.71379955,0.25672724,110.919868
I03.png,I03_07_05.png,7,5,0.618,1.47,1.65381323,0.3759675,121.41936499999998
I03.png,I03_08_01.png,8,1,0.562,4.53,9.482e-05,0.0,0.0
I03.png,I03_08_02.png,8,2,1.024,3.13,0.04316353,0.0385704,25.783321
I03.png,I03_08_03.png,8,3,0.9570000000000001,2.47,0.10462405,0.09259743,44.42477
I03.png,I03_08_04.png,8,4,0.547,1.37,0.21205292,0.17282787,58.522498999999996
I03.png,I03_08_05.png,8,5,0.496,1.23,0.30955727,0.22556764,81.39872700000001
I03.png,I03_09_01.png,9,1,0.757,4.4,0.01096859,0.03743154,5.041656
I03.png,I03_09_02.png,9,2,0.987,3.6,0.03336157,0.07513055,8.840478
I03.png,I03_09_03.png,9,3,0.978,3.1,0.05008273,0.09842936,13.937964000000001
I03.png,I03_09_04.png,9,4,0.616,1.77,0.16513548,0.19590975,29.398783
I03.png,I03_09_05.png,9,5,0.3,1.1,0.47460922,0.32149561,82.95184300000001
I03.png,I03_10_01.png,10,1,0.67,4.47,0.01561147,0.05345552,4.593412
I03.png,I03_10_02.png,10,2,0.898,4.17,0.01832967,0.05797953,4.997182
I03.png,I03_10_03.png,10,3,1.005,3.7,0.02755844,0.07410588,6.375369999999999
I03.png,I03_10_04.png,10,4,0.667,2.23,0.10441164,0.15602955,17.194145000000002
I03.png,I03_10_05.png,10,5,0.718,1.53,0.20466289,0.21987914,22.789551
I03.png,I03_11_01.png,11,1,0.836,3.97,0.01591923,0.13552768,7.972942999999999
I03.png,I03_11_02.png,11,2,0.757,3.6,0.02998832,0.1957053,10.259985
I03.png,I03_11_03.png,11,3,0.8540000000000001,3.27,0.04280676,0.23378408,13.333762
I03.png,I03_11_04.png,11,4,0.929,2.93,0.06552503,0.2884494,16.563515
I03.png,I03_11_05.png,11,5,0.847,2.5,0.11379788,0.3641466,22.741316
I03.png,I03_12_01.png,12,1,0.496,4.57,0.00426351,0.05136142,4.536829
I03.png,I03_12_02.png,12,2,0.763,3.87,0.01965773,0.15147177,8.742073
I03.png,I03_12_03.png,12,3,0.7340000000000001,3.17,0.03653215,0.21497797,12.132566
