image,dst_type,dst_idx,dst_lev,dmos_std,dmos,DSSIM,SSIMULACRA,Butteraugli
cactus,fnoise,4,2,0.053050647008789004,0.32532199537029305,0.03092717,0.08446197,9.576766000000001
cactus,fnoise,4,3,0.17338732149922306,0.503034866475788,0.08445965,0.19470452,16.466619
cactus,fnoise,4,4,0.115013512639469,0.5947508475622321,0.19838197,0.34035407,24.801614999999998
cactus,fnoise,4,5,0.028581278984318,0.666607788954977,0.41569319,0.49438992,39.742775
cactus,BLUR,5,1,0.0803289978603434,0.0667434131844619,0.00198326,0.00409752,1.147625
cactus,BLUR,5,2,0.0909658470787308,0.147198859405541,0.00837482,0.01606403,2.608157
cactus,BLUR,5,3,0.219377702042598,0.399275467437894,0.02825319,0.04841652,5.2964910000000005
cactus,BLUR,5,4,0.146865564585076,0.50840987358733,0.10078542,0.12813865,16.021925
cactus,BLUR,5,5,0.0443017462521279,0.7499961260596271,0.38285789,0.27887940000000006,83.451355
cactus,contrast,6,1,0.118656600143618,0.111254917995562,0.00968465,0.01735385,6.604800999999999
cactus,contrast,6,2,0.23877237357875,0.28515695769630106,0.06318972,0.05582092,16.236879000000002
cactus,contrast,6,3,0.197892833792013,0.407726454075672,0.32169009,0.18280393,36.304913
cactus,contrast,6,4,0.19871277959639494,0.5167338227300811,0.49531812,0.25193758,46.300591
child_swimming,AWGN,1,1,0.0,0.0284566733229592,0.00299342,0.02077531,1.6709009999999997
child_swimming,AWGN,1,2,0.0647698608157401,0.120206940514764,0.0106242,0.05969157,2.6558919999999997
child_swimming,AWGN,1,3,0.0927952856005304,0.271600187831321,0.03124814,0.13296936,4.554103
child_swimming,AWGN,1,4,0.120537769001888,0.412687363061226,0.07067141,0.21894474,7.015196
child_swimming,AWGN,1,5,0.110791004967431,0.4885606269012371,0.14068902,0.31414917,10.287056
child_swimming,JPEG,2,1,0.00102885270590812,0.0288596651128422,0.00044021,0.01205643,1.840241
child_swimming,JPEG,2,2,0.00299856846706559,0.0298684253942733,0.00504067,0.03940949,2.352986
child_swimming,JPEG,2,3,0.149270620964057,0.23553049595609804,0.02419294,0.08992391,4.252537
child_swimming,JPEG,2,4,0.0779467027367552,0.5144537397471539,0.12095145,0.20496969,10.379127
child_swimming,JPEG,2,5,0.0529741361511865,0.695729796611581,0.28510634,0.30305195,23.994106
child_swimming,jpeg2000,3,1,0.0005266917779192968,0.0286594500246243,0.00272362,0.01575265,1.827477
child_swimming,jpeg2000,3,2,0.0650616210594276,0.042940192224216,0.01323057,0.05364397,4.218812000000001
child_swimming,jpeg2000,3,3,0.0661886599097052,0.322600395167065,0.05721366,0.13430079999999997,10.303346000000001
child_swimming,jpeg2000,3,4,0.0594123868464904,0.546621921575973,0.17777874,0.23914613,25.738966
child_swimming,jpeg2000,3,5,0.0005266917779192652,0.7658753367351658,0.68125522,0.44544576,65.689651
child_swimming,fnoise,4,1,0.00827581394068995,0.0317252715018292,0.00707764,0.01175831,4.296035
child_swimming,fnoise,4,2,0.136059925828044,0.22611612421691896,0.02541733,0.03553594,8.555096
child_swimming,fnoise,4,3,0.153984473870943,0.375526426347666,0.07273231,0.08367384,13.307182000000001
child_swimming,fnoise,4,4,0.0685888635641257,0.5704492972552629,0.18313135,0.1703458,20.690296
child_swimming,fnoise,4,5,0.0760984570322844,0.6991148569270469,0.35500958,0.26792991,34.645184
child_swimming,BLUR,5,1,0.00827581394068995,0.0317252715018292,0.00241523,0.00511247,1.2572729999999999
child_swimming,BLUR,5,2,0.113960893579788,0.187155648168429,0.00911096,0.018938999999999998,2.1793549999999997
child_swimming,BLUR,5,3,0.143228471170326,0.290015982427698,0.03265197,0.06450854,3.9844
child_swimming,BLUR,5,4,0.12788153514770598,0.484981242549448,0.11315521,0.17753153,10.695022999999999
child_swimming,BLUR,5,5,0.0077836164689390405,0.758275259483234,0.64108215,0.42746952,98.26769300000001
child_swimming,contrast,6,1,0.113611120607468,0.14330813408892998,0.01228508,0.02383929,9.276326
child_swimming,contrast,6,2,0.0904346325028206,0.289023048517029,0.08433868,0.07514137,22.514069
child_swimming,contrast,6,3,0.0496056942630642,0.553582613344769,0.45454143,0.26977663,45.486919
child_swimming,contrast,6,4,0.149555183847477,0.565117894189569,0.74837253,0.39098365,61.494915
couple,AWGN,1,1,0.0041517271309421,0.005538606641200029,0.00250435,0.02180365,1.878266
couple,AWGN,1,2,0.0576596433986224,0.10902933591604902,0.00899979,0.06156816,2.9964419999999996
couple,AWGN,1,3,0.0599930559579231,0.20435641205905106,0.02503988,0.12736221,4.720818
couple,AWGN,1,4,0.0412936156753563,0.325231335775214,0.05887956,0.21512012,7.147252000000001
couple,AWGN,1,5,0.0491625283342774,0.46960751314474,0.11432472,0.2993138,10.065995
couple,JPEG,2,1,0.0,0.0021535744157853893,0.00054834,0.00911523,1.014966
couple,JPEG,2,2,0.0358653804286651,0.0339511551540109,0.00495469,0.03123218,2.195869
couple,JPEG,2,3,0.0484766660702289,0.258088253903842,0.03006847,0.08119183,5.336842
couple,JPEG,2,4,0.0453775917679824,0.586039962910928,0.15665889,0.19307754,15.564122
couple,JPEG,2,5,0.0530524686981681,0.723660258325963,0.25980936,0.246648,25.269663
couple,jpeg2000,3,1,0.0,0.00214070223928198,0.00260666,0.01601665,1.8682490000000003
couple,jpeg2000,3,2,0.0614322378663506,0.0725197717183537,0.01383489,0.04863842,4.3884739999999995
couple,jpeg2000,3,3,0.0816265314002535,0.385885094412195,0.04937161,0.09969982,9.722760000000001
couple,jpeg2000,3,4,0.0483426063232918,0.630620084618958,0.15648084,0.18791465,21.859276
couple,jpeg2000,3,5,0.00332316171617172,0.8048543740374671,0.47489111,0.33687514,87.686111
couple,fnoise,4,1,0.0196385060355924,0.0115359070349252,0.00420641,0.01024121,3.849138
couple,fnoise,4,2,0.0406848781638404,0.0888243173072248,0.01499032,0.02880507,6.299414
couple,fnoise,4,3,0.0591931292925991,0.264691120155538,0.04951595,0.08101110000000002,11.843598
couple,fnoise,4,4,0.0804860503767635,0.467048837936729,0.10892319,0.14533161,16.387983
couple,fnoise,4,5,0.121879652605719,0.63879853653337,0.2431657,0.24875467,29.898645000000002
couple,BLUR,5,1,0.0560674161182062,0.0470460676579297,0.00278314,0.00770293,1.585744
couple,BLUR,5,2,0.0791824301272475,0.249072246670207,0.01123598,0.02815736,3.503994
couple,BLUR,5,3,0.072954867551433,0.40809981831480896,0.04256399,0.08067463,8.990763000000001
couple,BLUR,5,4,0.0107510571633923,0.588776683388129,0.14562348,0.17974089,27.334640999999998
couple,BLUR,5,5,0.0179805021133993,0.785377923684548,0.44335216,0.3071879,89.348816
couple,contrast,6,1,0.0447534936953042,0.0972682493240859,0.006492,0.02682131,6.4614769999999995
couple,contrast,6,2,0.0256498351330783,0.209819363713172,0.03883426,0.06394143,14.987666
couple,contrast,6,3,0.0797577565877452,0.352457767221634,0.17571577,0.14238811,28.834051000000002
couple,contrast,6,4,0.10827961626255303,0.416757400442324,0.25875076,0.17925813,34.208015
elk,AWGN,1,1,0.0406496010853664,0.0333195847909936,0.00291975,0.02824137,1.9698950000000002
elk,AWGN,1,2,0.0186441968870217,0.0652357514429616,0.00974379,0.07706616,3.204338
elk,AWGN,1,3,0.10001389142902302,0.171902653306978,0.02829711,0.16053357,5.564825
elk,AWGN,1,4,0.129785936528895,0.236538863271677,0.06776025,0.2529098,9.013225
elk,AWGN,1,5,0.108440783955036,0.357940788495948,0.13486719,0.35118772,10.877528
elk,JPEG,2,1,0.0423363147004218,0.0323705390206845,0.00032484,0.01014465,0.609066
elk,JPEG,2,2,0.0839120400505457,0.0681998368929726,0.00730235,0.05180959,2.785603
elk,JPEG,2,3,0.0572403381134268,0.21995926218453,0.03934011,0.10833185,6.526383
elk,JPEG,2,4,0.115721493929856,0.5496716837732171,0.17318175,0.22102583,17.670839
elk,JPEG,2,5,0.0393570737566765,0.7102203909627421,0.31261801,0.27648734,27.587669
elk,jpeg2000,3,1,0.0433677327132788,0.0269425924278488,0.00293956,0.02383182,2.013471
elk,jpeg2000,3,2,0.0226649474415027,0.0743799975314861,0.01463397,0.06514500000000001,5.481308
elk,jpeg2000,3,3,0.0359728834623444,0.245089322996137,0.06184318,0.11789747,11.169464999999999
elk,jpeg2000,3,4,0.0999829694564668,0.545794091063858,0.25044343,0.23532113,36.756413
elk,jpeg2000,3,5,0.0,0.810572578968792,0.85903758,0.41718457,93.320122
elk,fnoise,4,1,0.0382454905939904,0.0464706253702596,0.0050391,0.01318138,4.28969
elk,fnoise,4,2,0.140344044929625,0.24667830303663896,0.01959167,0.04296017,7.817052
elk,fnoise,4,3,0.0204401100399205,0.370893524367276,0.06032027,0.11093835,14.573364000000002
elk,fnoise,4,4,0.0879559605438011,0.483851908908206,0.14426968,0.19818629,17.856035000000002
elk,fnoise,4,5,0.0786232692290458,0.64494775605763,0.28746606,0.30326178,31.873075
elk,BLUR,5,1,0.0435607502052002,0.0442547524477094,0.00279512,0.00754829,1.4840799999999998
elk,BLUR,5,2,0.0723912067740067,0.121626188415041,0.01135356,0.02637178,3.4239290000000002
elk,BLUR,5,3,0.0779641562249012,0.247087236647142,0.04406008,0.07650316,7.109665
elk,BLUR,5,4,0.0773599395136079,0.404820796364656,0.1748617,0.19296809,24.964558
elk,BLUR,5,5,0.0413862632265516,0.7628719627380469,0.71926563,0.38044308,111.316872
elk,contrast,6,1,0.0399017786997998,0.0755422522878731,0.011014,0.03183558,6.661637
elk,contrast,6,2,0.0730865926480744,0.20036881507944604,0.06965976,0.07659738,15.344144
elk,contrast,6,3,0.12683699189741302,0.3991100981882361,0.39037674,0.22126691,35.737877000000005
family,AWGN,1,1,0.0584977869593914,0.0877919029883652,0.00476805,0.04842252,3.049927
family,AWGN,1,2,0.0850536387212723,0.149678742425634,0.01671706,0.13921133,5.210447
family,AWGN,1,3,0.0659760782524627,0.274742248745739,0.05109702,0.29316279999999995,10.754659
family,AWGN,1,4,0.0733202056297886,0.375345553920855,0.12190307,0.44289595,16.378298
family,AWGN,1,5,0.0865787375225693,0.479589314225412,0.26958823,0.5693752,27.180721000000002
family,JPEG,2,1,0.0227711088159517,0.0220047876728675,0.00084415,0.01161408,1.9993
family,JPEG,2,2,0.0589371502066915,0.134202291817488,0.01128684,0.07968431,3.841015
family,JPEG,2,3,0.101756767331915,0.6467256771618239,0.09918939999999998,0.20226536,15.849372
family,JPEG,2,4,0.0449351614545185,0.7617707935502429,0.18952312,0.29244443,25.499743
family,JPEG,2,5,0.0594029416994303,0.8462638682915141,0.27990185,0.26455998,38.647671
family,jpeg2000,3,1,0.0472505010379338,0.044337131508498,0.00542428,0.05052662,4.983847
family,jpeg2000,3,2,0.0640502305258536,0.23753765593211104,0.02245478,0.12648346,9.185213000000001
family,jpeg2000,3,3,0.0191755187863785,0.5587130115375861,0.06600233,0.18529082,28.322392999999998
family,jpeg2000,3,4,0.0752349624751513,0.7619545625997041,0.17999895,0.26645996,78.791107
family,jpeg2000,3,5,0.0,0.97712250558615,0.41830987,0.37792427,152.087097
family,fnoise,4,1,0.0608417472844397,0.169832890957368,0.01079694,0.03657474,4.398244999999999
family,fnoise,4,2,0.0180089191904653,0.271891858314993,0.03677175,0.09576859,10.607388
family,fnoise,4,3,0.111749343754879,0.447986693842836,0.11945681,0.21813218,34.239315000000005
family,fnoise,4,4,0.13899197289238502,0.568643148741116,0.31203417,0.39064565,33.382286
family,fnoise,4,5,0.144628757385716,0.680635626425073,0.73665049,0.57319991,78.951759
family,BLUR,5,1,0.017015357017522,0.0369668731996882,0.00320149,0.01719176,3.053636
family,BLUR,5,2,0.0776556041999976,0.149343389617386,0.01296358,0.06547261,6.293871
family,BLUR,5,3,0.0630655312567963,0.262240257890446,0.04641711,0.1325303,18.085210999999997
family,BLUR,5,4,0.157989713333583,0.5383654566708079,0.1523484,0.23288075,109.103973
family,BLUR,5,5,0.102503834021364,0.8562562552214101,0.34908735,0.33785743,160.710464
family,contrast,6,1,0.0147136468810166,0.0268577355332394,0.0034426,0.17194782,8.660803999999999
