refnames_all,orgs,dist_img,dst_type,dmos_std,dmos_new,DSSIM,SSIMULACRA,Butteraugli
coinsinfountain.bmp,0,img28.bmp,jp2k,1.9975010620796416,70.94908661426099,0.24650792,0.25760451,38.027843
buildings.bmp,0,img29.bmp,jp2k,1.6382322934715163,63.644935917203554,0.19392256,0.23873888,42.100899
building2.bmp,0,img30.bmp,jp2k,1.581241601321203,75.20085071703139,0.46530167,0.33899304,44.786606
ocean.bmp,0,img31.bmp,jp2k,1.748306014038223,23.258787473568603,0.02260484,0.06809911,6.674853
rapids.bmp,0,img32.bmp,jp2k,1.8805085144937823,76.28674666689452,0.22648492,0.24271365,35.890327
buildings.bmp,0,img33.bmp,jp2k,1.8497706238989116,52.785636451117234,0.11461666,0.18915669,19.438166
studentsculpture.bmp,0,img34.bmp,jp2k,1.669838891269479,8.613511703300915,0.00672762,0.02751364,3.411817
ocean.bmp,0,img37.bmp,jp2k,2.534981040961189,25.854249036910815,0.03606069,0.09406785,10.028464
sailing3.bmp,0,img38.bmp,jp2k,1.6871542451208674,65.85757417524141,0.1042452,0.16371147,26.734007
sailing4.bmp,0,img39.bmp,jp2k,2.345051667857986,26.960368393676966,0.03671704,0.10552177,6.874306
paintedhouse.bmp,0,img40.bmp,jp2k,2.4115967331354446,75.7811284764878,0.16995504,0.19677169,22.010574
building2.bmp,0,img41.bmp,jp2k,1.9699127089403106,43.696253511551454,0.08830627,0.14944576,20.517378
womanhat.bmp,0,img42.bmp,jp2k,1.6834654914668363,54.17424655185858,0.06235239,0.14506826,13.646064
sailing1.bmp,0,img43.bmp,jp2k,2.210567083711034,67.6967798207526,0.17812269,0.24526076,21.877226
flowersonih35.bmp,0,img44.bmp,jp2k,2.7263041160692696,71.61970727692339,0.20223315,0.2285959,23.677496
churchandcapitol.bmp,0,img45.bmp,jp2k,2.5828698184102787,74.14564153374137,0.20506442,0.24007882,38.738262
cemetry.bmp,0,img46.bmp,jp2k,2.0347093381371795,73.09174201136065,0.28989612,0.30333911,34.992729
house.bmp,0,img47.bmp,jp2k,2.3128767906360443,48.08894690810563,0.09348856,0.17588195,13.033833
cemetry.bmp,0,img48.bmp,jp2k,1.8648146563915367,77.32511548366256,0.30872703,0.31551474,35.571098
caps.bmp,0,img49.bmp,jp2k,2.372541157742341,13.501078103650578,0.01098915,0.04461612,6.604311
lighthouse.bmp,0,img51.bmp,jp2k,1.8852576810953185,20.52307378942626,0.02514558,0.07566261,7.509459
sailing4.bmp,0,img52.bmp,jp2k,2.6590215768236503,51.011385213379874,0.08381359,0.17049636,15.07556
plane.bmp,0,img53.bmp,jp2k,2.5765818471127178,62.47597192836157,0.0714079,0.18155776,21.490301
sailing2.bmp,0,img55.bmp,jp2k,3.08598252270823,46.03974281634614,0.04050969,0.10131585,12.50283
monarch.bmp,0,img56.bmp,jp2k,2.5946780154648166,41.28402576683269,0.042546,0.08149423,18.822832
plane.bmp,0,img58.bmp,jp2k,2.293305808640885,5.651469652190897,0.00155667,0.00886114,1.402363
sailing2.bmp,0,img59.bmp,jp2k,1.7047262519099886,10.109294080950896,0.00141704,0.01139692,1.563867
studentsculpture.bmp,0,img60.bmp,jp2k,2.0413714574914246,63.376792364010086,0.23162017,0.24574898,26.00717
monarch.bmp,0,img61.bmp,jp2k,2.64991255200665,21.45709519844654,0.01598488,0.04472586,9.528364
sailing2.bmp,0,img62.bmp,jp2k,1.4581884882202256,6.320751746555565,0.00257874,0.02308706,1.802097
manfishing.bmp,0,img63.bmp,jp2k,2.2640576624871542,30.07521146577485,0.03143005,0.07812337,7.863524
dancers.bmp,0,img65.bmp,jp2k,1.6169172127679154,82.98273370788652,0.31975627,0.32297854,43.072498
caps.bmp,0,img68.bmp,jp2k,2.665264261608864,24.82662376759264,0.01868442,0.05902695,8.551872
ocean.bmp,0,img69.bmp,jp2k,1.7423359627583637,5.909674455410709,0.00142874,0.010736,1.609209
stream.bmp,0,img71.bmp,jp2k,2.226784365003649,80.121282737048,0.26429119,0.28852415,26.319811
lighthouse2.bmp,0,img74.bmp,jp2k,2.1836601240947577,52.08982994049394,0.07045249,0.13716299,19.107584
womanhat.bmp,0,img75.bmp,jp2k,1.7855426601282673,11.035277608283096,0.0045038,0.02491469,2.867146
coinsinfountain.bmp,0,img77.bmp,jp2k,1.7103334644737602,12.523344239786702,0.00281316,0.01308653,2.728844
bikes.bmp,0,img78.bmp,jp2k,1.9836351092391096,30.57070176854073,0.05527038,0.11014679,10.673547
carnivaldolls.bmp,0,img79.bmp,jp2k,1.6392524977456093,79.16743675958445,0.14365047,0.21120306,29.968031
house.bmp,0,img80.bmp,jp2k,2.572737546434337,20.56698474721343,0.02890897,0.07365479,8.05418
rapids.bmp,0,img81.bmp,jp2k,1.777116388196908,44.74511025359578,0.07919016,0.14050323,11.008652
paintedhouse.bmp,0,img82.bmp,jp2k,2.0920966720812957,11.339054336612762,0.00404112,0.01913738,2.502181
caps.bmp,0,img83.bmp,jp2k,2.624627634453675,42.36932036075071,0.04159837,0.10925272,12.184917
parrots.bmp,0,img85.bmp,jp2k,2.4495771438577276,18.563119639992887,0.01222858,0.04433628,7.11757
flowersonih35.bmp,0,img86.bmp,jp2k,3.0818774275371803,76.23532996373504,0.30660693,0.28051821,33.262234
sailing1.bmp,0,img88.bmp,jp2k,1.7911191371788184,66.04417836262544,0.17349574,0.24154252,20.467346
sailing4.bmp,0,img90.bmp,jp2k,1.242815142725972,11.324709943682542,0.00460882,0.02265585,2.653375
lighthouse.bmp,0,img91.bmp,jp2k,2.2882016663254263,48.72445543811661,0.07368764,0.17708507,12.560316
statue.bmp,0,img92.bmp,jp2k,2.023303204131381,36.651332405233276,0.03423739,0.0863151,8.732916
manfishing.bmp,0,img94.bmp,jp2k,2.746299163838925,30.248805104886298,0.03193389,0.07825626,7.863524
parrots.bmp,0,img96.bmp,jp2k,1.8398196241604952,32.25567981412338,0.02276356,0.06256553,10.33747
cemetry.bmp,0,img98.bmp,jp2k,2.359314266888291,42.538558970763944,0.0581582,0.12786042,8.77937
womanhat.bmp,0,img99.bmp,jp2k,1.8988332171492361,50.18890942469288,0.05627455,0.13854625,12.046453
parrots.bmp,0,img101.bmp,jp2k,2.573830473381816,10.234730985641715,0.00570961,0.027692,3.221846
statue.bmp,0,img102.bmp,jp2k,1.7475430707025277,6.724372369964854,0.00172556,0.01466618,1.649167
lighthouse2.bmp,0,img103.bmp,jp2k,1.7457574719224596,10.088204403320535,0.00173305,0.01848266,1.857073
woman.bmp,0,img104.bmp,jp2k,2.8738845802987463,46.68236218261797,0.09633568,0.15653723,12.429597
monarch.bmp,0,img105.bmp,jp2k,1.502395833867887,7.557459980934176,0.00095483,0.00976187,1.365369
lighthouse.bmp,0,img106.bmp,jp2k,1.833030331651834,48.61615667390731,0.07478264,0.17916144,12.567868
building2.bmp,0,img107.bmp,jp2k,1.5312084849700591,79.84747926885252,0.57966331,0.37081969,51.975964
carnivaldolls.bmp,0,img108.bmp,jp2k,2.5969207453125294,43.66138899674546,0.04311177,0.09166375,9.898083
sailing3.bmp,0,img109.bmp,jp2k,2.231198812660149,35.73735899461327,0.02821541,0.07470301,8.247186
flowersonih35.bmp,0,img111.bmp,jp2k,2.2088466134765588,15.82182560398103,0.01118556,0.0377571,4.360131
plane.bmp,0,img113.bmp,jp2k,1.8290363408434827,12.564926162224069,0.00978228,0.04518842,3.903264
lighthouse2.bmp,0,img114.bmp,jp2k,1.8941454247335372,12.80273252847908,0.00268363,0.02339326,2.266988
bikes.bmp,0,img115.bmp,jp2k,1.9142334124592446,67.09045174168914,0.30723237,0.28355479,50.812904
statue.bmp,0,img116.bmp,jp2k,2.208465826879465,46.92014897186908,0.05799559,0.11053816,13.167665
ocean.bmp,0,img120.bmp,jp2k,2.5144703347394013,40.33848092661777,0.07346139,0.15800121,12.834864
manfishing.bmp,0,img121.bmp,jp2k,2.169018040789497,91.37246032042904,0.52018872,0.37466348,79.959877
caps.bmp,0,img122.bmp,jp2k,2.24235949316875,58.55909813379443,0.0745088,0.15712394,19.543039
carnivaldolls.bmp,0,img124.bmp,jp2k,2.824871360866682,52.154629253222005,0.07422542,0.13752449,15.726093
cemetry.bmp,0,img125.bmp,jp2k,2.2087475131800747,25.72392003888736,0.03313553,0.09359254,6.716915
rapids.bmp,0,img126.bmp,jp2k,2.4122139735474715,10.712712959196345,0.01268945,0.04272977,4.725777
parrots.bmp,0,img127.bmp,jp2k,2.678992775011636,74.95826410045794,0.12369015,0.15768322,47.525318
bikes.bmp,0,img129.bmp,jp2k,2.6084994060170716,15.242823326616556,0.02618359,0.06138764,9.32352
sailing3.bmp,0,img130.bmp,jp2k,2.25375359883815,42.497069418167996,0.05004573,0.10266122,12.406391
building2.bmp,0,img132.bmp,jp2k,2.729292865537815,22.538784832597898,0.05035965,0.10558077,7.596823
bikes.bmp,0,img133.bmp,jp2k,2.8755512077157013,40.04985108989743,0.13714129,0.19111657,20.481092
rapids.bmp,0,img135.bmp,jp2k,1.9833464296340195,84.91378457435593,0.42246698,0.31345371,55.504593
sailing1.bmp,0,img136.bmp,jp2k,2.9167533022822263,33.81064694785772,0.05319596,0.11877244,11.285979
lighthouse2.bmp,0,img137.bmp,jp2k,2.921668026025761,60.61338357551887,0.13247231,0.19284332,30.874638
sailing2.bmp,0,img138.bmp,jp2k,2.8310927377124657,56.3267477648128,0.10468016,0.19960024,24.661158
sailing2.bmp,0,img141.bmp,jp2k,2.2087697469289402,6.153192300554039,0.00471044,0.03485452,2.924755
studentsculpture.bmp,0,img142.bmp,jp2k,3.033969902950827,43.99770274794575,0.10203078,0.15893161,14.617547
manfishing.bmp,0,img143.bmp,jp2k,2.265223744456852,44.77638094880946,0.06271463,0.11646229,11.142852
house.bmp,0,img144.bmp,jp2k,2.7707040555151274,65.45198981342284,0.19079021,0.26884016,25.22526
rapids.bmp,0,img146.bmp,jp2k,1.8585286894749689,56.161238884900456,0.14488413,0.19733022,19.150011
carnivaldolls.bmp,0,img148.bmp,jp2k,2.079414261881199,11.46973848743795,0.00559702,0.02611239,3.88307
lighthouse.bmp,0,img149.bmp,jp2k,1.9944730060503983,33.11179598113043,0.05316042,0.14702038,10.927312
woman.bmp,0,img150.bmp,jp2k,2.1909071175260126,5.325990809336403,0.01451032,0.06020733,5.474045
woman.bmp,0,img152.bmp,jp2k,1.7775709667424602,62.74881178263061,0.23401576,0.25052777,25.053186
sailing3.bmp,0,img154.bmp,jp2k,3.257713213787017,68.53124109916048,0.17551056,0.22600647,37.622929
woman.bmp,0,img155.bmp,jp2k,2.6896936733617145,81.40061954776587,0.52704551,0.40655299,62.964329
buildings.bmp,0,img156.bmp,jp2k,2.892206801101394,71.45072855297293,0.29630337,0.27396391,45.925983
parrots.bmp,0,img158.bmp,jp2k,1.8512848410963514,62.580036080726586,0.09837425,0.1395354,42.977798
monarch.bmp,0,img160.bmp,jp2k,3.859535402129447,58.753804200609366,0.21642114,0.21042379,57.56266
statue.bmp,0,img162.bmp,jp2k,2.244937028873685,12.158282195710306,0.01345031,0.05179516,4.921334
building2.bmp,0,img163.bmp,jp2k,2.363845921397348,49.973083632723416,0.19142421,0.22603501,22.984121
lighthouse2.bmp,0,img164.bmp,jp2k,2.724941887410696,27.12291262526799,0.02895914,0.08210459,11.371793
dancers.bmp,0,img165.bmp,jp2k,2.931759584785287,31.170624384086207,0.03734083,0.11406256,6.764658
flowersonih35.bmp,0,img167.bmp,jp2k,2.7289881736282706,53.28198369850484,0.08434467,0.13929028,13.630269
coinsinfountain.bmp,0,img168.bmp,jp2k,2.869985394474523,53.17519436960078,0.15664328,0.20622185,20.693451
statue.bmp,0,img169.bmp,jp2k,2.3338597822997187,62.921171333425676,0.16868885,0.19839995,30.72069
dancers.bmp,0,img170.bmp,jp2k,2.8854261099779577,50.18659635541299,0.07761961,0.17604602,14.520163
studentsculpture.bmp,0,img171.bmp,jp2k,3.4214722909827726,22.217464309979974,0.03806351,0.08553763,7.33337
sailing4.bmp,0,img172.bmp,jp2k,3.000341728921187,85.01806693016354,0.34247749,0.3231934,53.700386
plane.bmp,0,img173.bmp,jp2k,2.522233999398049,19.91475165122249,0.01824592,0.07140095,5.647829
lighthouse.bmp,0,img174.bmp,jp2k,2.4606903572154666,8.059516033306664,0.00632722,0.03246406,3.455077
stream.bmp,0,img175.bmp,jp2k,2.790331469036455,85.48562881018705,0.59805092,0.37912395,48.810558
churchandcapitol.bmp,0,img176.bmp,jp2k,2.5458538330357157,27.91393339154686,0.02999562,0.08826503,8.745516
coinsinfountain.bmp,0,img177.bmp,jp2k,2.8673492624018753,79.87842062142371,0.50670571,0.35954247,96.789413
cemetry.bmp,0,img178.bmp,jp2k,3.0885492561240735,57.3881566885844,0.12972685,0.1932394,18.863131
house.bmp,0,img179.bmp,jp2k,2.051839755141803,85.22814758598726,0.33637343,0.3394179,48.415092
carnivaldolls.bmp,0,img181.bmp,jp2k,2.757412592711968,85.99580545278485,0.29366144,0.29110089,58.688057
coinsinfountain.bmp,0,img182.bmp,jp2k,3.5089737748520426,40.35229915118953,0.09418274,0.15337624,13.881972
sailing3.bmp,0,img183.bmp,jp2k,1.7952320623914535,6.9169396698473875,0.0044791,0.02777299,2.620521
sailing2.bmp,0,img185.bmp,jp2k,2.0271158682306583,14.884889320853098,0.01195184,0.04807197,4.723483
house.bmp,0,img187.bmp,jp2k,2.22757927880343,29.918572366378623,0.05249388,0.11702914,10.506578
womanhat.bmp,0,img191.bmp,jp2k,2.703796495586783,78.15701680889988,0.22643941,0.26685353,54.779434
flowersonih35.bmp,0,img192.bmp,jp2k,2.93260706818572,36.783046895916954,0.03568713,0.08093237,7.383151
caps.bmp,0,img193.bmp,jp2k,3.8848380191852003,64.20563602792637,0.13110607,0.21166617,30.814743
churchandcapitol.bmp,0,img194.bmp,jp2k,2.5767816056812665,71.78425770359317,0.24611677,0.25767935,38.068214
womanhat.bmp,0,img195.bmp,jp2k,1.6038702563726814,5.069478056203863,0.01108459,0.04940379,4.689983
paintedhouse.bmp,0,img196.bmp,jp2k,3.0469817898643132,62.73568208890111,0.13258026,0.17129274,18.140751
parrots.bmp,0,img197.bmp,jp2k,3.3931978381791197,46.32614968909792,0.03984786,0.08735041,18.143497
churchandcapitol.bmp,0,img198.bmp,jp2k,1.9635706188510489,9.471745688649861,0.00501996,0.02236384,2.800278
buildings.bmp,0,img199.bmp,jp2k,1.7477945195712756,5.003953255961413,0.01096287,0.05236304,3.877041
manfishing.bmp,0,img200.bmp,jp2k,2.653921421113447,68.36853015382121,0.22861952,0.25171203,33.244392
flowersonih35.bmp,0,img201.bmp,jp2k,2.911160379923063,91.08313008268817,0.80202769,0.44927932,92.383209
lighthouse.bmp,0,img202.bmp,jp2k,2.879982885425998,75.76154338417216,0.24236838,0.32188966,42.116791
plane.bmp,0,img203.bmp,jp2k,2.9491151030026503,41.031767097846874,0.04170781,0.12737498,11.375894
dancers.bmp,0,img205.bmp,jp2k,3.4900234871538274,12.300226616537323,0.01270635,0.05106214,3.782236
monarch.bmp,0,img208.bmp,jp2k,3.785904457303732,48.46820552061156,0.09377543,0.12934443,31.361309
paintedhouse.bmp,0,img210.bmp,jp2k,2.633904413720648,26.665408082124756,0.0369248,0.07851828,9.369721
lighthouse2.bmp,0,img211.bmp,jp2k,1.7101969632604894,7.205306730310632,0.00625108,0.03389092,3.47789
house.bmp,0,img212.bmp,jp2k,1.6260179423028869,5.5443651518750485,0.00585645,0.02885563,3.281082
sailing1.bmp,0,img213.bmp,jp2k,2.802598234737501,76.06673091499994,0.26041695,0.29690998,38.769783
sailing1.bmp,0,img214.bmp,jp2k,2.2179315446564023,7.692346791817002,0.01466525,0.05287761,4.48165
paintedhouse.bmp,0,img215.bmp,jp2k,2.423414351017992,73.31007213059178,0.27372763,0.26420079,34.992672
building2.bmp,0,img216.bmp,jp2k,2.4773827058171207,12.116677268629225,0.02276367,0.05875975,5.598301
stream.bmp,0,img217.bmp,jp2k,2.353186873596618,10.13926391720382,0.02945474,0.06763614,5.237325
studentsculpture.bmp,0,img218.bmp,jp2k,3.811279498083092,67.96320399587412,0.45605461,0.32755399,46.27787
ocean.bmp,0,img219.bmp,jp2k,2.9609792853145285,72.24909155691115,0.1591122,0.24032969,30.021685
plane.bmp,0,img220.bmp,jp2k,2.5641522029401402,70.83986290434613,0.11502294,0.23191404,32.765182
sailing4.bmp,0,img221.bmp,jp2k,2.2246402940534207,64.72585217139644,0.16132499,0.22928068,24.782873
buildings.bmp,0,img222.bmp,jp2k,2.8937260119214416,31.27751399241848,0.04089298,0.11438439,9.618162
bikes.bmp,0,img225.bmp,jp2k,2.3272478939092793,82.73289778928405,0.78036429,0.3998983,72.315224
womanhat.bmp,0,img226.bmp,jp2k,2.1715936918996186,55.520005193382154,0.11010267,0.19255363,30.823532
statue.bmp,0,img227.bmp,jp2k,2.804051036657024,70.88031632329827,0.203349,0.21946436,44.528046
womanhat.bmp,0,img1.bmp,jpeg,2.8697739830451456,52.92435457391395,0.07191565,0.15208282,10.620214
churchandcapitol.bmp,0,img2.bmp,jpeg,3.273726314128311,33.28319804594844,0.02509748,0.08967152,5.073458
churchandcapitol.bmp,0,img4.bmp,jpeg,2.184182829572506,87.8267449661924,0.22782159,0.25626244,19.36705
ocean.bmp,0,img8.bmp,jpeg,2.6446998758866136,14.344775300339105,0.01324492,0.05899229,3.199396
rapids.bmp,0,img9.bmp,jpeg,2.6236433986699867,59.74032431349464,0.0943141,0.16663203,13.308433
statue.bmp,0,img11.bmp,jpeg,2.8824873903994237,53.951334760512935,0.09595924,0.15678505,12.446
statue.bmp,0,img13.bmp,jpeg,3.261394183877893,-0.1946068687639695,0.00186427,0.01636824,1.567486
carnivaldolls.bmp,0,img14.bmp,jpeg,1.7776278919992186,4.326856120694956,0.00214772,0.01894436,3.137279
sailing4.bmp,0,img15.bmp,jpeg,4.030891839187029,41.36730112939379,0.04177046,0.11011885,6.14786
stream.bmp,0,img16.bmp,jpeg,5.366524870664442,47.80251084716316,0.1041063,0.18291219,8.643299
plane.bmp,0,img17.bmp,jpeg,2.6006946622051887,4.495168881480339,0.00196741,0.01635015,1.458895
monarch.bmp,0,img18.bmp,jpeg,3.2291435448165497,47.285871717563985,0.07907921,0.11827203,13.253491
churchandcapitol.bmp,0,img21.bmp,jpeg,3.042793204234477,50.1232463479616,0.04962586,0.1257344,6.611957
paintedhouse.bmp,0,img23.bmp,jpeg,1.7452054819025948,79.95944789006504,0.17426873,0.20935539,16.697279
caps.bmp,0,img24.bmp,jpeg,3.5777632349569437,12.56494613089226,0.00715743,0.03646737,4.036976
plane.bmp,0,img25.bmp,jpeg,3.033767654839691,35.4156346289015,0.02316049,0.08731969,5.168077
flowersonih35.bmp,0,img27.bmp,jpeg,2.9164474086462295,34.31539467108672,0.03597067,0.09477976,5.195152
bikes.bmp,0,img29.bmp,jpeg,2.222673153822281,63.690729469898855,0.26247703,0.27153072,21.641273
ocean.bmp,0,img30.bmp,jpeg,1.3527374543391228,6.601376948035167,0.0011863,0.01054125,1.171662
parrots.bmp,0,img32.bmp,jpeg,2.899760663371106,33.49425871523598,0.03261474,0.07497515,8.816927
manfishing.bmp,0,img33.bmp,jpeg,3.067736950102083,42.614722076241115,0.05077767,0.11081884,6.498094
rapids.bmp,0,img35.bmp,jpeg,2.5071432342822457,75.29290636099799,0.18063566,0.23228217,16.785105
building2.bmp,0,img36.bmp,jpeg,3.1019404541242093,72.0575019048246,0.22590077,0.26316234,21.40016
sailing4.bmp,0,img37.bmp,jpeg,2.2853597897375084,64.62638897500841,0.11373003,0.19756213,12.480968
sailing3.bmp,0,img38.bmp,jpeg,2.702219642052051,18.02857959226172,0.00947811,0.04710581,3.714382
dancers.bmp,0,img39.bmp,jpeg,3.409570236373633,50.40120766199397,0.07092728,0.16194583,11.410149
plane.bmp,0,img40.bmp,jpeg,2.257680052582808,12.654106278200903,0.00664223,0.03968924,3.290424
dancers.bmp,0,img41.bmp,jpeg,4.19826586140564,59.873965229834056,0.12863954,0.22386972,16.103724
buildings.bmp,0,img43.bmp,jpeg,3.0781338576987416,41.47905246219578,0.07386543,0.15630543,9.188155
lighthouse.bmp,0,img44.bmp,jpeg,2.6194324436690546,38.18877059392042,0.06113674,0.14772837,9.513603
studentsculpture.bmp,0,img45.bmp,jpeg,3.284596770641428,34.439397588231365,0.05173407,0.11696363,5.681733
cemetry.bmp,0,img46.bmp,jpeg,3.4871060159320875,72.81442149222269,0.25451181,0.26935625,22.142975
sailing4.bmp,0,img47.bmp,jpeg,3.0073042395897875,48.528157253793196,0.06335686,0.14328543,7.535708
coinsinfountain.bmp,0,img49.bmp,jpeg,2.505835919856646,32.754563027117996,0.05629277,0.11876424,7.718482
house.bmp,0,img50.bmp,jpeg,2.8751390424864485,57.08857633912254,0.11971257,0.19850803,11.705327
house.bmp,0,img51.bmp,jpeg,2.952813576030159,28.944995605272247,0.03795128,0.10045815,6.520398
studentsculpture.bmp,0,img53.bmp,jpeg,2.9558738383581504,10.226303647528617,0.00828766,0.04406731,2.366371
cemetry.bmp,0,img55.bmp,jpeg,2.1002603313548636,33.240480634782365,0.04148329,0.10235348,4.983869
paintedhouse.bmp,0,img56.bmp,jpeg,3.074219335377136,32.00986641270259,0.04501843,0.10082924,6.746634
lighthouse.bmp,0,img57.bmp,jpeg,1.8591223522497122,-2.6400150164096132,0.00258566,0.02077492,1.581241
woman.bmp,0,img58.bmp,jpeg,2.185004363282337,10.554131539493454,0.0045162,0.03559494,2.118429
studentsculpture.bmp,0,img59.bmp,jpeg,3.0575727852099313,33.58553766172936,0.04568654,0.10834193,5.605457
building2.bmp,0,img60.bmp,jpeg,2.722625711100326,45.8290134752761,0.09903639,0.17225416,9.94659
dancers.bmp,0,img61.bmp,jpeg,3.177472369632796,9.1741835265355,0.00472459,0.03394428,3.701772
building2.bmp,0,img62.bmp,jpeg,3.5383029793830225,67.83771180597611,0.22590077,0.26316234,21.40016
caps.bmp,0,img63.bmp,jpeg,3.8910247257236814,30.00260877004913,0.02840831,0.0853935,8.639958
lighthouse2.bmp,0,img64.bmp,jpeg,2.6241126480364065,3.2142639437019938,0.00333445,0.0278395,2.035382
woman.bmp,0,img65.bmp,jpeg,2.803615407414995,53.38597873417673,0.1231315,0.18798453,12.070529
sailing2.bmp,0,img67.bmp,jpeg,2.638941570397618,21.662276200071243,0.01557154,0.06113832,5.407264
lighthouse2.bmp,0,img69.bmp,jpeg,4.138204290624474,48.86921270308122,0.05730691,0.11866469,8.756627
statue.bmp,0,img70.bmp,jpeg,2.7892618663817554,-0.12771347553550072,0.0026815,0.02141031,1.948957
sailing1.bmp,0,img71.bmp,jpeg,3.163898810013688,16.917691044533527,0.02112812,0.07320768,4.205756
parrots.bmp,0,img72.bmp,jpeg,2.155322084830696,12.004960528290617,0.00491485,0.0276424,2.819443
coinsinfountain.bmp,0,img73.bmp,jpeg,3.2212269568235157,36.604170671940494,0.08522904,0.15174832,9.733663
flowersonih35.bmp,0,img74.bmp,jpeg,3.053779340549586,5.51411590094478,0.00343537,0.0285902,2.208585
house.bmp,0,img75.bmp,jpeg,3.3954877909580623,51.3960375162062,0.09788041,0.1735784,9.923738
bikes.bmp,0,img77.bmp,jpeg,2.656321318748371,53.2796828380246,0.14468589,0.20031878,16.303152
cemetry.bmp,0,img78.bmp,jpeg,4.172001262784754,72.32423365260935,0.25451181,0.26935625,22.142975
flowersonih35.bmp,0,img79.bmp,jpeg,2.5940135058047225,89.53004585169111,0.36791593,0.31166894,27.827003
carnivaldolls.bmp,0,img80.bmp,jpeg,2.9059702715219475,67.77811693105684,0.1185308,0.17542778,23.613037
bikes.bmp,0,img81.bmp,jpeg,2.744179369385934,43.03955573949191,0.08905109,0.15292398,10.450706
sailing3.bmp,0,img83.bmp,jpeg,3.357753382824215,28.507933641096496,0.01937242,0.06885716,5.667345
buildings.bmp,0,img84.bmp,jpeg,2.7051009327246436,46.146808723433985,0.07386543,0.15630543,9.188155
stream.bmp,0,img85.bmp,jpeg,4.154673534646397,64.18240178201884,0.16814139,0.23866687,14.582246
lighthouse.bmp,0,img86.bmp,jpeg,2.4898168965574943,42.57624280517876,0.0730637,0.16443649,8.38281
womanhat.bmp,0,img89.bmp,jpeg,2.264674913921824,36.284648557807834,0.03976891,0.1135279,9.570508
buildings.bmp,0,img90.bmp,jpeg,2.478979249445216,42.04320025216914,0.07386543,0.15630543,9.188155
paintedhouse.bmp,0,img91.bmp,jpeg,2.590186266581008,78.97568682896502,0.17426873,0.20935539,16.697279
manfishing.bmp,0,img92.bmp,jpeg,3.467134337100712,48.37469886200194,0.09073028,0.15327546,10.39186
manfishing.bmp,0,img93.bmp,jpeg,4.147144131494865,58.589684139333414,0.1407954,0.19752247,13.126886
monarch.bmp,0,img94.bmp,jpeg,2.9211049918796785,14.62195076567486,0.01103003,0.04412757,6.985293
monarch.bmp,0,img96.bmp,jpeg,2.3840279859047615,3.9212125972238567,0.00159188,0.01713924,2.826406
lighthouse2.bmp,0,img97.bmp,jpeg,1.9502872541544571,5.308643571535107,0.00244507,0.02425127,1.68054
ocean.bmp,0,img98.bmp,jpeg,2.957743526264003,19.871604986952033,0.01495026,0.06404345,3.643285
sailing2.bmp,0,img99.bmp,jpeg,2.0669162028899035,42.27140041690989,0.05511042,0.11865373,8.487122
stream.bmp,0,img100.bmp,jpeg,3.6578676381401944,81.2026938220347,0.30055766,0.31477357,20.64275
