image,dst_type,dst_idx,dst_lev,dmos_std,dmos,DSSIM,SSIMULACRA,Butteraugli,Butteraugli_XL,Butteraugli_XL_3m,Butteraugli_XL_2s,Butteraugli_XL_3s,Butteraugli_XL_6s,Butteraugli_XL_12s
bridge,jpeg2000,3,1,0.044175645187139005,0.0381181282838827,0.00559399,0.02731248,3.045009,3.1836154461,1.112526,0.842324,0.907875,1.076011,1.353691
bridge,jpeg2000,3,2,0.0662210916805626,0.20293495854493,0.02534168,0.06806877,11.057179,9.6830406189,2.72457,1.765979,1.906841,2.419321,3.84755
bridge,jpeg2000,3,3,0.0972450224841772,0.40937998386247904,0.07739598,0.12552472,18.310249,16.0884723663,4.953595,3.197689,3.496212,4.549231,6.815343
bridge,jpeg2000,3,4,0.0885613359860072,0.650819626444425,0.25385537,0.23663866,42.138107,33.8039245605,10.797375,6.869341,7.607638,9.893815,14.890673
bridge,jpeg2000,3,5,0.0340638302612865,0.824681556929448,0.68334953,0.37728765,120.584488,77.7400817871,26.947059,15.813954,18.266024,25.321145,37.254007
bridge,fnoise,4,1,0.0369649462027305,0.0508210865559853,0.00765753,0.01705914,3.8269330000000004,3.9179608822,1.973747,1.49878,1.613924,1.918784,2.388534
bridge,fnoise,4,2,0.391236800003524,0.292756804348552,0.02967902,0.05637749,8.7638,10.4806051254,4.828163,3.245358,3.608501,4.646761,6.229228
bridge,fnoise,4,3,0.17611016710247895,0.42886785180742704,0.08270326,0.13226214,12.606208,13.4594516754,6.476733,4.722849,5.112786,6.273474,8.043939
bridge,fnoise,4,4,0.0839875942811189,0.5953103434536171,0.23158217,0.2594251,20.577574,24.6714019775,10.81074,7.998066,8.672322,10.492184,13.267714
bridge,fnoise,4,5,0.0569860536638171,0.6965404539682659,0.47484612,0.37475145,42.887806,49.3339805603,22.09848,13.819721,15.829914,21.553256,28.91227
bridge,BLUR,5,1,0.0595137889268383,0.060651002059486,0.00292156,0.00552393,2.0243450000000003,1.6262595654,0.685309,0.45382,0.516738,0.66821,0.87098
bridge,BLUR,5,2,0.0482602538556158,0.18243707283849694,0.01189752,0.02166428,3.751364,3.2862119675,1.366355,0.963308,1.076321,1.336886,1.685858
bridge,BLUR,5,3,0.0695164955777268,0.348139868389914,0.04469126,0.06998093,6.813257000000001,6.3944354057,2.853936,2.114614,2.339354,2.818732,3.403722
bridge,BLUR,5,4,0.0713255865331785,0.635791026092168,0.16327811,0.1759341,24.411587,19.2064990997,7.796154,5.497818,6.17144,7.622169,9.594854
bridge,BLUR,5,5,0.0266019088071405,0.77717834451828,0.56248364,0.32258974,132.08316000000002,86.0360183716,32.968788,18.966248,22.664862,31.724296,44.517204
bridge,contrast,6,1,0.0105026714193012,0.0364070783980555,0.00484973,0.04938722,5.236872,7.5341653824,5.46831,4.498418,4.834506,5.494786,6.075637
bridge,contrast,6,2,0.0465648782016764,0.139471451709329,0.02708066,0.10819110000000001,12.038167999999999,18.1222743988,13.336262,10.801938,11.695264,13.424997,14.888527
bridge,contrast,6,3,0.0645592039800945,0.34489177345472904,0.11346942,0.1821412,23.606870999999998,38.4681549072,27.603898,21.913345,23.908692,27.80437,31.098634
bridge,contrast,6,4,0.0374093448917458,0.457521932555123,0.18828675,0.22342328,29.480079999999997,49.6689529419,35.010306,27.658704,30.197624,35.231623,39.601671
butter_flower,AWGN,1,1,0.00724701449091933,0.0265740735109992,0.0041806000000000005,0.04395779,3.207794,2.1957814693,1.109196,0.966325,1.008483,1.098852,1.220253
butter_flower,AWGN,1,2,0.0729868059246941,0.0891654398483989,0.01377329,0.12296626,5.6201300000000005,3.1553258896,1.740881,1.569759,1.617388,1.725661,1.879594
butter_flower,AWGN,1,3,0.16340714291643502,0.252298657154262,0.04183632,0.26970165,10.593131,4.4711771011,2.729801,2.561615,2.606602,2.713331,2.869471
butter_flower,AWGN,1,4,0.21956867037494104,0.434892178865128,0.11015628,0.41887609,18.069672,6.5814709663,4.43492,4.23656,4.291241,4.418993,4.594527
butter_flower,AWGN,1,5,0.150368683470837,0.545271035393267,0.248299,0.53257388,31.823065000000003,11.0673933029,7.65562,7.291862,7.394707,7.631016,7.941137
butter_flower,JPEG,2,1,0.00639295691874666,0.0232589516087444,0.00058334,0.00687928,0.8028529999999999,0.6825786233,0.308186,0.238482,0.253179,0.295552,0.375826
butter_flower,JPEG,2,2,0.0136634527462784,0.0308912184202642,0.00795731,0.044182099999999995,3.763639,3.0184803009,1.314076,1.147613,1.184273,1.285538,1.472418
butter_flower,JPEG,2,3,0.115732070099184,0.409916347904866,0.05355045,0.10875230000000001,10.827831,9.0794687271,3.626559,2.838198,3.038224,3.505146,4.336307
butter_flower,JPEG,2,4,0.13432831795322805,0.699412650644778,0.15770735,0.26184959,23.811283,19.5601959229,7.689567,6.19917,6.45921,7.24466,9.36483
butter_flower,JPEG,2,5,0.0706310175784943,0.808089235003621,0.32071242,0.27914941,37.317627,80.5869369507,21.749813,8.461573,9.832382,18.969199,36.447857
butter_flower,jpeg2000,3,1,0.0100788003337429,0.0275672149671984,0.00585116,0.0327509,4.166492,4.0680966377,1.551124,1.133327,1.246493,1.509245,1.897633
butter_flower,jpeg2000,3,2,0.0800408127971558,0.143160541006074,0.02122876,0.05982758,8.811254,7.5487518311,2.912553,2.075367,2.266802,2.789982,3.680874
butter_flower,jpeg2000,3,3,0.139175395409913,0.459942069908516,0.07699538,0.13514606,22.76042,21.9750232697,6.398092,4.011381,4.449998,5.732381,9.011898
butter_flower,jpeg2000,3,4,0.105308170532935,0.779220748760824,0.28367604,0.28138498,67.288528,78.4696807861,21.515344,9.90341,11.801346,18.564412,34.180273
butter_flower,jpeg2000,3,5,0.00476706376046725,0.925690448555226,0.73765431,0.43105495,120.41774699999999,100.780960083,36.638854,20.942339,25.013931,35.069171,49.833458
butter_flower,fnoise,4,1,0.00976575803694763,0.027877091254073,0.00754048,0.04266788,7.305001,5.410525322,2.401478,1.623209,1.782407,2.299417,3.122611
butter_flower,fnoise,4,2,0.107093231808029,0.19511966821076104,0.02825484,0.12105489,13.901539999999999,12.3825159073,5.248804,3.283599,3.737663,5.069918,6.93883
butter_flower,fnoise,4,3,0.146012934968937,0.381516077794223,0.08244459,0.20359025,18.902485000000002,16.0167503357,7.908907,5.462025,6.092699,7.74391,9.890113
butter_flower,fnoise,4,4,0.0340472785375603,0.5490401047265631,0.24401199999999998,0.36103987,55.523548,29.2162055969,13.250113,9.241457,10.178403,12.735727,16.83621
butter_flower,fnoise,4,5,0.0613765591035698,0.726603146511458,0.52459093,0.48303802,51.376431,49.0343894958,19.549311,12.498752,14.090079,18.569758,25.988095
butter_flower,BLUR,5,1,0.0652658894331604,0.0780722416914223,0.00353035,0.00892875,2.717537,1.8461714983,0.789729,0.524536,0.606833,0.778566,0.983788
butter_flower,BLUR,5,2,0.109908741872842,0.201968243192335,0.01358754,0.03321258,5.496995,4.5911655426,1.738185,1.173839,1.347768,1.712048,2.15474
butter_flower,BLUR,5,3,0.14225150145092302,0.48198049538288,0.06323836,0.11367374,17.989712,13.8233499527,5.308024,3.278838,3.919861,5.211644,6.792567
butter_flower,BLUR,5,4,0.0905950737994709,0.778539999293243,0.2620898,0.25653822,102.047859,69.0429382324,22.974528,12.291095,15.350038,22.135133,31.438411
butter_flower,BLUR,5,5,0.0121116104553132,0.952775053538163,0.80635343,0.42247531,126.94384,104.2015228271,39.611433,22.66395,27.202424,38.155392,53.476485
butter_flower,contrast,6,1,0.0734539635817059,0.0698313318705424,0.01099348,0.13762137,10.271206,15.7922840118,8.142553,5.647099,6.384111,8.029499,10.014049
butter_flower,contrast,6,2,0.0426626141231742,0.256400481779453,0.07679369,0.24555653,26.453981,39.9060707092,20.373453,14.633605,16.311743,19.971043,24.837573
butter_flower,contrast,6,3,0.117821526107231,0.5147021852401029,0.48266223,0.44495993,58.01382099999999,84.7592163086,43.128533,31.856196,35.112941,42.191919,52.080738
butter_flower,contrast,6,4,0.157329308583089,0.6148866679764511,0.81335501,0.54342188,77.512367,101.3255157471,53.205644,40.308888,44.039362,52.092158,63.48541
cactus,AWGN,1,1,0.0550881714456534,0.104328753206896,0.00382264,0.05713574,2.65614,2.1253139973,0.997718,0.754028,0.837421,0.996787,1.158946
cactus,AWGN,1,2,0.114413458151828,0.205707763944154,0.01296206,0.15058348,4.91058,2.9452674389,1.54279,1.224536,1.325588,1.537137,1.765643
cactus,AWGN,1,3,0.12553830833135302,0.34943846131273604,0.0379423,0.28771828,8.246454,4.2792892456,2.213392,1.889279,1.978909,2.192665,2.468601
cactus,AWGN,1,4,0.132855316931781,0.439167163818189,0.08236052,0.40112955,12.257697,5.2200336456,3.056761,2.751691,2.828545,3.025295,3.316443
cactus,AWGN,1,5,0.13350654333897,0.498391459794796,0.1633162,0.49953859999999994,18.518003,8.9702196121,5.040832,4.342329,4.480667,4.922264,5.719567
cactus,JPEG,2,1,0.0418613303772984,0.0409686571292669,0.00141545,0.02115117,1.463055,1.2135198116,0.58625,0.465954,0.500317,0.579969,0.678465
cactus,JPEG,2,2,0.0806541303602925,0.16046393751382698,0.00934481,0.04535128,3.3805949999999996,3.1730213165,1.480081,1.230556,1.289228,1.449471,1.701545
cactus,JPEG,2,3,0.13525949908088,0.3784208921549939,0.0274155,0.07756806,7.102314,7.6747455597,3.041634,2.297195,2.438877,2.903331,3.782693
cactus,JPEG,2,4,0.0803833738083714,0.7041424572935658,0.09952639,0.15950182,16.229032999999998,16.4194755554,7.839327,5.440768,5.809494,7.413364,10.295124
cactus,JPEG,2,5,0.00953114670184515,0.8117226067190879,0.28295078,0.25283902,34.362144,39.971408844,20.589118,13.65427,15.312404,20.069522,26.385429
cactus,jpeg2000,3,1,0.0873129837039932,0.0785570297613172,0.00390673,0.0319658,3.6350269999999996,3.7776563168,1.333372,0.934231,1.055149,1.301466,1.643499
cactus,jpeg2000,3,2,0.120129244666003,0.209038855417228,0.01268346,0.04904414,6.08295,5.336681366,1.885135,1.394868,1.487368,1.776576,2.39146
cactus,jpeg2000,3,3,0.137779888488681,0.405462893528488,0.03835118,0.08881194,10.676542999999999,9.547211647,3.343192,2.35428,2.514587,3.114308,4.40068
cactus,jpeg2000,3,4,0.0877201777190206,0.638977192799069,0.12422267,0.156053,21.466766,22.1012268066,7.19383,4.743355,5.160649,6.565148,9.855695
cactus,jpeg2000,3,5,0.0,0.7852500362794441,0.42244843,0.29524763,76.07073199999999,56.8802909851,19.698162,12.043938,13.773254,18.622794,26.698438
cactus,fnoise,4,1,0.140619703511894,0.222083319335679,0.00882657,0.02676237,5.045148999999999,5.5266399384,2.656009,1.876567,2.076764,2.601506,3.289758
cactus,fnoise,4,2,0.053050647008789004,0.32532199537029305,0.03092717,0.08446197,9.576766000000001,9.3921031952,4.758721,3.422934,3.753286,4.656131,5.866745
cactus,fnoise,4,3,0.17338732149922306,0.503034866475788,0.08445965,0.19470452,16.466619,17.6264781952,8.053088,5.747527,6.27661,7.796907,10.085748
cactus,fnoise,4,4,0.115013512639469,0.5947508475622321,0.19838197,0.34035407,24.801614999999998,22.1968460083,10.434441,8.018276,8.575416,10.146959,12.580949
cactus,fnoise,4,5,0.028581278984318,0.666607788954977,0.41569319,0.49438992,39.742775,30.0877876282,16.432815,12.147503,13.263233,16.202301,19.832912
cactus,BLUR,5,1,0.0803289978603434,0.0667434131844619,0.00198326,0.00409752,1.147625,1.2440776825,0.529874,0.389087,0.423087,0.501079,0.665457
cactus,BLUR,5,2,0.0909658470787308,0.147198859405541,0.00837482,0.01606403,2.608157,2.6409926414,1.146386,0.852097,0.924095,1.087966,1.427096
cactus,BLUR,5,3,0.219377702042598,0.399275467437894,0.02825319,0.04841652,5.2964910000000005,5.2193632126,2.344811,1.775145,1.927149,2.248343,2.858942
cactus,BLUR,5,4,0.146865564585076,0.50840987358733,0.10078542,0.12813865,16.021925,13.353302002,5.655365,4.292039,4.703386,5.486413,6.776296
cactus,BLUR,5,5,0.0443017462521279,0.7499961260596271,0.38285789,0.27887940000000006,83.451355,46.1842346191,20.054862,14.019224,15.893762,19.653515,24.61731
